ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
187	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11768682	11763779	11765729	11768572	11768682	187	64	15			148	74	NA	NA	0.681		NA
188	"ENSG00000005302.19"	"MSL3"	chrX	+	11766960	11768682	11766960	11767169	11768621	11768682	188	73	0			148	74	NA	NA	1.0		NA
192	"ENSG00000100299.18"	"ARSA"	chr22	-	50627555	50628170	50627555	50627792	50627945	50628170	192	37	3			148	74	NA	NA	0.86		NA
193	"ENSG00000025708.14"	"TYMP"	chr22	-	50526000	50526476	50526000	50526141	50526245	50526476	193	80	197			148	74	NA	NA	0.169		NA
194	"ENSG00000025708.14"	"TYMP"	chr22	-	50526000	50526476	50526000	50526156	50526245	50526476	194	84	1			148	74	NA	NA	0.977		NA
195	"ENSG00000025770.19"	"NCAPH2"	chr22	+	50523016	50523472	50523016	50523166	50523234	50523472	195	54	46			142	74	NA	NA	0.38		NA
196	"ENSG00000205593.12"	"DENND6B"	chr22	-	50313813	50314272	50313813	50313878	50314206	50314272	196	17	4			148	74	NA	NA	0.68		NA
197	"ENSG00000196576.16"	"PLXNB2"	chr22	-	50281359	50281742	50281359	50281499	50281565	50281742	197	3	25			140	74	NA	NA	0.06		NA
198	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50217917	50218402	50217917	50218117	50218188	50218402	198	138	8			145	74	NA	NA	0.898		NA
199	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50219287	50219791	50219287	50219456	50219643	50219791	199	106	23			148	74	NA	NA	0.697		NA
200	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50219956	50221874	50219956	50220015	50220191	50221874	200	119	0			148	74	NA	NA	1.0		NA
201	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50219956	50221874	50219956	50220015	50220250	50221874	201	143	12			148	74	NA	NA	0.856		NA
202	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50219956	50221874	50219956	50220015	50221274	50221874	202	145	0			148	74	NA	NA	1.0		NA
203	"ENSG00000170638.10"	"TRABD"	chr22	+	50197822	50198186	50197822	50197995	50198074	50198186	203	311	69			148	74	NA	NA	0.693		NA
206	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627303	42627688	42627303	42627389	42627604	42627688	206	41	52			148	74	NA	NA	0.283		NA
207	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627303	42627688	42627303	42627431	42627604	42627688	207	51	0			148	74	NA	NA	1.0		NA
208	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627303	42628281	42627303	42627389	42628151	42628281	208	63	0			148	74	NA	NA	1.0		NA
209	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627303	42628281	42627303	42627688	42628151	42628281	209	64	67			148	74	NA	NA	0.323		NA
210	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42630881	42631450	42630881	42630988	42631377	42631450	210	36	82			148	74	NA	NA	0.18		NA
211	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42636584	42636846	42636584	42636598	42636714	42636846	211	13	8			148	74	NA	NA	0.448		NA
213	"ENSG00000172250.17"	"SERHL"	chr22	+	42510630	42511927	42510630	42510724	42511815	42511927	213	121	0			148	74	NA	NA	1.0		NA
217	"ENSG00000184208.12"	"C22orf46"	chr22	+	41693462	41698136	41693462	41693851	41693937	41698136	217	6	6			148	74	NA	NA	0.333		NA
218	"ENSG00000100395.15"	"L3MBTL2"	chr22	+	41217122	41219536	41217122	41217202	41219418	41219536	218	24	9			148	74	NA	NA	0.571		NA
219	"ENSG00000100395.15"	"L3MBTL2"	chr22	+	41227088	41227869	41227088	41227323	41227803	41227869	219	24	12			148	74	NA	NA	0.5		NA
220	"ENSG00000100359.21"	"SGSM3"	chr22	+	40407016	40407328	40407016	40407071	40407200	40407328	220	44	33			148	74	NA	NA	0.4		NA
221	"ENSG00000100359.21"	"SGSM3"	chr22	+	40407016	40407568	40407016	40407328	40407412	40407568	221	57	5			148	74	NA	NA	0.851		NA
222	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408793	40409372	40408793	40408842	40408932	40409372	222	136	60			148	74	NA	NA	0.531		NA
223	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408932	40409372	40408932	40409018	40409249	40409372	223	171	6			148	74	NA	NA	0.934		NA
224	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408932	40409372	40408932	40409018	40409339	40409372	224	209	2			148	74	NA	NA	0.981		NA
225	"ENSG00000239900.14"	"ADSL"	chr22	+	40349831	40353117	40349831	40350035	40353072	40353117	225	13	4			148	74	NA	NA	0.619		NA
226	"ENSG00000239900.14"	"ADSL"	chr22	+	40358863	40359306	40358863	40359035	40359259	40359306	226	28	33			148	74	NA	NA	0.298		NA
227	"ENSG00000239900.14"	"ADSL"	chr22	+	40360401	40361342	40360401	40360492	40361087	40361342	227	10	9			148	74	NA	NA	0.357		NA
228	"ENSG00000239900.14"	"ADSL"	chr22	+	40360401	40361342	40360401	40360492	40361272	40361342	228	16	78			148	74	NA	NA	0.093		NA
229	"ENSG00000239900.14"	"ADSL"	chr22	+	40361272	40363071	40361272	40361342	40361487	40363071	229	26	29			148	74	NA	NA	0.31		NA
230	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40361487	40361635	40362980	40363071	230	14	10			148	74	NA	NA	0.412		NA
231	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40361487	40361666	40362980	40363071	231	14	0			148	74	NA	NA	1.0		NA
232	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40361487	40361677	40362980	40363071	232	11	0			148	74	NA	NA	1.0		NA
233	"ENSG00000128272.18"	"ATF4"	chr22	+	39521353	39521671	39521353	39521475	39521562	39521671	233	839	41			148	74	NA	NA	0.911		NA
234	"ENSG00000100316.16"	"RPL3"	chr22	-	39312883	39313310	39312883	39312984	39313190	39313310	234	48	2786			148	74	NA	NA	0.009		NA
235	"ENSG00000100316.16"	"RPL3"	chr22	-	39313190	39314208	39313190	39313310	39314106	39314208	235	69	179			148	74	NA	NA	0.162		NA
236	"ENSG00000100201.23"	"DDX17"	chr22	-	38487878	38492115	38487878	38488115	38492055	38492115	236	112	5			148	74	NA	NA	0.918		NA
241	"ENSG00000100055.21"	"CYTH4"	chr22	+	37311455	37312174	37311455	37311527	37312019	37312174	241	91	154			148	74	NA	NA	0.228		NA
242	"ENSG00000100365.16"	"NCF4"	chr22	+	36875652	36876094	36875652	36875783	36876028	36876094	242	4	11			148	74	NA	NA	0.154		NA
244	"ENSG00000100360.15"	"IFT27"	chr22	-	36775673	36776125	36775673	36775794	36776030	36776125	244	34	0			148	74	NA	NA	1.0		NA
245	"ENSG00000100353.18"	"EIF3D"	chr22	-	36525663	36526131	36525663	36525709	36525998	36526131	245	13	95			148	74	NA	NA	0.064		NA
250	"ENSG00000128284.19"	"APOL3"	chr22	-	36145472	36145599	36145472	36145499	36145576	36145599	250	115	0			148	74	NA	NA	1.0		NA
251	"ENSG00000128284.19"	"APOL3"	chr22	-	36149045	36149371	36149045	36149142	36149258	36149371	251	48	23			148	74	NA	NA	0.511		NA
253	"ENSG00000241878.12"	"PISD"	chr22	-	31620995	31621472	31620995	31621142	31621333	31621472	253	88	58			148	74	NA	NA	0.431		NA
254	"ENSG00000241878.12"	"PISD"	chr22	-	31620995	31621885	31620995	31621472	31621648	31621885	254	109	22			148	74	NA	NA	0.712		NA
255	"ENSG00000198089.16"	"SFI1"	chr22	+	31604868	31606430	31604868	31604945	31606327	31606430	255	90	22			148	74	NA	NA	0.672		NA
256	"ENSG00000198089.16"	"SFI1"	chr22	+	31618114	31618547	31618114	31618226	31618313	31618547	256	100	74			148	74	NA	NA	0.403		NA
260	"ENSG00000167065.14"	"DUSP18"	chr22	-	30661444	30664080	30661444	30663728	30663838	30664080	260	11	0			148	74	NA	NA	1.0		NA
261	"ENSG00000100003.18"	"SEC14L2"	chr22	+	30415758	30416087	30415758	30415865	30415947	30416087	261	8	8			148	74	NA	NA	0.333		NA
262	"ENSG00000099999.15"	"RNF215"	chr22	-	30379481	30379780	30379481	30379622	30379710	30379780	262	9	2			148	74	NA	NA	0.692		NA
263	"ENSG00000099992.16"	"TBC1D10A"	chr22	-	30293650	30294110	30293650	30293805	30293920	30294110	263	11	25			148	74	NA	NA	0.18		NA
264	"ENSG00000100325.15"	"ASCC2"	chr22	-	29793359	29793676	29793359	29793490	29793576	29793676	264	16	25			148	74	NA	NA	0.242		NA
265	"ENSG00000100296.14"	"THOC5"	chr22	-	29528273	29528466	29528273	29528359	29528425	29528466	265	34	0			140	74	NA	NA	1.0		NA
266	"ENSG00000100296.14"	"THOC5"	chr22	-	29544459	29544603	29544459	29544508	29544579	29544603	266	38	0			145	74	NA	NA	1.0		NA
268	"ENSG00000182944.18"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29291561	29291599	268	103	12			148	74	NA	NA	0.811		NA
269	"ENSG00000182944.18"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29291564	29291599	269	107	21			148	74	NA	NA	0.718		NA
270	"ENSG00000182944.18"	"EWSR1"	chr22	+	29298732	29299280	29298732	29298895	29299194	29299280	270	180	29			148	74	NA	NA	0.756		NA
271	"ENSG00000182944.18"	"EWSR1"	chr22	+	29298732	29299851	29298732	29299280	29299598	29299851	271	231	88			148	74	NA	NA	0.568		NA
272	"ENSG00000100219.17"	"XBP1"	chr22	-	28796046	28796192	28796046	28796121	28796147	28796192	272	154	0			100	74	NA	NA	1.0		NA
278	"ENSG00000100031.19"	"GGT1"	chr22	+	24610249	24610531	24610249	24610336	24610413	24610531	278	17	5			148	74	NA	NA	0.63		NA
279	"ENSG00000100031.19"	"GGT1"	chr22	+	24610249	24610531	24610249	24610336	24610454	24610531	279	14	11			148	74	NA	NA	0.389		NA
280	"ENSG00000100031.19"	"GGT1"	chr22	+	24628080	24628388	24628080	24628136	24628238	24628388	280	15	0			148	74	NA	NA	1.0		NA
