ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
88	"ENSG00000123130.17"	"ACOT9"	chrX	-	23734340	23734367	23735918	23736016	23733171	23733217	23743124	23743276	88	10	6			148	101	NA	NA	0.532		NA
89	"ENSG00000102054.18"	"RBBP7"	chrX	-	16852415	16852550	16852550	16852628	16852045	16852122	16852748	16852875	89	14	0			148	148	NA	NA	1.0		NA
92	"ENSG00000101849.18"	"TBL1X"	chrX	+	9654214	9654322	9684042	9684188	9640272	9640360	9688016	9688275	92	9	27			148	148	NA	NA	0.25		NA
94	"ENSG00000100239.16"	"PPP6R2"	chr22	+	50393892	50394135	50406688	50406875	50372019	50372150	50414551	50414689	94	49	79			148	148	NA	NA	0.383		NA
95	"ENSG00000184164.15"	"CRELD2"	chr22	+	49923233	49923317	49924359	49924455	49922611	49922707	49925416	49925557	95	7	41			148	148	NA	NA	0.146		NA
96	"ENSG00000100425.19"	"BRD1"	chr22	-	49804203	49804360	49822950	49824331	49798987	49799119	49825729	49825900	96	14	208			148	148	NA	NA	0.063		NA
97	"ENSG00000100425.19"	"BRD1"	chr22	-	49804203	49804360	49822950	49824331	49798987	49799119	49827496	49827873	97	51	220			148	148	NA	NA	0.188		NA
102	"ENSG00000054611.14"	"TBC1D22A"	chr22	+	46797443	46797620	46878652	46878723	46793500	46793841	46891265	46891394	102	59	15			148	145	NA	NA	0.794		NA
103	"ENSG00000054611.14"	"TBC1D22A"	chr22	+	46913333	46913446	46974289	46974399	46912073	46912188	46997633	46997709	103	0	62			148	148	NA	NA	0.0		NA
104	"ENSG00000100347.15"	"SAMM50"	chr22	+	43963069	43963226	43963285	43963396	43955441	43955598	43964451	43964553	104	0	79			148	148	NA	NA	0.0		NA
106	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42625382	42625481	42626722	42627033	42623788	42623888	42627303	42627389	106	8	2			148	148	NA	NA	0.8		NA
107	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627604	42627688	42628151	42628281	42627303	42627389	42630881	42630988	107	74	52			148	148	NA	NA	0.587		NA
108	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42631377	42631450	42636584	42636598	42630881	42630988	42636714	42636846	108	0	112			88	147	NA	NA	0.0		NA
109	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42631377	42631468	42636584	42636598	42630881	42630988	42636714	42636846	109	0	82			88	148	NA	NA	0.0		NA
110	"ENSG00000100403.12"	"ZC3H7B"	chr22	+	41332170	41332227	41338312	41338355	41330022	41330103	41339000	41339191	110	12	66			131	117	NA	NA	0.14		NA
113	"ENSG00000196588.21"	"MRTFA"	chr22	-	40423535	40423685	40424205	40424381	40420846	40421100	40429605	40429767	113	49	13			148	148	NA	NA	0.79		NA
115	"ENSG00000239900.14"	"ADSL"	chr22	+	40353072	40353117	40354247	40354327	40349831	40350035	40358863	40359035	115	5	16			119	148	NA	NA	0.28		NA
117	"ENSG00000184381.20"	"PLA2G6"	chr22	-	38139981	38140169	38143104	38143288	38134987	38135084	38145437	38145653	117	26	18			148	148	NA	NA	0.591		NA
118	"ENSG00000128284.19"	"APOL3"	chr22	-	36149770	36149964	36153284	36153423	36149258	36149371	36160668	36160755	118	1	13			148	148	NA	NA	0.071		NA
126	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31897481	31897653	31901741	31901802	31893581	31893751	31905983	31906066	126	4	11			148	135	NA	NA	0.249		NA
127	"ENSG00000198089.16"	"SFI1"	chr22	+	31528689	31528863	31550253	31550348	31508254	31508376	31556941	31557059	127	20	62			148	148	NA	NA	0.244		NA
128	"ENSG00000198089.16"	"SFI1"	chr22	+	31531057	31531129	31546860	31546971	31528689	31528863	31556941	31557059	128	15	20			146	148	NA	NA	0.432		NA
129	"ENSG00000198089.16"	"SFI1"	chr22	+	31531057	31531129	31556941	31557059	31528689	31528863	31561289	31561392	129	16	62			146	148	NA	NA	0.207		NA
130	"ENSG00000198089.16"	"SFI1"	chr22	+	31546860	31546971	31550253	31550348	31508258	31508376	31556941	31557059	130	33	62			148	148	NA	NA	0.347		NA
131	"ENSG00000198089.16"	"SFI1"	chr22	+	31546860	31546971	31550253	31550348	31531057	31531129	31556941	31557059	131	39	61			148	148	NA	NA	0.39		NA
132	"ENSG00000198089.16"	"SFI1"	chr22	+	31602606	31602785	31606327	31606430	31602211	31602293	31607936	31608033	132	87	52			148	148	NA	NA	0.626		NA
133	"ENSG00000198089.16"	"SFI1"	chr22	+	31604308	31604404	31604868	31604945	31603743	31603819	31606327	31606430	133	73	22			148	148	NA	NA	0.768		NA
134	"ENSG00000100003.18"	"SEC14L2"	chr22	+	30407414	30407603	30409186	30409282	30406341	30406385	30409425	30409486	134	5	13			148	148	NA	NA	0.278		NA
135	"ENSG00000100003.18"	"SEC14L2"	chr22	+	30415758	30415865	30415947	30416087	30410595	30410679	30416233	30416403	135	11	12			148	148	NA	NA	0.478		NA
136	"ENSG00000248751.6"	"ENSG00000248751"	chr22	-	30288705	30288776	30292772	30292851	30287372	30287560	30293650	30293805	136	25	2			148	145	NA	NA	0.925		NA
139	"ENSG00000182944.18"	"EWSR1"	chr22	+	29288605	29288786	29288986	29289062	29286922	29287134	29291564	29291599	139	79	0			148	148	NA	NA	1.0		NA
149	"ENSG00000228315.12"	"GUSBP11"	chr22	-	23683724	23683867	23694118	23695517	23659864	23660000	23700725	23700845	149	12	18			148	148	NA	NA	0.4		NA
150	"ENSG00000228315.12"	"GUSBP11"	chr22	-	23695172	23695517	23700725	23700845	23683724	23683867	23705428	23705541	150	9	28			148	148	NA	NA	0.243		NA
152	"ENSG00000099917.17"	"MED15"	chr22	+	20575112	20575232	20582610	20582747	20568520	20568631	20582839	20582967	152	28	51			148	148	NA	NA	0.354		NA
154	"ENSG00000183597.16"	"TANGO2"	chr22	+	20053436	20053551	20061529	20061683	20052464	20052584	20063337	20063442	154	2	18			148	148	NA	NA	0.1		NA
155	"ENSG00000183597.16"	"TANGO2"	chr22	+	20055942	20056013	20061529	20061683	20052464	20052584	20063337	20063442	155	4	18			145	148	NA	NA	0.185		NA
156	"ENSG00000183597.16"	"TANGO2"	chr22	+	20055942	20056013	20063337	20063442	20053436	20053551	20064541	20065925	156	5	13			145	148	NA	NA	0.282		NA
157	"ENSG00000070010.19"	"UFD1"	chr22	-	19471686	19471808	19475067	19475100	19467872	19468003	19475469	19475602	157	9	72			107	148	NA	NA	0.147		NA
158	"ENSG00000160310.19"	"PRMT2"	chr21	+	46658744	46658920	46661799	46661936	46649574	46649739	46663382	46663554	158	192	28			148	148	NA	NA	0.873		NA
159	"ENSG00000160310.19"	"PRMT2"	chr21	+	46658744	46658920	46663382	46663554	46649574	46649739	46664294	46665117	159	189	129			148	148	NA	NA	0.594		NA
160	"ENSG00000160299.17"	"PCNT"	chr21	+	46421969	46422124	46425830	46425971	46418203	46418306	46427621	46427795	160	148	85			148	148	NA	NA	0.635		NA
161	"ENSG00000160294.11"	"MCM3AP"	chr21	-	46270400	46270563	46272560	46272829	46266981	46267142	46273387	46273585	161	130	26			148	148	NA	NA	0.833		NA
162	"ENSG00000142173.16"	"COL6A2"	chr21	+	46117873	46117936	46118613	46118676	46117399	46117453	46119029	46119119	162	21	44			137	137	NA	NA	0.323		NA
163	"ENSG00000142173.16"	"COL6A2"	chr21	+	46119787	46119850	46121060	46121123	46119029	46119119	46121555	46121618	163	15	60			137	137	NA	NA	0.2		NA
164	"ENSG00000186866.17"	"POFUT2"	chr21	-	45283382	45283527	45285268	45285328	45282348	45282459	45285677	45285928	164	2	26			134	148	NA	NA	0.078		NA
165	"ENSG00000160218.13"	"TRAPPC10"	chr21	+	44063537	44063785	44074323	44074470	44059102	44059214	44075038	44075153	165	177	137			148	148	NA	NA	0.564		NA
171	"ENSG00000160191.18"	"PDE9A"	chr21	+	42687916	42687994	42732069	42732124	42653778	42653883	42733355	42733426	171	0	16			148	129	NA	NA	0.0		NA
172	"ENSG00000160191.18"	"PDE9A"	chr21	+	42698967	42699011	42732069	42732124	42653778	42653883	42733355	42733426	172	0	16			118	129	NA	NA	0.0		NA
173	"ENSG00000160191.18"	"PDE9A"	chr21	+	42724555	42724634	42731769	42731949	42698967	42699011	42732069	42732124	173	0	26			148	148	NA	NA	0.0		NA
174	"ENSG00000160191.18"	"PDE9A"	chr21	+	42731769	42731949	42732069	42732124	42698967	42699011	42733355	42733426	174	1	17			148	129	NA	NA	0.049		NA
182	"ENSG00000182670.13"	"TTC3"	chr21	+	37157160	37157214	37158130	37158203	37156654	37156906	37159698	37159745	182	37	19			128	147	NA	NA	0.691		NA
184	"ENSG00000142197.13"	"DOP1B"	chr21	+	36211973	36212097	36214080	36214190	36211552	36211651	36214441	36214556	184	10	5			148	148	NA	NA	0.667		NA
185	"ENSG00000142166.13"	"IFNAR1"	chr21	+	33340998	33341174	33343267	33343422	33335523	33335647	33343534	33343676	185	31	13			148	148	NA	NA	0.705		NA
189	"ENSG00000156256.15"	"USP16"	chr21	+	29036270	29036374	29037275	29037463	29034836	29034940	29038334	29038430	189	65	41			148	148	NA	NA	0.613		NA
190	"ENSG00000142192.21"	"APP"	chr21	-	25997359	25997416	26000014	26000182	25982343	25982477	26021839	26022042	190	121	7			148	131	NA	NA	0.939		NA
217	"ENSG00000101150.18"	"TPD52L2"	chr20	+	63875815	63875875	63882718	63882820	63873667	63873816	63889189	63889238	217	54	126			134	148	NA	NA	0.321		NA
218	"ENSG00000101150.18"	"TPD52L2"	chr20	+	63882718	63882820	63889189	63889238	63875815	63875875	63889849	63891545	218	68	50			148	123	NA	NA	0.531		NA
221	"ENSG00000124222.22"	"STX16"	chr20	+	58659622	58659634	58667200	58667318	58652072	58652087	58667489	58667597	221	6	8			86	148	NA	NA	0.563		NA
230	"ENSG00000000419.14"	"DPM1"	chr20	-	50941128	50941209	50942030	50942126	50940864	50940933	50945736	50945762	230	26	0			148	148	NA	NA	1.0		NA
235	"ENSG00000124198.10"	"ARFGEF2"	chr20	+	49018883	49018998	49023050	49023181	49017495	49017550	49025312	49025481	235	10	22			148	148	NA	NA	0.313		NA
237	"ENSG00000101017.14"	"CD40"	chr20	+	46123125	46123219	46126639	46126701	46122609	46122756	46128137	46128224	237	5	7			148	136	NA	NA	0.396		NA
238	"ENSG00000064601.21"	"CTSA"	chr20	+	45891915	45892027	45892272	45892323	45891568	45891762	45892397	45892484	238	28	7			148	125	NA	NA	0.772		NA
244	"ENSG00000118705.17"	"RPN2"	chr20	+	37198396	37198492	37199049	37199225	37184179	37184373	37203884	37203960	244	5	58			148	148	NA	NA	0.079		NA
245	"ENSG00000101347.11"	"SAMHD1"	chr20	-	36935340	36935403	36941038	36941111	36935028	36935189	36946737	36946804	245	51	25			147	137	NA	NA	0.655		NA
246	"ENSG00000101084.19"	"RAB5IF"	chr20	+	36607889	36608000	36609600	36609730	36607714	36607818	36612009	36612557	246	12	60			148	148	NA	NA	0.167		NA
247	"ENSG00000101084.19"	"RAB5IF"	chr20	+	36607889	36608000	36609600	36609758	36607714	36607818	36612009	36612557	247	12	6			148	148	NA	NA	0.667		NA
248	"ENSG00000080845.19"	"DLGAP4"	chr20	+	36499241	36499321	36499587	36499676	36496704	36497066	36500198	36500611	248	0	32			148	148	NA	NA	0.0		NA
253	"ENSG00000101019.22"	"UQCC1"	chr20	-	35384037	35384133	35386276	35386389	35381917	35382025	35394091	35394196	253	0	13			148	148	NA	NA	0.0		NA
256	"ENSG00000078747.16"	"ITCH"	chr20	+	34393790	34393881	34408650	34408792	34369393	34369470	34412514	34412639	256	39	23			148	148	NA	NA	0.629		NA
257	"ENSG00000171456.21"	"ASXL1"	chr20	+	32431582	32431679	32432879	32432985	32428763	32431484	32433283	32438415	257	74	112			148	148	NA	NA	0.398		NA
260	"ENSG00000101294.18"	"HM13"	chr20	+	31564118	31564218	31566209	31566295	31561633	31561736	31568077	31568224	260	0	16			148	148	NA	NA	0.0		NA
276	"ENSG00000149474.15"	"KAT14"	chr20	+	18150820	18150942	18159083	18159265	18145232	18145351	18161819	18162239	276	5	25			148	148	NA	NA	0.167		NA
279	"ENSG00000101266.19"	"CSNK2A1"	chr20	-	492253	492364	495718	495802	489779	489881	497720	497780	279	6	28			148	148	NA	NA	0.176		NA
280	"ENSG00000101266.19"	"CSNK2A1"	chr20	-	499254	499305	499832	499934	497720	497780	505117	505229	280	8	3			148	125	NA	NA	0.693		NA
281	"ENSG00000101266.19"	"CSNK2A1"	chr20	-	508450	508660	527932	528049	505117	505229	543671	543732	281	0	20			148	148	NA	NA	0.0		NA
282	"ENSG00000125875.15"	"TBC1D20"	chr20	-	445049	445130	447888	448074	441856	442043	462335	462516	282	6	52			148	148	NA	NA	0.103		NA
283	"ENSG00000166704.13"	"ZNF606"	chr19	-	57999807	57999896	58000682	58000739	57988594	57988721	58001288	58001370	283	18	35			131	148	NA	NA	0.367		NA
287	"ENSG00000186431.19"	"FCAR"	chr19	+	54875329	54875365	54880835	54880913	54874279	54874323	54885234	54885525	287	10	0			110	148	NA	NA	1.0		NA
288	"ENSG00000170889.14"	"RPS9"	chr19	+	54201486	54201609	54206275	54206462	54201159	54201281	54207397	54207647	288	1732	3044			148	148	NA	NA	0.363		NA
291	"ENSG00000131408.15"	"NR1H2"	chr19	+	50376234	50376576	50376718	50376826	50372870	50372985	50377586	50377648	291	2	113			148	148	NA	NA	0.017		NA
292	"ENSG00000039650.12"	"PNKP"	chr19	-	49862184	49862281	49862370	49862463	49862043	49862105	49862537	49862608	292	59	40			148	148	NA	NA	0.596		NA
294	"ENSG00000161618.10"	"ALDH16A1"	chr19	+	49461618	49461800	49461883	49462036	49460821	49460899	49462569	49462755	294	14	66			148	148	NA	NA	0.175		NA
302	"ENSG00000181027.11"	"FKRP"	chr19	+	46747233	46747305	46747578	46747732	46746057	46746090	46748026	46748088	302	11	0			146	148	NA	NA	1.0		NA
306	"ENSG00000125746.18"	"EML2"	chr19	-	45617629	45617697	45619059	45619191	45616764	45616853	45621206	45621332	306	59	74			148	142	NA	NA	0.433		NA
307	"ENSG00000125746.18"	"EML2"	chr19	-	45624718	45624818	45626704	45626839	45621482	45621637	45629950	45630046	307	29	58			148	148	NA	NA	0.333		NA
308	"ENSG00000125746.18"	"EML2"	chr19	-	45626704	45626839	45629950	45630046	45624718	45624818	45632860	45632971	308	51	46			148	148	NA	NA	0.526		NA
318	"ENSG00000167578.18"	"RAB4B"	chr19	+	40783777	40783840	40783920	40784075	40780384	40780499	40786664	40786760	318	47	109			137	148	NA	NA	0.318		NA
319	"ENSG00000090006.18"	"LTBP4"	chr19	+	40616888	40617020	40617099	40617225	40614314	40614446	40619346	40619493	319	66	44			148	148	NA	NA	0.6		NA
320	"ENSG00000105197.11"	"TIMM50"	chr19	+	39482884	39482916	39485543	39485602	39481882	39482033	39485687	39485807	320	16	27			106	133	NA	NA	0.426		NA
321	"ENSG00000130755.13"	"GMFG"	chr19	-	39329543	39329626	39333076	39333126	39328999	39329073	39335260	39335310	321	136	265			124	148	NA	NA	0.38		NA
322	"ENSG00000130755.13"	"GMFG"	chr19	-	39333076	39333126	39335260	39335310	39329543	39329626	39335434	39335531	322	102	95			124	124	NA	NA	0.518		NA
327	"ENSG00000159873.10"	"CCDC117"	chr22	+	28773724	28773778	28780947	28781172	28772673	28773034	28783507	28783645	327	42	33			128	148	NA	NA	0.595		NA
329	"ENSG00000004777.19"	"ARHGAP33"	chr19	+	35778463	35778601	35778654	35778699	35778279	35778360	35779031	35779124	329	44	0			148	119	NA	NA	1.0		NA
330	"ENSG00000126254.12"	"RBM42"	chr19	+	35631139	35631224	35631330	35631405	35629519	35629673	35633097	35633252	330	21	3			148	148	NA	NA	0.875		NA
345	"ENSG00000104299.15"	"INTS9"	chr8	-	28813491	28813612	28835291	28835378	28812326	28812461	28837636	28837776	345	19	2			148	148	NA	NA	0.905		NA
346	"ENSG00000285106.2"	"ENSG00000285106"	chr7	-	130984052	130984109	131052424	131052555	130945719	130945835	131107719	131107928	346	36	2			148	131	NA	NA	0.941		NA
348	"ENSG00000120899.18"	"PTK2B"	chr8	+	27436250	27436348	27437121	27437206	27435742	27435793	27437395	27437496	348	22	67			148	148	NA	NA	0.247		NA
351	"ENSG00000144741.19"	"SLC25A26"	chr3	+	66236543	66236700	66243202	66243312	66221011	66221127	66262050	66262155	351	0	14			148	148	NA	NA	0.0		NA
352	"ENSG00000144741.19"	"SLC25A26"	chr3	+	66346363	66346408	66362859	66362929	66263331	66263379	66369477	66369542	352	3	29			119	144	NA	NA	0.111		NA
353	"ENSG00000144741.19"	"SLC25A26"	chr3	+	66356030	66356084	66362859	66362929	66346363	66346408	66369477	66369542	353	0	57			128	144	NA	NA	0.0		NA
361	"ENSG00000079459.13"	"FDFT1"	chr8	+	11803321	11803518	11809791	11809850	11802740	11802931	11821749	11821878	361	6	69			148	133	NA	NA	0.072		NA
362	"ENSG00000185507.21"	"IRF7"	chr11	-	613950	614037	614173	614399	613784	613865	614475	614534	362	15	15			148	148	NA	NA	0.5		NA
372	"ENSG00000136167.15"	"LCP1"	chr13	-	46158521	46158651	46158825	46158989	46156437	46156570	46159598	46159686	372	281	130			148	148	NA	NA	0.684		NA
383	"ENSG00000165916.9"	"PSMC3"	chr11	-	47424045	47424183	47424428	47424491	47422829	47422973	47424606	47424711	383	36	51			137	148	NA	NA	0.433		NA
384	"ENSG00000006530.18"	"AGK"	chr7	+	141593145	141593185	141594674	141594928	141555452	141555567	141596561	141596641	384	21	0			114	148	NA	NA	1.0		NA
385	"ENSG00000157800.18"	"SLC37A3"	chr7	-	140343411	140343563	140345215	140345263	140337283	140337349	140345868	140345970	385	17	4			122	148	NA	NA	0.838		NA
386	"ENSG00000157800.18"	"SLC37A3"	chr7	-	140358639	140358785	140364407	140364491	140355667	140355764	140369589	140369682	386	12	10			148	148	NA	NA	0.545		NA
388	"ENSG00000125124.14"	"BBS2"	chr16	-	56500853	56501025	56501352	56501497	56499777	56499907	56502316	56502456	388	17	5			148	148	NA	NA	0.773		NA
397	"ENSG00000102878.18"	"HSF4"	chr16	+	67167474	67167599	67167823	67167947	67167119	67167222	67168830	67168936	397	0	10			148	148	NA	NA	0.0		NA
398	"ENSG00000115904.15"	"SOS1"	chr2	-	39010583	39010703	39012125	39012348	39007030	39007193	39013459	39013563	398	11	7			148	148	NA	NA	0.611		NA
401	"ENSG00000272752.6"	"STAG3L5P-PVRIG2P-PILRB"	chr7	+	100353209	100353270	100353372	100353483	100352996	100353123	100355142	100355240	401	55	6			135	148	NA	NA	0.909		NA
402	"ENSG00000272752.6"	"STAG3L5P-PVRIG2P-PILRB"	chr7	+	100353209	100353270	100353372	100354012	100352996	100353123	100355142	100355240	402	55	95			135	148	NA	NA	0.388		NA
403	"ENSG00000272752.6"	"STAG3L5P-PVRIG2P-PILRB"	chr7	+	100353372	100354012	100355142	100355240	100353209	100353270	100356749	100356883	403	31	76			148	148	NA	NA	0.29		NA
404	"ENSG00000078319.11"	"PMS2P1"	chr7	-	100325690	100325779	100328835	100329019	100320910	100321084	100330181	100330284	404	41	10			148	148	NA	NA	0.804		NA
405	"ENSG00000078319.11"	"PMS2P1"	chr7	-	100325690	100325779	100328835	100329194	100320912	100321084	100330181	100330284	405	0	10			148	148	NA	NA	0.0		NA
406	"ENSG00000078319.11"	"PMS2P1"	chr7	-	100325690	100325779	100330181	100330284	100320912	100321084	100330462	100330549	406	92	8			148	148	NA	NA	0.92		NA
407	"ENSG00000078319.11"	"PMS2P1"	chr7	-	100325690	100325779	100330234	100330284	100320912	100321084	100330462	100330549	407	67	8			124	148	NA	NA	0.909		NA
408	"ENSG00000078319.11"	"PMS2P1"	chr7	-	100325690	100325868	100328835	100329019	100320910	100321084	100330181	100330284	408	41	8			148	148	NA	NA	0.837		NA
410	"ENSG00000078319.11"	"PMS2P1"	chr7	-	100328835	100329019	100330181	100330284	100325659	100325779	100330462	100330549	410	94	6			148	148	NA	NA	0.94		NA
411	"ENSG00000078319.11"	"PMS2P1"	chr7	-	100328835	100329019	100330234	100330284	100325690	100325779	100330462	100330549	411	67	6			124	148	NA	NA	0.93		NA
412	"ENSG00000078319.11"	"PMS2P1"	chr7	-	100328835	100329019	100330462	100330549	100325690	100325779	100332441	100332576	412	19	6			148	148	NA	NA	0.76		NA
413	"ENSG00000078319.11"	"PMS2P1"	chr7	-	100330181	100330284	100330462	100330549	100328835	100329019	100332441	100332581	413	19	41			148	148	NA	NA	0.317		NA
414	"ENSG00000078319.11"	"PMS2P1"	chr7	-	100330462	100330549	100332441	100332581	100330181	100330284	100335837	100335963	414	9	94			148	148	NA	NA	0.087		NA
416	"ENSG00000160917.15"	"CPSF4"	chr7	+	99450275	99450371	99450701	99450795	99448120	99448273	99452367	99452440	416	19	16			148	148	NA	NA	0.543		NA
417	"ENSG00000205581.11"	"HMGN1"	chr21	-	39345829	39345958	39347246	39347292	39345145	39345274	39347378	39347483	417	0	39			120	148	NA	NA	0.0		NA
418	"ENSG00000205581.11"	"HMGN1"	chr21	-	39345829	39345958	39347246	39347292	39345145	39345274	39348291	39348339	418	0	52			120	148	NA	NA	0.0		NA
419	"ENSG00000205581.11"	"HMGN1"	chr21	-	39345829	39345958	39347378	39347478	39345145	39345274	39348291	39348339	419	11	52			148	148	NA	NA	0.175		NA
420	"ENSG00000205581.11"	"HMGN1"	chr21	-	39345829	39345958	39347378	39347483	39345145	39345274	39348291	39348339	420	11	52			148	148	NA	NA	0.175		NA
421	"ENSG00000205581.11"	"HMGN1"	chr21	-	39347246	39347292	39347378	39347478	39345145	39345274	39348291	39348339	421	11	0			148	120	NA	NA	1.0		NA
422	"ENSG00000205581.11"	"HMGN1"	chr21	-	39347246	39347292	39347378	39347483	39345145	39345274	39348291	39348339	422	11	0			148	120	NA	NA	1.0		NA
423	"ENSG00000131051.24"	"RBM39"	chr20	-	35738967	35739017	35740524	35740597	35731940	35732135	35740823	35740887	423	69	89			147	124	NA	NA	0.395		NA
424	"ENSG00000131051.24"	"RBM39"	chr20	-	35739392	35739547	35740524	35740597	35738967	35739017	35740823	35740887	424	81	0			147	148	NA	NA	1.0		NA
425	"ENSG00000142765.18"	"SYTL1"	chr1	+	27350793	27350952	27351257	27351336	27350388	27350485	27351455	27351555	425	83	21			148	148	NA	NA	0.798		NA
