ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
298	"ENSG00000102034.18"	"ELF4"	chrX	-	130081255	130081539	130074580	130074752	130110324	130110497	298	42	18			148	74	NA	NA	0.538		NA
299	"ENSG00000102034.18"	"ELF4"	chrX	-	130081255	130081539	130074580	130074752	130110619	130110716	299	35	6			148	74	NA	NA	0.745		NA
303	"ENSG00000188706.13"	"ZDHHC9"	chrX	-	129814657	129814795	129813676	129813725	129823678	129823837	303	13	3			148	74	NA	NA	0.684		NA
307	"ENSG00000101972.20"	"STAG2"	chrX	+	124021366	124021431	123960518	123960866	124022530	124022671	307	18	1			139	74	NA	NA	0.906		NA
308	"ENSG00000101972.20"	"STAG2"	chrX	+	124021366	124021431	123961705	123961856	124022530	124022671	308	13	0			139	74	NA	NA	1.0		NA
309	"ENSG00000101972.20"	"STAG2"	chrX	+	124021366	124021431	123962093	123962106	124022530	124022671	309	11	0			139	74	NA	NA	1.0		NA
310	"ENSG00000101972.20"	"STAG2"	chrX	+	124026564	124026687	124025839	124025918	124030960	124031125	310	23	20			148	74	NA	NA	0.365		NA
311	"ENSG00000101972.20"	"STAG2"	chrX	+	124051314	124051394	124051120	124051219	124056127	124056235	311	111	0			148	74	NA	NA	1.0		NA
312	"ENSG00000101972.20"	"STAG2"	chrX	+	124090853	124090964	124090574	124090764	124094017	124094144	312	6	63			148	74	NA	NA	0.045		NA
314	"ENSG00000125676.20"	"THOC2"	chrX	-	123625911	123626069	123624540	123624669	123626520	123626636	314	18	2			148	74	NA	NA	0.818		NA
320	"ENSG00000158290.19"	"CUL4B"	chrX	-	120528759	120528821	120526409	120526856	120530101	120530254	320	0	12			136	74	NA	NA	0.0		NA
321	"ENSG00000158290.19"	"CUL4B"	chrX	-	120530101	120530254	120505919	120526856	120532421	120532594	321	31	0			148	74	NA	NA	1.0		NA
322	"ENSG00000158290.19"	"CUL4B"	chrX	-	120532421	120532594	120529975	120530254	120534480	120534586	322	32	0			148	74	NA	NA	1.0		NA
325	"ENSG00000158290.19"	"CUL4B"	chrX	-	120539267	120539372	120538123	120538770	120540369	120540562	325	22	0			148	74	NA	NA	1.0		NA
327	"ENSG00000158290.19"	"CUL4B"	chrX	-	120544480	120544643	120544113	120544203	120545443	120545517	327	27	0			148	74	NA	NA	1.0		NA
331	"ENSG00000005893.16"	"LAMP2"	chrX	-	120439075	120439293	120431247	120431462	120441729	120441894	331	15	0			148	74	NA	NA	1.0		NA
334	"ENSG00000177485.7"	"ZBTB33"	chrX	+	120252668	120252770	120250811	120250977	120253413	120258398	334	9	11			148	74	NA	NA	0.29		NA
336	"ENSG00000233382.8"	"NKAPP1"	chrX	-	120240226	120240355	120221347	120221645	120244763	120245267	336	17	0			148	74	NA	NA	1.0		NA
339	"ENSG00000125351.13"	"UPF3B"	chrX	-	119837756	119838051	119834021	119835027	119838366	119838527	339	19	1			148	74	NA	NA	0.905		NA
342	"ENSG00000077721.16"	"UBE2A"	chrX	+	119576944	119577066	119575374	119575400	119581506	119581596	342	0	12			148	74	NA	NA	0.0		NA
343	"ENSG00000077721.16"	"UBE2A"	chrX	+	119581506	119581596	119575374	119575400	119582587	119582647	343	22	0			148	74	NA	NA	1.0		NA
344	"ENSG00000018610.15"	"STEEP1"	chrX	-	119545462	119545504	119544352	119544491	119560267	119560385	344	43	0			116	74	NA	NA	1.0		NA
347	"ENSG00000101856.10"	"PGRMC1"	chrX	+	119240308	119240464	119236284	119236691	119243150	119244466	347	41	0			148	74	NA	NA	1.0		NA
350	"ENSG00000147251.16"	"DOCK11"	chrX	+	118566004	118566182	118561382	118561517	118566573	118566653	350	42	4			148	74	NA	NA	0.84		NA
352	"ENSG00000147251.16"	"DOCK11"	chrX	+	118675935	118676049	118671022	118671145	118676590	118676737	352	29	2			148	74	NA	NA	0.879		NA
354	"ENSG00000131725.14"	"WDR44"	chrX	+	118378418	118378452	118346072	118346580	118387339	118387414	354	14	0			108	74	NA	NA	1.0		NA
355	"ENSG00000131725.14"	"WDR44"	chrX	+	118387339	118387414	118378418	118378452	118392631	118393215	355	11	0			148	74	NA	NA	1.0		NA
365	"ENSG00000101901.12"	"ALG13"	chrX	+	111686136	111686174	111684964	111685103	111687886	111688128	365	7	4			112	74	NA	NA	0.536		NA
376	"ENSG00000101901.12"	"ALG13"	chrX	+	111730524	111730580	111730394	111730427	111735050	111735122	376	18	0			130	74	NA	NA	1.0		NA
390	"ENSG00000101844.18"	"ATG4A"	chrX	+	108128780	108128852	108126076	108126187	108131259	108131358	390	13	0			146	74	NA	NA	1.0		NA
392	"ENSG00000101843.19"	"PSMD10"	chrX	-	108087952	108088099	108087685	108087852	108088751	108088850	392	41	0			148	74	NA	NA	1.0		NA
393	"ENSG00000101843.19"	"PSMD10"	chrX	-	108088751	108088850	108087952	108088099	108091406	108091538	393	24	0			148	74	NA	NA	1.0		NA
396	"ENSG00000147224.13"	"PRPS1"	chrX	+	107636587	107636679	107628484	107628750	107639294	107639478	396	2	32			148	74	NA	NA	0.03		NA
397	"ENSG00000147224.13"	"PRPS1"	chrX	+	107636993	107637095	107628628	107628750	107639294	107639478	397	0	32			148	74	NA	NA	0.0		NA
398	"ENSG00000147224.13"	"PRPS1"	chrX	+	107639294	107639478	107628427	107628750	107640901	107640911	398	52	0			148	74	NA	NA	1.0		NA
399	"ENSG00000147224.13"	"PRPS1"	chrX	+	107639294	107639478	107628427	107628750	107645176	107645350	399	32	0			148	74	NA	NA	1.0		NA
401	"ENSG00000147224.13"	"PRPS1"	chrX	+	107640901	107641000	107639294	107639478	107642365	107642490	401	27	0			148	74	NA	NA	1.0		NA
402	"ENSG00000147224.13"	"PRPS1"	chrX	+	107640901	107641000	107639294	107639478	107645176	107645569	402	25	0			148	74	NA	NA	1.0		NA
404	"ENSG00000147224.13"	"PRPS1"	chrX	+	107642365	107642490	107639294	107639478	107645176	107645350	404	54	0			148	74	NA	NA	1.0		NA
405	"ENSG00000147224.13"	"PRPS1"	chrX	+	107642365	107642490	107640901	107641000	107645176	107645350	405	61	5			148	74	NA	NA	0.859		NA
406	"ENSG00000147224.13"	"PRPS1"	chrX	+	107643222	107643286	107642365	107642490	107645176	107645350	406	0	54			138	74	NA	NA	0.0		NA
407	"ENSG00000147224.13"	"PRPS1"	chrX	+	107644360	107644428	107642365	107642490	107645176	107645350	407	0	54			142	74	NA	NA	0.0		NA
408	"ENSG00000147224.13"	"PRPS1"	chrX	+	107645176	107645350	107642365	107642490	107647605	107647702	408	108	0			148	74	NA	NA	1.0		NA
409	"ENSG00000147224.13"	"PRPS1"	chrX	+	107646123	107646245	107645176	107645350	107647605	107647765	409	0	54			148	74	NA	NA	0.0		NA
410	"ENSG00000147224.13"	"PRPS1"	chrX	+	107646147	107646245	107645176	107645350	107647605	107647765	410	0	54			148	74	NA	NA	0.0		NA
411	"ENSG00000147224.13"	"PRPS1"	chrX	+	107647961	107648048	107647605	107647765	107649939	107651026	411	0	35			148	74	NA	NA	0.0		NA
419	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678600	103675495	103677051	103685170	103685260	419	49	5			148	74	NA	NA	0.831		NA
420	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678651	103675497	103677051	103685170	103685260	420	57	5			148	74	NA	NA	0.851		NA
421	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103684680	103684729	103678498	103678600	103685170	103685260	421	11	7			123	74	NA	NA	0.486		NA
422	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103684680	103684729	103678498	103678651	103685170	103685260	422	12	15			123	74	NA	NA	0.325		NA
440	"ENSG00000257529.5"	"RPL36A-HNRNPH2"	chrX	+	101395334	101395457	101391754	101391822	101411935	101412165	440	223	0			148	74	NA	NA	1.0		NA
441	"ENSG00000241343.10"	"RPL36A"	chrX	+	101392049	101392095	101391754	101391822	101395334	101395457	441	0	223			120	74	NA	NA	0.0		NA
442	"ENSG00000241343.10"	"RPL36A"	chrX	+	101395334	101395457	101391754	101391822	101395727	101395786	442	317	1			148	74	NA	NA	0.994		NA
443	"ENSG00000126953.8"	"TIMM8A"	chrX	-	101348060	101348401	101345660	101346660	101348532	101348685	443	0	13			148	74	NA	NA	0.0		NA
461	"ENSG00000078596.11"	"ITM2A"	chrX	-	79363422	79363554	79362941	79363139	79366856	79366927	461	67	2			148	74	NA	NA	0.944		NA
462	"ENSG00000078596.11"	"ITM2A"	chrX	-	79363422	79363554	79362941	79363139	79367104	79367334	462	137	19			148	74	NA	NA	0.783		NA
464	"ENSG00000131174.7"	"COX7B"	chrX	+	77901743	77901867	77899439	77899593	77902642	77902767	464	0	13			148	74	NA	NA	0.0		NA
466	"ENSG00000102158.22"	"MAGT1"	chrX	-	77855500	77855590	77852811	77853964	77856732	77856873	466	41	3			148	74	NA	NA	0.872		NA
468	"ENSG00000102158.22"	"MAGT1"	chrX	-	77883932	77884028	77875427	77875597	77895308	77895431	468	7	24			148	74	NA	NA	0.127		NA
473	"ENSG00000102390.11"	"PBDC1"	chrX	+	76176880	76176992	76175472	76175613	76177615	76178314	473	31	2			148	74	NA	NA	0.886		NA
474	"ENSG00000225470.8"	"JPX"	chrX	+	73944583	73944662	73944183	73944465	73994839	73994961	474	23	0			148	74	NA	NA	1.0		NA
475	"ENSG00000225470.8"	"JPX"	chrX	+	73944583	73944662	73944183	73944465	73998767	73998844	475	23	0			148	74	NA	NA	1.0		NA
477	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73944326	73944662	73962730	73962801	477	48	0			148	74	NA	NA	1.0		NA
478	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73944326	73944662	73962734	73962801	478	48	0			148	74	NA	NA	1.0		NA
479	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73944326	73944662	73994839	73994961	479	48	0			148	74	NA	NA	1.0		NA
480	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73944326	73944662	73998767	73998844	480	48	0			148	74	NA	NA	1.0		NA
481	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73944326	73944662	73999354	74000496	481	48	0			148	74	NA	NA	1.0		NA
482	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73944326	73944662	74004269	74004542	482	48	0			148	74	NA	NA	1.0		NA
542	"ENSG00000230590.12"	"FTX"	chrX	-	74284742	74284944	74281701	74281848	74292168	74292359	542	1	12			148	74	NA	NA	0.04		NA
543	"ENSG00000230590.12"	"FTX"	chrX	-	74284742	74284944	74281701	74281848	74292426	74292594	543	1	15			148	74	NA	NA	0.032		NA
548	"ENSG00000230590.12"	"FTX"	chrX	-	74285914	74286170	74281701	74281848	74292168	74292349	548	0	12			148	74	NA	NA	0.0		NA
570	"ENSG00000147099.21"	"HDAC8"	chrX	-	72495155	72495268	72464558	72464731	72567888	72568030	570	11	0			148	74	NA	NA	1.0		NA
572	"ENSG00000147099.21"	"HDAC8"	chrX	-	72495155	72495268	72473415	72474729	72567888	72568030	572	11	0			148	74	NA	NA	1.0		NA
573	"ENSG00000147099.21"	"HDAC8"	chrX	-	72495155	72495268	72490928	72491006	72567888	72568030	573	11	2			148	74	NA	NA	0.733		NA
576	"ENSG00000147099.21"	"HDAC8"	chrX	-	72567888	72568030	72495155	72495268	72568753	72568791	576	15	0			148	74	NA	NA	1.0		NA
577	"ENSG00000147099.21"	"HDAC8"	chrX	-	72567888	72568030	72495155	72495268	72572056	72572095	577	11	0			148	74	NA	NA	1.0		NA
584	"ENSG00000147162.14"	"OGT"	chrX	+	71536177	71536358	71533103	71533336	71537828	71538072	584	78	4			148	74	NA	NA	0.907		NA
585	"ENSG00000147162.14"	"OGT"	chrX	+	71536207	71536358	71533103	71533336	71537828	71538072	585	42	4			148	74	NA	NA	0.84		NA
586	"ENSG00000147162.14"	"OGT"	chrX	+	71555189	71555385	71554512	71554592	71555953	71556094	586	108	8			148	74	NA	NA	0.871		NA
587	"ENSG00000147162.14"	"OGT"	chrX	+	71556951	71557105	71556679	71556780	71557194	71557296	587	37	5			148	74	NA	NA	0.787		NA
588	"ENSG00000147162.14"	"OGT"	chrX	+	71557194	71557296	71556679	71556780	71557492	71557672	588	44	7			148	74	NA	NA	0.759		NA
589	"ENSG00000147162.14"	"OGT"	chrX	+	71564600	71564753	71563328	71563499	71567499	71567752	589	80	1			148	74	NA	NA	0.976		NA
590	"ENSG00000147133.17"	"TAF1"	chrX	+	71388236	71388378	71387260	71387461	71388737	71388868	590	45	9			148	74	NA	NA	0.714		NA
591	"ENSG00000147133.17"	"TAF1"	chrX	+	71388737	71388868	71388236	71388378	71389584	71389665	591	118	2			148	74	NA	NA	0.967		NA
592	"ENSG00000147133.17"	"TAF1"	chrX	+	71423116	71423239	71421308	71421376	71423973	71424066	592	21	1			148	74	NA	NA	0.913		NA
593	"ENSG00000147133.17"	"TAF1"	chrX	+	71423116	71423264	71421308	71421376	71423973	71424066	593	19	1			148	74	NA	NA	0.905		NA
606	"ENSG00000196338.15"	"NLGN3"	chrX	+	71155213	71155363	71147549	71148206	71164142	71164328	606	16	0			148	74	NA	NA	1.0		NA
608	"ENSG00000184634.17"	"MED12"	chrX	+	71120013	71120170	71119685	71119877	71120970	71121152	608	22	7			148	74	NA	NA	0.611		NA
609	"ENSG00000184634.17"	"MED12"	chrX	+	71124763	71124844	71123593	71124388	71124975	71125146	609	76	9			148	74	NA	NA	0.809		NA
610	"ENSG00000184634.17"	"MED12"	chrX	+	71125662	71125713	71125350	71125495	71126035	71126154	610	29	0			125	74	NA	NA	1.0		NA
611	"ENSG00000184634.17"	"MED12"	chrX	+	71131549	71131621	71129679	71130214	71132072	71132206	611	43	0			146	74	NA	NA	1.0		NA
612	"ENSG00000184634.17"	"MED12"	chrX	+	71132844	71132956	71131289	71132538	71133122	71133212	612	11	0			148	74	NA	NA	1.0		NA
613	"ENSG00000184634.17"	"MED12"	chrX	+	71134356	71134466	71133122	71133212	71134712	71134848	613	24	0			148	74	NA	NA	1.0		NA
614	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137383	71136878	71137029	71137557	71137635	614	11	0			148	74	NA	NA	1.0		NA
615	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137392	71136878	71137029	71137557	71137635	615	15	0			148	74	NA	NA	1.0		NA
616	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137392	71136878	71137029	71137855	71137943	616	9	2			148	74	NA	NA	0.692		NA
619	"ENSG00000147168.13"	"IL2RG"	chrX	-	71108598	71108695	71108276	71108346	71109227	71109390	619	143	67			148	74	NA	NA	0.516		NA
620	"ENSG00000147168.13"	"IL2RG"	chrX	-	71110155	71110295	71109227	71109390	71110503	71110688	620	106	64			148	74	NA	NA	0.453		NA
621	"ENSG00000204165.6"	"CXorf65"	chrX	-	71104768	71104837	71104297	71104404	71105999	71106137	621	39	11			143	74	NA	NA	0.647		NA
622	"ENSG00000147164.12"	"SNX12"	chrX	-	71061842	71061967	71059246	71061118	71062853	71062931	622	63	0			148	74	NA	NA	1.0		NA
636	"ENSG00000001497.18"	"LAS1L"	chrX	-	65520701	65520817	65517986	65518465	65523559	65523707	636	0	45			148	74	NA	NA	0.0		NA
638	"ENSG00000001497.18"	"LAS1L"	chrX	-	65524563	65524614	65524055	65524262	65524964	65525050	638	8	2			125	74	NA	NA	0.703		NA
639	"ENSG00000001497.18"	"LAS1L"	chrX	-	65527275	65527368	65524964	65525050	65528259	65528369	639	0	15			148	74	NA	NA	0.0		NA
640	"ENSG00000001497.18"	"LAS1L"	chrX	-	65528259	65528369	65524763	65525050	65529211	65529258	640	21	8			148	74	NA	NA	0.568		NA
641	"ENSG00000001497.18"	"LAS1L"	chrX	-	65528259	65529258	65524964	65525050	65529593	65529878	641	37	0			148	74	NA	NA	1.0		NA
642	"ENSG00000001497.18"	"LAS1L"	chrX	-	65529211	65529258	65524964	65525050	65529593	65529878	642	27	0			121	74	NA	NA	1.0		NA
643	"ENSG00000001497.18"	"LAS1L"	chrX	-	65532560	65532630	65531356	65531438	65533609	65533735	643	42	0			144	74	NA	NA	1.0		NA
644	"ENSG00000001497.18"	"LAS1L"	chrX	-	65533609	65533735	65532560	65532630	65534479	65534572	644	26	3			148	74	NA	NA	0.813		NA
650	"ENSG00000131089.17"	"ARHGEF9"	chrX	-	63715987	63716119	63706257	63706449	63724531	63724711	650	0	21			148	74	NA	NA	0.0		NA
652	"ENSG00000131089.17"	"ARHGEF9"	chrX	-	63722761	63722897	63706257	63706449	63724531	63724711	652	0	21			148	74	NA	NA	0.0		NA
653	"ENSG00000131089.17"	"ARHGEF9"	chrX	-	63724531	63724711	63706257	63706449	63754314	63754340	653	21	0			148	74	NA	NA	1.0		NA
654	"ENSG00000131089.17"	"ARHGEF9"	chrX	-	63724531	63724711	63706257	63706449	63755833	63755910	654	21	0			148	74	NA	NA	1.0		NA
655	"ENSG00000131089.17"	"ARHGEF9"	chrX	-	63724531	63724711	63706257	63706449	63785115	63785214	655	21	0			148	74	NA	NA	1.0		NA
678	"ENSG00000235437.9"	"LINC01278"	chrX	-	63432363	63432491	63396557	63399903	63560831	63561052	678	11	0			148	74	NA	NA	1.0		NA
687	"ENSG00000165591.7"	"FAAH2"	chrX	+	57292497	57292580	57286705	57287017	57310592	57310729	687	14	5			148	74	NA	NA	0.583		NA
694	"ENSG00000204272.13"	"NBDY"	chrX	+	56732062	56732199	56729240	56729589	56817319	56817376	694	14	0			148	74	NA	NA	1.0		NA
695	"ENSG00000204272.13"	"NBDY"	chrX	+	56811019	56811179	56732062	56732199	56817319	56817569	695	0	12			148	74	NA	NA	0.0		NA
699	"ENSG00000158578.21"	"ALAS2"	chrX	-	55013485	55013648	55009054	55009343	55014746	55015015	699	35	0			148	74	NA	NA	1.0		NA
700	"ENSG00000158578.21"	"ALAS2"	chrX	-	55021051	55021274	55020319	55020504	55024717	55024840	700	16	0			148	74	NA	NA	1.0		NA
701	"ENSG00000158578.21"	"ALAS2"	chrX	-	55023756	55023867	55021051	55021274	55024717	55024840	701	8	2			148	74	NA	NA	0.667		NA
702	"ENSG00000158578.21"	"ALAS2"	chrX	-	55025819	55026015	55024717	55024840	55030941	55030976	702	11	0			148	74	NA	NA	1.0		NA
714	"ENSG00000130119.17"	"GNL3L"	chrX	+	54541272	54541389	54540134	54540242	54542954	54543038	714	89	0			148	74	NA	NA	1.0		NA
715	"ENSG00000130119.17"	"GNL3L"	chrX	+	54544005	54544120	54543206	54543342	54544222	54544322	715	0	64			148	74	NA	NA	0.0		NA
716	"ENSG00000130119.17"	"GNL3L"	chrX	+	54544222	54544326	54543145	54543342	54548228	54548373	716	143	16			148	74	NA	NA	0.817		NA
717	"ENSG00000130119.17"	"GNL3L"	chrX	+	54550365	54550616	54548228	54548373	54550962	54551050	717	0	26			148	74	NA	NA	0.0		NA
718	"ENSG00000130119.17"	"GNL3L"	chrX	+	54551831	54551974	54551567	54551742	54552291	54552428	718	39	2			148	74	NA	NA	0.907		NA
721	"ENSG00000172943.21"	"PHF8"	chrX	-	53993600	53993903	53992735	53992839	53995692	53995782	721	53	43			148	74	NA	NA	0.381		NA
722	"ENSG00000172943.21"	"PHF8"	chrX	-	53995130	53995205	53992793	53992839	53995692	53995782	722	0	43			148	74	NA	NA	0.0		NA
723	"ENSG00000172943.21"	"PHF8"	chrX	-	53998154	53998286	53995692	53995782	53999869	53999961	723	0	52			148	74	NA	NA	0.0		NA
724	"ENSG00000072501.19"	"SMC1A"	chrX	-	53381017	53381087	53380619	53380730	53382231	53382383	724	61	3			144	74	NA	NA	0.913		NA
725	"ENSG00000072501.19"	"SMC1A"	chrX	-	53382505	53382660	53382231	53382383	53383096	53383253	725	78	3			148	74	NA	NA	0.929		NA
