244,"ENSG00000132676.16","DAP3",chr1,+,155717005,155717128,155721516,155721618,155709772,155709824,155725381,155725490,111,84,43,16,127,45,121,45,104,124
249,"ENSG00000132676.16","DAP3",chr1,+,155731943,155732033,155736945,155737063,155731355,155731415,155738156,155738529,164,119,49,108,190,75,127,85,150,203
257,"ENSG00000197312.12","DDI2",chr1,+,15633797,15633879,15638306,15638434,15633438,15633565,15643521,15643650,1,0,1,0,0,1,0,0,0,1
258,"ENSG00000197312.12","DDI2",chr1,+,15638306,15638434,15643521,15643650,15633438,15633565,15649719,15649823,41,33,0,0,0,0,42,0,0,0
259,"ENSG00000197312.12","DDI2",chr1,+,15643521,15643650,15649719,15649823,15638306,15638434,15651705,15651895,0,0,0,0,0,0,65,0,0,0
272,"ENSG00000116786.13","PLEKHM2",chr1,+,15719733,15719920,15721328,15721388,15718537,15718625,15725316,15725545,0,0,0,0,0,0,0,318,0,0
304,"ENSG00000158864.13","NDUFS2",chr1,+,161209856,161209931,161210110,161210188,161209482,161209595,161210303,161210389,143,147,94,130,121,49,159,85,182,213
315,"ENSG00000132185.18","FCRLA",chr1,+,161710759,161710912,161711933,161712218,161706971,161707343,161713084,161714351,0,0,0,0,0,3,0,0,0,0
331,"ENSG00000143198.13","MGST3",chr1,+,165651013,165651087,165651977,165652035,165649754,165649964,165654278,165654351,0,18,0,0,0,0,0,0,0,0
332,"ENSG00000143198.13","MGST3",chr1,+,165651977,165652035,165654278,165654351,165651013,165651087,165655367,165655617,0,0,0,0,0,0,36,0,0,0
334,"ENSG00000143190.23","POU2F1",chr1,+,167371916,167372036,167374107,167374296,167370160,167370214,167376028,167376155,0,34,26,0,34,20,45,38,34,0
335,"ENSG00000143190.23","POU2F1",chr1,+,167374107,167374296,167376028,167376155,167371916,167372036,167383856,167383951,25,0,0,0,0,0,0,0,0,0
343,"ENSG00000213064.10","SFT2D2",chr1,+,168231833,168231919,168235100,168235182,168231513,168231600,168236588,168236624,128,71,78,13,170,81,200,75,107,132
355,"ENSG00000117523.18","PRRC2C",chr1,+,171545478,171545687,171550085,171550240,171539970,171542229,171557239,171558143,268,0,138,0,347,0,0,0,229,0
356,"ENSG00000117523.18","PRRC2C",chr1,+,171545478,171545687,171557239,171558143,171539970,171542229,171561017,171561103,0,231,0,0,349,0,383,0,0,0
357,"ENSG00000117523.18","PRRC2C",chr1,+,171550085,171550240,171557239,171558143,171545478,171545687,171561017,171561103,435,0,0,0,0,0,594,0,0,0
359,"ENSG00000117523.18","PRRC2C",chr1,+,171566591,171566843,171568246,171568339,171566232,171566421,171571319,171571421,0,0,112,0,496,0,469,388,359,361
360,"ENSG00000117523.18","PRRC2C",chr1,+,171568246,171568339,171571319,171571421,171566591,171566843,171574926,171575128,364,425,126,51,599,340,606,458,433,371
366,"ENSG00000094975.14","SUCO",chr1,+,172555868,172556023,172557279,172557417,172551511,172551626,172557643,172557794,0,0,0,0,21,0,0,0,0,0
367,"ENSG00000094975.14","SUCO",chr1,+,172555868,172556023,172557279,172557417,172553259,172553370,172557643,172557794,0,62,0,0,0,0,0,0,0,0
383,"ENSG00000116191.19","RALGPS2",chr1,+,178784417,178784522,178785556,178785607,178776681,178776821,178808044,178808128,0,0,0,0,0,0,31,0,0,0
389,"ENSG00000057252.13","SOAT1",chr1,+,179343589,179343635,179347599,179347697,179342861,179342943,179348843,179348942,0,0,0,0,0,0,0,0,41,0
391,"ENSG00000143337.19","TOR1AIP1",chr1,+,179900125,179900167,179901301,179901388,179889312,179889369,179903965,179904022,67,26,34,0,76,31,87,43,44,49
395,"ENSG00000135837.16","CEP350",chr1,+,180033861,180034082,180036925,180037089,180031319,180031494,180041137,180041248,0,0,0,0,122,0,0,0,0,0
402,"ENSG00000143324.14","XPR1",chr1,+,180834873,180835045,180836521,180836716,180825164,180825344,180863707,180863874,26,0,24,0,40,0,0,0,0,0
406,"ENSG00000135838.14","NPL",chr1,+,182818540,182818689,182818812,182818859,182816713,182816806,182825780,182825820,52,0,0,0,14,0,43,21,0,47
435,"ENSG00000150681.10","RGS18",chr1,+,192159219,192159321,192160377,192160439,192158461,192158756,192181291,192181458,0,0,0,0,143,0,0,0,0,0
443,"ENSG00000081237.20","PTPRC",chr1,+,198696711,198696909,198702386,198702530,198692346,198692373,198703297,198703372,0,0,183,0,0,0,255,0,0,0
453,"ENSG00000198700.10","IPO9",chr1,+,201874831,201874936,201875151,201875228,201874249,201874372,201875943,201884291,0,48,0,0,0,0,29,32,32,37
454,"ENSG00000134375.11","TIMM17A",chr1,+,201963615,201963744,201965432,201965543,201957510,201957574,201969468,201970664,0,0,0,0,0,0,0,0,0,89
493,"ENSG00000123836.15","PFKFB2",chr1,+,207062546,207062716,207063142,207063209,207061952,207062078,207063346,207063421,0,0,0,0,5,0,0,0,0,0
494,"ENSG00000123836.15","PFKFB2",chr1,+,207062619,207062716,207063142,207063209,207061952,207062078,207063346,207063421,0,0,0,0,11,0,0,0,0,0
522,"ENSG00000117625.14","RCOR3",chr1,+,211295675,211295753,211304082,211304140,211289331,211289396,211312354,211312487,0,0,0,0,104,0,0,0,0,0
537,"ENSG00000136643.12","RPS6KC1",chr1,+,213077695,213077816,213104453,213104569,213071005,213071041,213117316,213117410,0,0,0,0,0,0,55,0,0,0
538,"ENSG00000136643.12","RPS6KC1",chr1,+,213104453,213104569,213117316,213117410,213077695,213077816,213129526,213129889,0,0,0,0,0,0,32,0,0,0
539,"ENSG00000136643.12","RPS6KC1",chr1,+,213117316,213117410,213129526,213129889,213104453,213104569,213167857,213167973,52,0,0,0,36,0,0,0,0,48
540,"ENSG00000136643.12","RPS6KC1",chr1,+,213129526,213129889,213167857,213167973,213117316,213117410,213176399,213176492,26,0,0,0,0,0,0,0,0,0
541,"ENSG00000136643.12","RPS6KC1",chr1,+,213167857,213167973,213176399,213176492,213129526,213129889,213230496,213230544,43,0,0,0,0,0,0,0,0,0
543,"ENSG00000067606.17","PRKCZ",chr1,+,2144209,2144341,2146026,2146108,2135261,2135347,2148871,2148924,9,0,0,0,0,0,5,0,0,0
548,"ENSG00000070831.17","CDC42",chr1,+,22078705,22078881,22081721,22081794,22078428,22078583,22086438,22086548,0,19,43,0,54,34,114,0,37,0
557,"ENSG00000185842.16","DNAH14",chr1,+,225043885,225043983,225051450,225051795,225043743,225043789,225079206,225079548,0,0,0,0,0,0,0,0,0,6
559,"ENSG00000185842.16","DNAH14",chr1,+,225123526,225123614,225140730,225141021,225119219,225119294,225144396,225144628,0,14,0,0,0,0,0,0,0,11
569,"ENSG00000154358.23","OBSCN",chr1,+,228350840,228350943,228351320,228351450,228349889,228350057,228352950,228353062,0,22,0,0,0,0,0,0,0,0
577,"ENSG00000135775.14","COG2",chr1,+,230688070,230688143,230688419,230688562,230686934,230687132,230690013,230690153,0,0,0,0,0,0,0,0,0,46
586,"ENSG00000270106.6","TSNAX-DISC1",chr1,+,231542480,231542611,231561127,231561255,231537212,231537327,231616643,231616906,0,0,0,0,0,0,0,0,0,82
587,"ENSG00000270106.6","TSNAX-DISC1",chr1,+,231561127,231561255,231616643,231616906,231542480,231542611,231693825,231694805,73,101,11,11,82,31,55,74,61,69
606,"ENSG00000116984.15","MTR",chr1,+,236803427,236803642,236806143,236806233,236795291,236795737,236808703,236808773,0,48,16,0,56,31,33,44,27,45
607,"ENSG00000116984.15","MTR",chr1,+,236803427,236803642,236806143,236806233,236795291,236795737,236812737,236812844,0,0,0,0,0,37,42,50,0,47
610,"ENSG00000116984.15","MTR",chr1,+,236806143,236806233,236808703,236808773,236803427,236803642,236810502,236810595,0,21,7,0,23,12,12,11,11,29
611,"ENSG00000116984.15","MTR",chr1,+,236806143,236806233,236810502,236810595,236795291,236795737,236812737,236812844,0,0,0,0,0,0,1,0,0,0
612,"ENSG00000116984.15","MTR",chr1,+,236806143,236806233,236810502,236810595,236803427,236803642,236812737,236812844,0,0,0,0,0,0,13,12,0,0
613,"ENSG00000116984.15","MTR",chr1,+,236808703,236808773,236810502,236810595,236806143,236806233,236812737,236812844,0,0,0,0,18,0,0,0,0,0
616,"ENSG00000116984.15","MTR",chr1,+,236850343,236850523,236852520,236852637,236838413,236838599,236852947,236853088,95,155,28,42,123,76,78,96,89,132
619,"ENSG00000142676.14","RPL11",chr1,+,23694659,23694791,23695797,23695908,23693806,23693913,23696343,23696417,0,1090,0,0,0,0,0,0,0,0
640,"ENSG00000162430.18","SELENON",chr1,+,25802015,25802117,25805141,25805275,25801042,25801160,25808579,25808789,0,0,2,0,0,0,0,0,0,0
641,"ENSG00000117640.18","MTFR1L",chr1,+,25823237,25823323,25823345,25823439,25823018,25823128,25823643,25823748,9,0,0,0,17,0,0,0,0,0
643,"ENSG00000130695.16","CEP85",chr1,+,26244165,26244318,26255170,26255865,26239761,26239838,26257596,26257730,0,0,0,0,0,0,0,0,40,38
649,"ENSG00000117676.14","RPS6KA1",chr1,+,26547188,26547270,26551396,26551477,26536924,26536969,26551643,26551723,3,0,2,0,0,1,0,0,0,0
650,"ENSG00000117676.14","RPS6KA1",chr1,+,26555536,26555625,26556653,26556718,26555150,26555221,26556997,26557100,0,0,0,0,0,0,0,49,0,0
657,"ENSG00000142765.18","SYTL1",chr1,+,27350793,27350952,27351257,27351336,27350388,27350485,27351455,27351555,116,41,19,83,188,89,53,46,35,72
674,"ENSG00000162419.13","GMEB1",chr1,+,28696926,28697084,28702437,28702569,28692941,28693045,28704191,28704329,0,0,29,0,0,0,0,55,64,0
675,"ENSG00000162419.13","GMEB1",chr1,+,28702437,28702569,28704191,28704329,28696926,28697084,28710519,28710642,0,0,0,0,0,0,72,29,0,0
697,"ENSG00000121766.16","ZCCHC17",chr1,+,31310043,31310164,31318166,31318236,31296981,31297075,31319108,31319166,0,0,0,0,0,0,32,0,0,0
698,"ENSG00000121766.16","ZCCHC17",chr1,+,31310043,31310164,31319108,31319166,31296981,31297075,31337174,31337275,0,0,0,0,0,0,26,0,35,0
699,"ENSG00000121766.16","ZCCHC17",chr1,+,31310043,31310164,31319108,31319166,31296981,31297075,31338956,31339048,0,0,0,0,0,0,0,0,35,0
700,"ENSG00000121766.16","ZCCHC17",chr1,+,31319108,31319166,31337174,31337275,31310043,31310164,31338956,31339048,0,0,0,0,0,0,7,0,15,0
702,"ENSG00000121774.18","KHDRBS1",chr1,+,32036909,32037043,32037834,32038036,32033187,32033334,32038551,32038619,524,436,0,0,375,0,781,284,711,708
703,"ENSG00000121774.18","KHDRBS1",chr1,+,32036909,32037043,32037834,32038119,32033187,32033334,32038551,32038619,524,436,0,0,375,0,781,284,711,708
704,"ENSG00000121774.18","KHDRBS1",chr1,+,32036909,32037043,32038551,32038619,32033187,32033334,32039514,32039573,513,0,0,0,0,0,749,264,698,0
705,"ENSG00000121774.18","KHDRBS1",chr1,+,32036909,32037043,32039514,32039573,32033187,32033334,32042526,32042624,0,0,0,0,0,0,747,0,698,0
706,"ENSG00000121774.18","KHDRBS1",chr1,+,32037834,32038036,32038551,32038619,32036909,32037043,32039514,32039573,0,0,0,0,0,135,0,164,0,0
707,"ENSG00000121774.18","KHDRBS1",chr1,+,32037834,32038119,32038551,32038619,32036909,32037043,32039514,32039573,379,0,0,0,0,0,0,0,0,0
713,"ENSG00000025800.14","KPNA6",chr1,+,32167168,32167296,32169881,32170060,32166104,32166230,32170706,32173173,155,0,0,0,143,0,308,128,0,0
715,"ENSG00000084623.12","EIF3I",chr1,+,32226170,32226283,32226402,32226530,32224409,32224475,32228498,32228609,254,219,214,104,271,117,491,135,354,387
716,"ENSG00000084623.12","EIF3I",chr1,+,32226170,32226320,32226402,32226530,32224409,32224475,32228498,32228609,257,207,195,80,269,117,463,128,338,382
718,"ENSG00000182866.17","LCK",chr1,+,32274324,32274434,32274736,32274818,32251264,32251371,32274992,32275083,0,0,0,0,152,0,0,0,0,0
722,"ENSG00000146463.12","ZMYM4",chr1,+,35370028,35370113,35370371,35370627,35361618,35361789,35381258,35381433,0,62,0,0,0,43,0,34,57,0
743,"ENSG00000214193.11","SH3D21",chr1,+,36319070,36319164,36319674,36320798,36309547,36309590,36320914,36320978,0,0,0,0,0,0,22,0,0,0
755,"ENSG00000127603.32","MACF1",chr1,+,39381952,39382152,39385433,39385929,39380243,39380373,39387186,39388658,0,0,79,0,0,0,0,0,0,0
783,"ENSG00000066136.21","NFYC",chr1,+,40749572,40749686,40753150,40753246,40747533,40747605,40758120,40758294,61,55,16,6,73,28,43,35,69,96
787,"ENSG00000171793.16","CTPS1",chr1,+,40991764,40991845,40995916,40996068,40991164,40991248,40997393,40997526,0,0,0,0,0,0,73,0,0,108
789,"ENSG00000065978.19","YBX1",chr1,+,42696198,42696288,42696641,42696944,42693489,42693523,42697179,42697262,1234,871,987,0,1350,428,2433,618,1877,1377
829,"ENSG00000132773.12","TOE1",chr1,+,45341948,45342107,45342383,45342643,45341472,45341569,45342842,45343002,0,0,0,0,0,36,0,0,0,0
843,"ENSG00000117481.11","NSUN4",chr1,+,46346920,46347075,46352867,46353028,46344800,46344962,46360703,46360828,0,0,0,0,5,0,0,0,0,8
844,"ENSG00000117481.11","NSUN4",chr1,+,46346920,46347075,46352867,46353028,46344800,46345144,46360703,46360828,43,41,20,0,28,9,37,19,37,45
850,"ENSG00000117859.19","OSBPL9",chr1,+,51776832,51776918,51781163,51781335,51772604,51772723,51782558,51782643,0,0,0,0,66,0,0,60,0,0
851,"ENSG00000117859.19","OSBPL9",chr1,+,51781163,51781335,51782558,51782643,51776832,51776918,51783914,51784025,0,0,0,0,76,0,0,74,0,0
859,"ENSG00000116171.19","SCP2",chr1,+,53027968,53028071,53038916,53039046,53014965,53015043,53047857,53047937,129,64,62,46,142,55,141,68,128,89
881,"ENSG00000158966.16","CACHD1",chr1,+,64613487,64613518,64629354,64629481,64602805,64602912,64632598,64632743,1,0,0,0,0,0,0,0,0,0
882,"ENSG00000158966.16","CACHD1",chr1,+,64632598,64632743,64634043,64634260,64629354,64629481,64641819,64641969,0,0,0,0,0,10,0,0,0,0
887,"ENSG00000184588.18","PDE4B",chr1,+,66355526,66355620,66361614,66361793,66332003,66332620,66363167,66363266,112,43,0,0,146,71,60,229,0,0
889,"ENSG00000118473.23","SGIP1",chr1,+,66634079,66634163,66635943,66636015,66633069,66633094,66639776,66639833,0,0,0,0,0,0,0,0,0,0
894,"ENSG00000198160.15","MIER1",chr1,+,66963087,66963160,66970807,66970959,66959678,66959743,66971654,66971736,0,0,0,0,0,85,0,0,0,0
897,"ENSG00000033122.21","LRRC7",chr1,+,70038112,70039793,70043953,70044094,70036443,70036624,70053025,70053145,35,0,0,0,0,0,0,0,0,0
907,"ENSG00000117054.15","ACADM",chr1,+,75728400,75728488,75732643,75732745,75724708,75724817,75732852,75732922,43,16,8,0,5,0,19,10,28,37
917,"ENSG00000154027.19","AK5",chr1,+,77518563,77518727,77521826,77521943,77486307,77486352,77535846,77535885,0,0,0,0,61,12,0,0,0,0
922,"ENSG00000137965.11","IFI44",chr1,+,78654242,78654279,78655013,78655209,78650185,78650652,78655361,78655511,0,0,0,0,0,74,0,0,0,0
927,"ENSG00000117133.11","RPF1",chr1,+,84495881,84496063,84496243,84496370,84495372,84495455,84497428,84498352,0,0,0,0,0,0,0,113,0,127
932,"ENSG00000065243.20","PKN2",chr1,+,88805496,88805671,88805890,88806017,88804845,88804921,88807312,88807443,0,0,0,0,84,0,103,0,0,0
935,"ENSG00000065243.20","PKN2",chr1,+,88824309,88824386,88828480,88828623,88821940,88822003,88832743,88832851,0,0,0,0,0,0,122,0,0,0
936,"ENSG00000065243.20","PKN2",chr1,+,88828480,88828623,88832743,88832851,88824309,88824386,88833076,88833157,0,0,0,0,60,0,81,0,0,0
937,"ENSG00000197147.15","LRRC8B",chr1,+,89526961,89526986,89549914,89549971,89524853,89525022,89558710,89559036,0,0,0,0,0,0,2,0,0,0
939,"ENSG00000162664.17","ZNF326",chr1,+,90007344,90007750,90010087,90010286,90005132,90005244,90013125,90013237,0,0,0,0,0,0,0,13,0,0
940,"ENSG00000162664.17","ZNF326",chr1,+,90007611,90007750,90010087,90010286,90005132,90005244,90013125,90013237,0,0,0,0,0,0,0,1,0,0
943,"ENSG00000122484.9","RPAP2",chr1,+,92345845,92345914,92380723,92380873,92336346,92336427,92387010,92387233,31,0,0,0,0,0,0,0,0,0
945,"ENSG00000122406.14","RPL5",chr1,+,92834778,92834913,92836189,92836392,92833544,92833660,92837455,92837469,3505,3544,0,0,5112,0,0,0,4843,6080
977,"ENSG00000162639.16","HENMT1",chr1,-,108654715,108654850,108655585,108655698,108651029,108651209,108657450,108657579,0,40,0,0,0,0,0,19,0,54
986,"ENSG00000085433.17","WDR47",chr1,-,108981732,108981864,108982608,108982779,108974535,108974754,108983281,108983451,0,0,19,0,0,6,24,0,0,0
994,"ENSG00000156171.15","DRAM2",chr1,-,111122615,111122643,111124741,111124881,111120515,111120693,111126226,111126294,32,18,11,0,67,21,42,27,36,28
1021,"ENSG00000134242.16","PTPN22",chr1,-,113834909,113834993,113837589,113838407,113834308,113834439,113838543,113838620,0,0,0,0,0,0,0,89,146,0
1022,"ENSG00000134242.16","PTPN22",chr1,-,113838543,113838620,113848539,113848626,113837589,113838407,113852026,113852104,0,0,0,0,0,0,0,0,0,53
1023,"ENSG00000134242.16","PTPN22",chr1,-,113848539,113848626,113852026,113852104,113838543,113838620,113854470,113854537,110,147,0,0,0,105,0,0,0,83
1024,"ENSG00000134242.16","PTPN22",chr1,-,113848539,113848626,113854470,113854537,113838543,113838620,113854906,113855049,0,0,0,0,0,139,0,83,0,0
1030,"ENSG00000134262.13","AP4B1",chr1,-,113895756,113896038,113896257,113896465,113894193,113895492,113897839,113897943,17,0,0,0,33,17,16,0,12,33
1031,"ENSG00000134262.13","AP4B1",chr1,-,113895756,113896038,113897839,113897943,113894193,113895492,113898717,113898801,26,0,0,0,0,0,0,0,0,0
1033,"ENSG00000134262.13","AP4B1",chr1,-,113896257,113896465,113897839,113897943,113895756,113896038,113898717,113898801,0,0,0,0,51,48,0,54,0,50
1034,"ENSG00000134262.13","AP4B1",chr1,-,113897839,113897943,113898717,113898801,113895055,113896465,113899903,113900245,0,0,0,0,52,0,0,40,0,56
1035,"ENSG00000134262.13","AP4B1",chr1,-,113898717,113898801,113899903,113900400,113897839,113897943,113901235,113901383,0,0,0,0,0,0,0,50,0,49
1043,"ENSG00000116752.6","BCAS2",chr1,-,114570699,114570750,114575589,114575751,114569991,114570072,114576687,114576758,0,0,0,0,0,0,0,0,52,0
1045,"ENSG00000116752.6","BCAS2",chr1,-,114575589,114575751,114576687,114576758,114570699,114570750,114581298,114581391,0,0,40,11,0,43,81,0,73,51
1047,"ENSG00000175984.15","DENND2C",chr1,-,114621894,114622065,114622986,114623099,114618385,114618482,114623506,114623643,0,0,0,0,0,0,16,0,0,0
1051,"ENSG00000009307.17","CSDE1",chr1,-,114719578,114720717,114723882,114724002,114718612,114718745,114725220,114725333,0,0,0,0,0,0,2085,0,0,0
1052,"ENSG00000009307.17","CSDE1",chr1,-,114719578,114720717,114725220,114725333,114718612,114718745,114726210,114726386,0,0,0,0,0,605,0,0,0,0
1053,"ENSG00000009307.17","CSDE1",chr1,-,114720538,114720717,114723882,114724002,114718612,114718745,114725220,114725333,0,0,0,0,0,0,2085,0,0,0
1054,"ENSG00000009307.17","CSDE1",chr1,-,114720538,114720717,114723882,114724002,114718612,114719742,114725220,114725333,0,0,0,0,1357,0,0,0,0,0
1055,"ENSG00000009307.17","CSDE1",chr1,-,114720538,114720717,114725220,114725333,114718612,114718745,114726210,114726386,0,0,0,0,0,605,0,0,0,0
1056,"ENSG00000009307.17","CSDE1",chr1,-,114723882,114724002,114725220,114725333,114719578,114720717,114726210,114726386,1077,862,0,167,1292,612,1879,857,1266,0
1057,"ENSG00000009307.17","CSDE1",chr1,-,114725220,114725333,114726210,114726386,114720538,114720717,114726982,114727090,931,0,0,0,971,479,0,700,0,0
1058,"ENSG00000009307.17","CSDE1",chr1,-,114725220,114725333,114726210,114726386,114723882,114724002,114726982,114727090,935,752,0,149,986,500,1552,707,1062,1173
