ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
31	"ENSG00000063587.15"	"ZNF275"	chrX	+	153346818	153352926	153346818	153347655	153347753	153352926	31	103	2			148	74	NA	NA	0.963		NA
38	"ENSG00000171100.16"	"MTM1"	chrX	+	150660370	150663609	150660370	150660484	150663432	150663609	38	4	42			148	74	NA	NA	0.045		NA
42	"ENSG00000147274.14"	"RBMX"	chrX	-	136872267	136875168	136872267	136872345	136875085	136875168	42	284	82			148	74	NA	NA	0.634		NA
43	"ENSG00000147274.14"	"RBMX"	chrX	-	136879016	136879453	136879016	136879123	136879318	136879453	43	37	302			148	74	NA	NA	0.058		NA
44	"ENSG00000147274.14"	"RBMX"	chrX	-	136879016	136879453	136879016	136879158	136879318	136879453	44	45	2			148	74	NA	NA	0.918		NA
47	"ENSG00000156531.18"	"PHF6"	chrX	+	134425200	134428768	134425200	134425330	134426161	134428768	47	27	0			148	74	NA	NA	1.0		NA
48	"ENSG00000102034.18"	"ELF4"	chrX	-	130081255	130081539	130081255	130081312	130081436	130081539	48	115	1			148	74	NA	NA	0.983		NA
49	"ENSG00000101972.20"	"STAG2"	chrX	+	124090574	124090964	124090574	124090764	124090853	124090964	49	17	10			148	74	NA	NA	0.459		NA
50	"ENSG00000158290.19"	"CUL4B"	chrX	-	120538123	120538770	120538123	120538209	120538659	120538770	50	33	109			148	74	NA	NA	0.131		NA
51	"ENSG00000158290.19"	"CUL4B"	chrX	-	120538659	120540562	120538659	120538770	120540369	120540562	51	17	0			148	74	NA	NA	1.0		NA
52	"ENSG00000101843.19"	"PSMD10"	chrX	-	108087952	108088099	108087952	108087972	108088095	108088099	52	113	1			148	74	NA	NA	0.983		NA
53	"ENSG00000147224.13"	"PRPS1"	chrX	+	107649939	107651026	107649939	107650522	107650577	107651026	53	75	1			129	74	NA	NA	0.977		NA
55	"ENSG00000231728.5"	"TMSB15B-AS1"	chrX	-	103918408	103919080	103918408	103918460	103918831	103919080	55	10	0			148	74	NA	NA	1.0		NA
58	"ENSG00000126953.8"	"TIMM8A"	chrX	-	101345660	101348401	101345660	101346660	101348060	101348401	58	14	0			148	74	NA	NA	1.0		NA
59	"ENSG00000187325.5"	"TAF9B"	chrX	-	78137748	78138098	78137748	78137883	78137961	78138098	59	25	6			148	74	NA	NA	0.676		NA
60	"ENSG00000225470.8"	"JPX"	chrX	+	73944338	73944662	73944338	73944465	73944583	73944662	60	16	60			148	74	NA	NA	0.118		NA
61	"ENSG00000225470.8"	"JPX"	chrX	+	73998767	74000496	73998767	73998844	73998953	74000496	61	10	9			148	74	NA	NA	0.357		NA
62	"ENSG00000225470.8"	"JPX"	chrX	+	73998953	73999669	73998953	73999051	73999185	73999669	62	30	2			148	74	NA	NA	0.882		NA
63	"ENSG00000225470.8"	"JPX"	chrX	+	73998767	74000496	73998767	73998844	73999354	74000496	63	23	0			148	74	NA	NA	1.0		NA
66	"ENSG00000147099.21"	"HDAC8"	chrX	-	72567581	72568030	72567581	72567796	72567888	72568030	66	13	2			148	74	NA	NA	0.765		NA
67	"ENSG00000147162.14"	"OGT"	chrX	+	71544566	71548023	71544566	71544635	71547906	71548023	67	1407	25			148	74	NA	NA	0.966		NA
68	"ENSG00000147133.17"	"TAF1"	chrX	+	71423116	71424066	71423116	71423239	71423973	71424066	68	78	41			148	74	NA	NA	0.487		NA
69	"ENSG00000147133.17"	"TAF1"	chrX	+	71423116	71424066	71423116	71423264	71423973	71424066	69	76	2			148	74	NA	NA	0.95		NA
70	"ENSG00000147133.17"	"TAF1"	chrX	+	71423116	71424066	71423116	71423239	71424016	71424066	70	121	6			148	74	NA	NA	0.91		NA
71	"ENSG00000196338.15"	"NLGN3"	chrX	+	71147549	71148206	71147549	71147627	71148062	71148206	71	24	0			148	74	NA	NA	1.0		NA
72	"ENSG00000196338.15"	"NLGN3"	chrX	+	71147549	71148905	71147549	71148206	71148845	71148905	72	21	0			148	74	NA	NA	1.0		NA
73	"ENSG00000184634.17"	"MED12"	chrX	+	71121561	71122607	71121561	71121816	71122507	71122607	73	40	1			148	74	NA	NA	0.952		NA
74	"ENSG00000184634.17"	"MED12"	chrX	+	71123593	71124388	71123593	71123720	71124158	71124388	74	126	45			148	74	NA	NA	0.583		NA
75	"ENSG00000184634.17"	"MED12"	chrX	+	71123593	71124388	71123593	71123720	71124278	71124388	75	151	0			148	74	NA	NA	1.0		NA
76	"ENSG00000184634.17"	"MED12"	chrX	+	71127335	71128120	71127335	71127467	71127847	71128120	76	77	1			148	74	NA	NA	0.975		NA
77	"ENSG00000184634.17"	"MED12"	chrX	+	71127335	71128120	71127335	71127467	71127892	71128120	77	84	55			148	74	NA	NA	0.433		NA
78	"ENSG00000184634.17"	"MED12"	chrX	+	71128295	71129215	71128295	71128440	71128597	71129215	78	41	104			148	74	NA	NA	0.165		NA
79	"ENSG00000184634.17"	"MED12"	chrX	+	71128597	71129215	71128597	71128718	71129113	71129215	79	99	53			148	74	NA	NA	0.483		NA
80	"ENSG00000184634.17"	"MED12"	chrX	+	71128597	71129215	71128597	71128853	71129113	71129215	80	101	1			148	74	NA	NA	0.981		NA
81	"ENSG00000184634.17"	"MED12"	chrX	+	71129113	71129429	71129113	71129215	71129315	71129429	81	97	42			148	74	NA	NA	0.536		NA
82	"ENSG00000184634.17"	"MED12"	chrX	+	71129679	71130214	71129679	71129855	71130011	71130214	82	85	3			148	74	NA	NA	0.934		NA
83	"ENSG00000184634.17"	"MED12"	chrX	+	71129679	71130214	71129679	71129855	71130034	71130214	83	94	46			148	74	NA	NA	0.505		NA
84	"ENSG00000184634.17"	"MED12"	chrX	+	71132072	71132538	71132072	71132206	71132376	71132538	84	57	31			148	74	NA	NA	0.479		NA
85	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137383	71137557	71137635	85	36	10			148	74	NA	NA	0.643		NA
86	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137392	71137557	71137635	86	38	16			148	74	NA	NA	0.543		NA
87	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137383	71137560	71137635	87	38	2			148	74	NA	NA	0.905		NA
88	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137392	71137560	71137635	88	40	0			148	74	NA	NA	1.0		NA
89	"ENSG00000184634.17"	"MED12"	chrX	+	71137725	71137943	71137725	71137780	71137855	71137943	89	107	2			148	74	NA	NA	0.964		NA
90	"ENSG00000184634.17"	"MED12"	chrX	+	71141229	71141964	71141229	71141370	71141882	71141964	90	16	11			148	74	NA	NA	0.421		NA
91	"ENSG00000184634.17"	"MED12"	chrX	+	71141229	71141964	71141229	71141414	71141882	71141964	91	16	1			148	74	NA	NA	0.889		NA
92	"ENSG00000147168.13"	"IL2RG"	chrX	-	71110155	71110688	71110155	71110295	71110503	71110688	92	191	524			148	74	NA	NA	0.154		NA
94	"ENSG00000120509.11"	"PDZD11"	chrX	-	70289254	70289593	70289254	70289354	70289521	70289593	94	15	3			148	74	NA	NA	0.714		NA
95	"ENSG00000001497.18"	"LAS1L"	chrX	-	65517986	65522285	65517986	65518073	65520701	65522285	95	87	1			148	74	NA	NA	0.978		NA
96	"ENSG00000001497.18"	"LAS1L"	chrX	-	65517986	65522285	65517986	65518465	65520701	65522285	96	51	0			148	74	NA	NA	1.0		NA
97	"ENSG00000001497.18"	"LAS1L"	chrX	-	65520701	65522285	65520701	65520817	65521147	65522285	97	71	0			148	74	NA	NA	1.0		NA
98	"ENSG00000001497.18"	"LAS1L"	chrX	-	65520701	65523707	65520701	65520817	65523559	65523707	98	53	2			148	74	NA	NA	0.93		NA
99	"ENSG00000001497.18"	"LAS1L"	chrX	-	65520701	65523707	65520701	65522285	65523559	65523707	99	41	1			148	74	NA	NA	0.953		NA
100	"ENSG00000001497.18"	"LAS1L"	chrX	-	65522430	65523707	65522430	65522493	65523559	65523707	100	55	6			148	74	NA	NA	0.821		NA
101	"ENSG00000001497.18"	"LAS1L"	chrX	-	65522430	65523707	65522430	65522605	65523559	65523707	101	51	0			148	74	NA	NA	1.0		NA
102	"ENSG00000001497.18"	"LAS1L"	chrX	-	65522430	65523707	65522430	65522926	65523559	65523707	102	75	0			148	74	NA	NA	1.0		NA
103	"ENSG00000001497.18"	"LAS1L"	chrX	-	65523559	65524614	65523559	65523707	65524055	65524614	103	57	75			148	74	NA	NA	0.275		NA
104	"ENSG00000001497.18"	"LAS1L"	chrX	-	65523559	65524614	65523559	65523876	65524055	65524614	104	58	0			148	74	NA	NA	1.0		NA
105	"ENSG00000001497.18"	"LAS1L"	chrX	-	65524055	65524614	65524055	65524262	65524563	65524614	105	70	30			148	74	NA	NA	0.538		NA
106	"ENSG00000001497.18"	"LAS1L"	chrX	-	65528259	65529258	65528259	65528369	65528875	65529258	106	58	3			148	74	NA	NA	0.906		NA
107	"ENSG00000001497.18"	"LAS1L"	chrX	-	65528259	65529258	65528259	65528369	65528963	65529258	107	67	0			148	74	NA	NA	1.0		NA
108	"ENSG00000001497.18"	"LAS1L"	chrX	-	65528259	65529258	65528259	65528369	65529211	65529258	108	74	39			148	74	NA	NA	0.487		NA
109	"ENSG00000131089.17"	"ARHGEF9"	chrX	-	63635002	63638209	63635002	63636917	63638049	63638209	109	43	0			148	74	NA	NA	1.0		NA
114	"ENSG00000204271.13"	"SPIN3"	chrX	-	56993786	56994949	56993786	56993888	56994722	56994949	114	10	3			148	74	NA	NA	0.625		NA
120	"ENSG00000172943.21"	"PHF8"	chrX	-	53984913	53985949	53984913	53985227	53985815	53985949	120	44	20			148	74	NA	NA	0.524		NA
121	"ENSG00000126012.13"	"KDM5C"	chrX	-	53198489	53198888	53198489	53198637	53198763	53198888	121	351	96			148	74	NA	NA	0.646		NA
122	"ENSG00000126012.13"	"KDM5C"	chrX	-	53211496	53211906	53211496	53211655	53211786	53211906	122	68	249			148	74	NA	NA	0.12		NA
128	"ENSG00000049768.17"	"FOXP3"	chrX	-	49251333	49251765	49251333	49251483	49251663	49251765	128	7	10			148	74	NA	NA	0.259		NA
129	"ENSG00000049768.17"	"FOXP3"	chrX	-	49256750	49257012	49256750	49256855	49256924	49257012	129	2	12			143	74	NA	NA	0.079		NA
132	"ENSG00000068308.15"	"OTUD5"	chrX	-	48934463	48934867	48934463	48934612	48934695	48934867	132	84	7			148	74	NA	NA	0.857		NA
133	"ENSG00000068308.15"	"OTUD5"	chrX	-	48934463	48934867	48934463	48934612	48934710	48934867	133	82	213			148	74	NA	NA	0.161		NA
134	"ENSG00000126768.12"	"TIMM17B"	chrX	-	48893899	48894225	48893899	48894010	48894096	48894225	134	16	53			148	74	NA	NA	0.131		NA
135	"ENSG00000101940.18"	"WDR13"	chrX	+	48597491	48598037	48597491	48597614	48597957	48598037	135	25	21			148	74	NA	NA	0.373		NA
136	"ENSG00000102317.18"	"RBM3"	chrX	+	48575560	48576083	48575560	48575667	48575814	48576083	136	178	1			148	74	NA	NA	0.989		NA
137	"ENSG00000102317.18"	"RBM3"	chrX	+	48575560	48576083	48575560	48575667	48575921	48576083	137	193	4			148	74	NA	NA	0.96		NA
138	"ENSG00000126759.14"	"CFP"	chrX	-	47628101	47629674	47628101	47628277	47629523	47629674	138	25	117			148	74	NA	NA	0.097		NA
139	"ENSG00000102226.10"	"USP11"	chrX	+	47239350	47239907	47239350	47239481	47239789	47239907	139	49	33			148	74	NA	NA	0.426		NA
140	"ENSG00000102226.10"	"USP11"	chrX	+	47247071	47247419	47247071	47247221	47247303	47247419	140	88	50			148	74	NA	NA	0.468		NA
141	"ENSG00000102226.10"	"USP11"	chrX	+	47247303	47247699	47247303	47247419	47247610	47247699	141	94	46			148	74	NA	NA	0.505		NA
142	"ENSG00000102225.17"	"CDK16"	chrX	+	47225964	47226703	47225964	47226027	47226582	47226703	142	238	39			148	74	NA	NA	0.753		NA
143	"ENSG00000102225.17"	"CDK16"	chrX	+	47226993	47227223	47226993	47227099	47227159	47227223	143	122	6			134	74	NA	NA	0.918		NA
144	"ENSG00000102225.17"	"CDK16"	chrX	+	47226993	47227223	47226993	47227099	47227180	47227223	144	135	95			148	74	NA	NA	0.415		NA
145	"ENSG00000102225.17"	"CDK16"	chrX	+	47228566	47228990	47228566	47228644	47228730	47228990	145	106	155			148	74	NA	NA	0.255		NA
146	"ENSG00000147050.17"	"KDM6A"	chrX	+	45062646	45063817	45062646	45062748	45063421	45063817	146	16	197			148	74	NA	NA	0.039		NA
147	"ENSG00000147050.17"	"KDM6A"	chrX	+	45069578	45070357	45069578	45070028	45070119	45070357	147	704	9			148	74	NA	NA	0.975		NA
148	"ENSG00000147050.17"	"KDM6A"	chrX	+	45069578	45076826	45069578	45070357	45076696	45076826	148	30	198			148	74	NA	NA	0.07		NA
149	"ENSG00000147050.17"	"KDM6A"	chrX	+	45082575	45082789	45082575	45082640	45082714	45082789	149	40	192			148	74	NA	NA	0.094		NA
150	"ENSG00000147050.17"	"KDM6A"	chrX	+	45082575	45083608	45082575	45082789	45083459	45083608	150	3	220			148	74	NA	NA	0.007		NA
151	"ENSG00000147050.17"	"KDM6A"	chrX	+	45106541	45107536	45106541	45106649	45107409	45107536	151	72	6			148	74	NA	NA	0.857		NA
152	"ENSG00000147050.17"	"KDM6A"	chrX	+	45106541	45107536	45106541	45106713	45107409	45107536	152	61	15			148	74	NA	NA	0.67		NA
154	"ENSG00000215301.11"	"DDX3X"	chrX	+	41333347	41334297	41333347	41333699	41334125	41334297	154	25	0			148	74	NA	NA	1.0		NA
155	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41337407	41337465	41337690	41339083	155	313	7			148	74	NA	NA	0.957		NA
156	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41337407	41337465	41339035	41339083	156	215	676			148	74	NA	NA	0.137		NA
157	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337690	41339083	41337690	41338912	41339035	41339083	157	248	4			148	74	NA	NA	0.969		NA
158	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41337407	41337465	41339038	41339083	158	271	22			148	74	NA	NA	0.86		NA
159	"ENSG00000215301.11"	"DDX3X"	chrX	+	41341483	41342653	41341483	41341616	41342494	41342653	159	134	793			148	74	NA	NA	0.078		NA
160	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342494	41342836	41342494	41342653	41342736	41342836	160	719	712			148	74	NA	NA	0.336		NA
161	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343215	41344128	41343215	41343351	41343736	41344128	161	384	625			148	74	NA	NA	0.235		NA
162	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342736	41344128	41342736	41342836	41344029	41344128	162	366	21			148	74	NA	NA	0.897		NA
163	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343215	41344128	41343215	41343351	41344029	41344128	163	358	88			148	74	NA	NA	0.67		NA
164	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343736	41344128	41343736	41343822	41344029	41344128	164	339	472			148	74	NA	NA	0.264		NA
165	"ENSG00000215301.11"	"DDX3X"	chrX	+	41345179	41345548	41345179	41345324	41345403	41345548	165	198	1263			148	74	NA	NA	0.073		NA
166	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346228	41346622	41346228	41346410	41346493	41346622	166	141	2			148	74	NA	NA	0.972		NA
167	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346228	41346622	41346228	41346410	41346504	41346622	167	137	1412			148	74	NA	NA	0.046		NA
168	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347451	41346858	41347012	41347311	41347451	168	213	293			148	74	NA	NA	0.267		NA
169	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347451	41346858	41347012	41347314	41347451	169	216	195			148	74	NA	NA	0.356		NA
170	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41349886	41347311	41347451	41347639	41349886	170	350	500			148	74	NA	NA	0.259		NA
172	"ENSG00000156313.15"	"RPGR"	chrX	-	38287093	38288041	38287093	38287245	38287860	38288041	172	16	11			148	74	NA	NA	0.421		NA
173	"ENSG00000156313.15"	"RPGR"	chrX	-	38287093	38288041	38287093	38287245	38287864	38288041	173	17	2			148	74	NA	NA	0.81		NA
176	"ENSG00000102054.18"	"RBBP7"	chrX	-	16845827	16849301	16845827	16845938	16849243	16849301	176	57	211			148	74	NA	NA	0.119		NA
177	"ENSG00000165195.16"	"PIGA"	chrX	-	15324664	15325152	15324664	15324871	15325019	15325152	177	113	49			148	74	NA	NA	0.536		NA
178	"ENSG00000165195.16"	"PIGA"	chrX	-	15331215	15331992	15331215	15331299	15331873	15331992	178	185	3			148	74	NA	NA	0.969		NA
179	"ENSG00000046651.16"	"OFD1"	chrX	+	13736477	13736678	13736477	13736545	13736655	13736678	179	121	0			148	74	NA	NA	1.0		NA
180	"ENSG00000046651.16"	"OFD1"	chrX	+	13753367	13755242	13753367	13753441	13755150	13755242	180	38	57			148	74	NA	NA	0.25		NA
181	"ENSG00000046651.16"	"OFD1"	chrX	+	13757659	13760720	13757659	13757790	13758336	13760720	181	11	56			148	74	NA	NA	0.089		NA
182	"ENSG00000046651.16"	"OFD1"	chrX	+	13757659	13760720	13757659	13757790	13760114	13760720	182	14	6			148	74	NA	NA	0.538		NA
183	"ENSG00000046651.16"	"OFD1"	chrX	+	13758336	13760720	13758336	13758448	13760114	13760720	183	14	63			148	74	NA	NA	0.1		NA
184	"ENSG00000046651.16"	"OFD1"	chrX	+	13767126	13768224	13767126	13767284	13768053	13768224	184	10	31			148	74	NA	NA	0.139		NA
186	"ENSG00000005302.19"	"MSL3"	chrX	+	11759633	11759875	11759633	11759712	11759792	11759875	186	78	12			148	74	NA	NA	0.765		NA
187	"ENSG00000005302.19"	"MSL3"	chrX	+	11760836	11762252	11760836	11760937	11762129	11762252	187	54	0			148	74	NA	NA	1.0		NA
188	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11765729	11763779	11763938	11765466	11765729	188	318	71			148	74	NA	NA	0.691		NA
189	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11765729	11763779	11763938	11765469	11765729	189	315	2			148	74	NA	NA	0.987		NA
190	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11765729	11763779	11763938	11765521	11765729	190	271	2			148	74	NA	NA	0.985		NA
191	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11768682	11763779	11765729	11768572	11768682	191	83	48			148	74	NA	NA	0.464		NA
192	"ENSG00000005302.19"	"MSL3"	chrX	+	11766960	11768682	11766960	11767169	11768621	11768682	192	175	1			148	74	NA	NA	0.989		NA
196	"ENSG00000100299.18"	"ARSA"	chr22	-	50626590	50627406	50626590	50626760	50627165	50627406	196	43	2			148	74	NA	NA	0.915		NA
197	"ENSG00000100299.18"	"ARSA"	chr22	-	50627555	50628170	50627555	50627792	50627945	50628170	197	58	12			148	74	NA	NA	0.707		NA
198	"ENSG00000025708.14"	"TYMP"	chr22	-	50526000	50526476	50526000	50526141	50526245	50526476	198	32	145			148	74	NA	NA	0.099		NA
199	"ENSG00000025708.14"	"TYMP"	chr22	-	50526000	50526476	50526000	50526156	50526245	50526476	199	34	3			148	74	NA	NA	0.85		NA
200	"ENSG00000025770.19"	"NCAPH2"	chr22	+	50523016	50523472	50523016	50523166	50523234	50523472	200	113	60			142	74	NA	NA	0.495		NA
201	"ENSG00000205593.12"	"DENND6B"	chr22	-	50313813	50314272	50313813	50313878	50314206	50314272	201	15	17			148	74	NA	NA	0.306		NA
202	"ENSG00000196576.16"	"PLXNB2"	chr22	-	50281359	50281742	50281359	50281499	50281565	50281742	202	70	105			140	74	NA	NA	0.261		NA
203	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50217917	50218402	50217917	50218117	50218188	50218402	203	271	37			145	74	NA	NA	0.789		NA
204	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50219287	50219791	50219287	50219456	50219643	50219791	204	168	55			148	74	NA	NA	0.604		NA
205	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50219956	50221874	50219956	50220015	50220191	50221874	205	103	0			148	74	NA	NA	1.0		NA
206	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50219956	50221874	50219956	50220015	50220250	50221874	206	131	35			148	74	NA	NA	0.652		NA
207	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50219956	50221874	50219956	50220015	50221274	50221874	207	186	0			148	74	NA	NA	1.0		NA
208	"ENSG00000170638.10"	"TRABD"	chr22	+	50197822	50198186	50197822	50197995	50198074	50198186	208	436	34			148	74	NA	NA	0.865		NA
211	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627303	42627688	42627303	42627389	42627604	42627688	211	58	183			148	74	NA	NA	0.137		NA
212	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627303	42627688	42627303	42627431	42627604	42627688	212	50	1			148	74	NA	NA	0.962		NA
213	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627303	42628281	42627303	42627389	42628151	42628281	213	60	0			148	74	NA	NA	1.0		NA
214	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627303	42628281	42627303	42627688	42628151	42628281	214	41	195			148	74	NA	NA	0.095		NA
215	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42630881	42631450	42630881	42630988	42631377	42631450	215	22	207			148	74	NA	NA	0.05		NA
216	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42636584	42636846	42636584	42636598	42636714	42636846	216	38	17			148	74	NA	NA	0.528		NA
218	"ENSG00000172250.17"	"SERHL"	chr22	+	42510630	42511927	42510630	42510724	42511815	42511927	218	147	0			148	74	NA	NA	1.0		NA
222	"ENSG00000184208.12"	"C22orf46"	chr22	+	41693462	41698136	41693462	41693851	41693937	41698136	222	10	6			148	74	NA	NA	0.455		NA
223	"ENSG00000100395.15"	"L3MBTL2"	chr22	+	41217122	41219536	41217122	41217202	41219418	41219536	223	22	13			148	74	NA	NA	0.458		NA
224	"ENSG00000100395.15"	"L3MBTL2"	chr22	+	41227088	41227869	41227088	41227323	41227803	41227869	224	14	25			148	74	NA	NA	0.219		NA
225	"ENSG00000100359.21"	"SGSM3"	chr22	+	40407016	40407328	40407016	40407071	40407200	40407328	225	33	72			148	74	NA	NA	0.186		NA
226	"ENSG00000100359.21"	"SGSM3"	chr22	+	40407016	40407568	40407016	40407328	40407412	40407568	226	75	55			148	74	NA	NA	0.405		NA
227	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408793	40409372	40408793	40408842	40408932	40409372	227	48	124			148	74	NA	NA	0.162		NA
228	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408932	40409372	40408932	40409018	40409249	40409372	228	153	24			148	74	NA	NA	0.761		NA
229	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408932	40409372	40408932	40409018	40409339	40409372	229	202	1			148	74	NA	NA	0.99		NA
230	"ENSG00000239900.14"	"ADSL"	chr22	+	40349831	40353117	40349831	40350035	40353072	40353117	230	94	93			148	74	NA	NA	0.336		NA
231	"ENSG00000239900.14"	"ADSL"	chr22	+	40358863	40359306	40358863	40359035	40359259	40359306	231	73	115			148	74	NA	NA	0.241		NA
232	"ENSG00000239900.14"	"ADSL"	chr22	+	40360401	40361342	40360401	40360492	40361087	40361342	232	39	4			148	74	NA	NA	0.83		NA
233	"ENSG00000239900.14"	"ADSL"	chr22	+	40360401	40361342	40360401	40360492	40361272	40361342	233	53	164			148	74	NA	NA	0.139		NA
234	"ENSG00000239900.14"	"ADSL"	chr22	+	40361272	40363071	40361272	40361342	40361487	40363071	234	56	181			148	74	NA	NA	0.134		NA
235	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40361487	40361635	40362980	40363071	235	47	153			148	74	NA	NA	0.133		NA
236	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40361487	40361666	40362980	40363071	236	29	16			148	74	NA	NA	0.475		NA
237	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40361487	40361677	40362980	40363071	237	28	0			148	74	NA	NA	1.0		NA
238	"ENSG00000128272.18"	"ATF4"	chr22	+	39521353	39521671	39521353	39521475	39521562	39521671	238	2327	74			148	74	NA	NA	0.94		NA
239	"ENSG00000100316.16"	"RPL3"	chr22	-	39312883	39313310	39312883	39312984	39313190	39313310	239	53	3800			148	74	NA	NA	0.007		NA
240	"ENSG00000100316.16"	"RPL3"	chr22	-	39313190	39314208	39313190	39313310	39314106	39314208	240	133	248			148	74	NA	NA	0.211		NA
241	"ENSG00000100201.23"	"DDX17"	chr22	-	38487878	38492115	38487878	38488115	38492055	38492115	241	810	62			148	74	NA	NA	0.867		NA
243	"ENSG00000128298.18"	"BAIAP2L2"	chr22	-	38087123	38088964	38087123	38087264	38088747	38088964	243	6	7			148	74	NA	NA	0.3		NA
246	"ENSG00000100055.21"	"CYTH4"	chr22	+	37311455	37312174	37311455	37311527	37312019	37312174	246	132	182			148	74	NA	NA	0.266		NA
247	"ENSG00000100365.16"	"NCF4"	chr22	+	36875652	36876094	36875652	36875783	36876028	36876094	247	34	57			148	74	NA	NA	0.23		NA
248	"ENSG00000100365.16"	"NCF4"	chr22	+	36875652	36876094	36875652	36875787	36876028	36876094	248	36	0			148	74	NA	NA	1.0		NA
