ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
181	"ENSG00000283900.1"	"TPTEP2-CSNK1E"	chr22	-	38336607	38336706	38361398	38361560	38314081	38314169	38380369	38380423	181	13	8			148	148	NA	NA	0.619		NA
182	"ENSG00000184381.20"	"PLA2G6"	chr22	-	38123094	38123258	38125638	38125691	38120758	38120909	38126370	38126449	182	30	99			127	148	NA	NA	0.261		NA
183	"ENSG00000184381.20"	"PLA2G6"	chr22	-	38139981	38140169	38143104	38143288	38134987	38135084	38145437	38145653	183	15	137			148	148	NA	NA	0.099		NA
184	"ENSG00000100129.18"	"EIF3L"	chr22	+	37855564	37855644	37858678	37858740	37851279	37851490	37862968	37863038	184	1264	1229			148	136	NA	NA	0.486		NA
187	"ENSG00000100320.23"	"RBFOX2"	chr22	-	35752612	35752655	35756104	35756144	35746472	35746561	35759887	35760020	187	16	0			114	117	NA	NA	1.0		NA
194	"ENSG00000100225.18"	"FBXO7"	chr22	+	32478980	32479275	32483896	32484124	32475256	32475398	32485067	32485209	194	65	680			148	148	NA	NA	0.087		NA
195	"ENSG00000100225.18"	"FBXO7"	chr22	+	32479132	32479275	32483896	32484124	32475236	32475398	32485067	32485209	195	68	680			148	148	NA	NA	0.091		NA
196	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31821501	31821637	31831063	31831225	31819021	31819225	31833914	31833980	196	35	0			148	148	NA	NA	1.0		NA
197	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31822692	31822790	31833914	31833980	31821501	31821637	31836971	31837155	197	21	4			148	140	NA	NA	0.832		NA
198	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31895358	31895954	31897481	31897653	31893581	31893751	31901741	31901802	198	14	18			148	148	NA	NA	0.438		NA
199	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31897481	31897653	31901741	31901802	31893581	31893751	31905983	31906066	199	5	7			148	135	NA	NA	0.395		NA
200	"ENSG00000198089.16"	"SFI1"	chr22	+	31508254	31508376	31528689	31528863	31496274	31496637	31531057	31531129	200	19	12			148	148	NA	NA	0.613		NA
201	"ENSG00000198089.16"	"SFI1"	chr22	+	31528689	31528863	31531057	31531129	31508254	31508376	31546860	31546971	201	25	13			148	146	NA	NA	0.655		NA
202	"ENSG00000198089.16"	"SFI1"	chr22	+	31546860	31546971	31556941	31557059	31508254	31508376	31561289	31561392	202	3	25			148	148	NA	NA	0.107		NA
203	"ENSG00000198089.16"	"SFI1"	chr22	+	31546860	31546971	31550253	31550348	31508258	31508376	31556941	31557059	203	5	40			148	148	NA	NA	0.111		NA
204	"ENSG00000198089.16"	"SFI1"	chr22	+	31546860	31546971	31550253	31550348	31531057	31531129	31556941	31557059	204	13	40			148	148	NA	NA	0.245		NA
205	"ENSG00000198089.16"	"SFI1"	chr22	+	31602606	31602785	31606327	31606430	31602211	31602293	31607936	31608033	205	24	15			148	148	NA	NA	0.615		NA
206	"ENSG00000198089.16"	"SFI1"	chr22	+	31604308	31604404	31604868	31604945	31603743	31603819	31606327	31606430	206	5	9			148	148	NA	NA	0.357		NA
207	"ENSG00000184708.18"	"EIF4ENIF1"	chr22	-	31462931	31463133	31463680	31463967	31458474	31458650	31468174	31468302	207	51	34			148	148	NA	NA	0.6		NA
208	"ENSG00000184708.18"	"EIF4ENIF1"	chr22	-	31463680	31463967	31468174	31468302	31462931	31463133	31471843	31471917	208	70	34			148	148	NA	NA	0.673		NA
209	"ENSG00000100003.18"	"SEC14L2"	chr22	+	30407414	30407603	30409186	30409282	30406341	30406385	30409425	30409486	209	1	18			148	148	NA	NA	0.053		NA
210	"ENSG00000100003.18"	"SEC14L2"	chr22	+	30415758	30415865	30415947	30416087	30410595	30410679	30416233	30416403	210	17	9			148	148	NA	NA	0.654		NA
212	"ENSG00000248751.6"	"ENSG00000248751"	chr22	-	30288705	30288776	30292772	30292851	30287372	30287560	30293650	30293805	212	24	1			148	145	NA	NA	0.959		NA
213	"ENSG00000100325.15"	"ASCC2"	chr22	-	29832244	29832342	29833540	29833614	29825621	29825780	29834488	29834550	213	6	29			148	148	NA	NA	0.171		NA
214	"ENSG00000100325.15"	"ASCC2"	chr22	-	29832244	29832342	29834441	29834550	29825621	29825780	29838177	29838274	214	14	30			148	148	NA	NA	0.318		NA
215	"ENSG00000182944.18"	"EWSR1"	chr22	+	29288605	29288786	29288986	29289062	29286922	29287134	29291564	29291599	215	486	12			148	148	NA	NA	0.976		NA
216	"ENSG00000182944.18"	"EWSR1"	chr22	+	29288605	29288786	29291561	29291599	29286922	29287134	29292136	29292169	216	336	219			148	112	NA	NA	0.537		NA
217	"ENSG00000182944.18"	"EWSR1"	chr22	+	29288605	29288786	29291564	29291599	29286922	29287134	29292136	29292169	217	336	220			148	109	NA	NA	0.529		NA
218	"ENSG00000182944.18"	"EWSR1"	chr22	+	29299194	29299280	29299598	29299851	29298732	29298895	29300121	29300525	218	93	342			148	148	NA	NA	0.214		NA
219	"ENSG00000186998.16"	"EMID1"	chr22	+	29215526	29215630	29231019	29231140	29214925	29215039	29233378	29233428	219	105	1			148	148	NA	NA	0.991		NA
220	"ENSG00000186998.16"	"EMID1"	chr22	+	29233613	29233666	29234136	29234199	29233378	29233468	29234304	29234349	220	71	57			127	137	NA	NA	0.573		NA
221	"ENSG00000186998.16"	"EMID1"	chr22	+	29254202	29254287	29255270	29255361	29243444	29243489	29258816	29259597	221	112	21			148	148	NA	NA	0.842		NA
222	"ENSG00000183765.23"	"CHEK2"	chr22	-	28719394	28719485	28724885	28724923	28711908	28712017	28725242	28725367	222	0	17			112	148	NA	NA	0.0		NA
223	"ENSG00000183765.23"	"CHEK2"	chr22	-	28719394	28719485	28724976	28725124	28711908	28712017	28725242	28725367	223	8	17			148	148	NA	NA	0.32		NA
224	"ENSG00000183765.23"	"CHEK2"	chr22	-	28724564	28724923	28724976	28725124	28719394	28719485	28725242	28725367	224	15	3			148	148	NA	NA	0.833		NA
226	"ENSG00000183765.23"	"CHEK2"	chr22	-	28724885	28724923	28724976	28725124	28719394	28719485	28725242	28725367	226	15	0			148	112	NA	NA	1.0		NA
229	"ENSG00000100109.17"	"TFIP11"	chr22	-	26510616	26510667	26511118	26511153	26510063	26510281	26512098	26512175	229	4	77			109	125	NA	NA	0.056		NA
230	"ENSG00000100109.17"	"TFIP11"	chr22	-	26510616	26510667	26511118	26511195	26510063	26510281	26512098	26512175	230	20	77			148	125	NA	NA	0.18		NA
231	"ENSG00000100109.17"	"TFIP11"	chr22	-	26510616	26510692	26511118	26511153	26510063	26510281	26512098	26512175	231	4	83			109	148	NA	NA	0.061		NA
232	"ENSG00000100109.17"	"TFIP11"	chr22	-	26510616	26510692	26511118	26511195	26510063	26510281	26512098	26512175	232	20	83			148	148	NA	NA	0.194		NA
233	"ENSG00000100109.17"	"TFIP11"	chr22	-	26510616	26510702	26511118	26511153	26510063	26510281	26512098	26512175	233	4	140			109	148	NA	NA	0.037		NA
234	"ENSG00000100109.17"	"TFIP11"	chr22	-	26510616	26510702	26511118	26511195	26510063	26510281	26512098	26512175	234	20	140			148	148	NA	NA	0.125		NA
236	"ENSG00000133454.16"	"MYO18B"	chr22	+	25770871	25770984	25772333	25772510	25770026	25770176	25777582	25777781	236	121	161			148	148	NA	NA	0.429		NA
237	"ENSG00000133454.16"	"MYO18B"	chr22	+	25770871	25770984	25777582	25777781	25770026	25770176	25780055	25780198	237	124	113			148	148	NA	NA	0.523		NA
238	"ENSG00000133454.16"	"MYO18B"	chr22	+	25772333	25772510	25777582	25777781	25770871	25770984	25780055	25780198	238	129	112			148	148	NA	NA	0.535		NA
239	"ENSG00000133454.16"	"MYO18B"	chr22	+	25785427	25785491	25797952	25798097	25781733	25781834	25823504	25823678	239	119	69			138	148	NA	NA	0.649		NA
