ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
43	"ENSG00000147274.14"	"RBMX"	chrX	-	136879016	136879453	136879016	136879158	136879318	136879453	43	45	2			148	74	NA	NA	0.918		NA
46	"ENSG00000156531.18"	"PHF6"	chrX	+	134425200	134428768	134425200	134425330	134426161	134428768	46	100	0			148	74	NA	NA	1.0		NA
47	"ENSG00000102034.18"	"ELF4"	chrX	-	130081255	130081539	130081255	130081312	130081436	130081539	47	65	0			148	74	NA	NA	1.0		NA
48	"ENSG00000101972.20"	"STAG2"	chrX	+	124090574	124090964	124090574	124090764	124090853	124090964	48	10	10			148	74	NA	NA	0.333		NA
49	"ENSG00000158290.19"	"CUL4B"	chrX	-	120538123	120538770	120538123	120538209	120538659	120538770	49	23	59			148	74	NA	NA	0.163		NA
50	"ENSG00000158290.19"	"CUL4B"	chrX	-	120538659	120540562	120538659	120538770	120540369	120540562	50	12	0			148	74	NA	NA	1.0		NA
51	"ENSG00000101843.19"	"PSMD10"	chrX	-	108087952	108088099	108087952	108087972	108088095	108088099	51	81	0			148	74	NA	NA	1.0		NA
52	"ENSG00000147224.13"	"PRPS1"	chrX	+	107649939	107651026	107649939	107650522	107650577	107651026	52	60	3			129	74	NA	NA	0.92		NA
58	"ENSG00000187325.5"	"TAF9B"	chrX	-	78137748	78138098	78137748	78137883	78137961	78138098	58	33	2			148	74	NA	NA	0.892		NA
59	"ENSG00000225470.8"	"JPX"	chrX	+	73944338	73944662	73944338	73944465	73944583	73944662	59	11	34			148	74	NA	NA	0.139		NA
61	"ENSG00000225470.8"	"JPX"	chrX	+	73998953	73999669	73998953	73999051	73999185	73999669	61	9	1			148	74	NA	NA	0.818		NA
62	"ENSG00000225470.8"	"JPX"	chrX	+	73998767	74000496	73998767	73998844	73999354	74000496	62	13	0			148	74	NA	NA	1.0		NA
66	"ENSG00000147162.14"	"OGT"	chrX	+	71544566	71548023	71544566	71544635	71547906	71548023	66	697	8			148	74	NA	NA	0.978		NA
67	"ENSG00000147133.17"	"TAF1"	chrX	+	71423116	71424066	71423116	71423239	71423973	71424066	67	87	33			148	74	NA	NA	0.569		NA
68	"ENSG00000147133.17"	"TAF1"	chrX	+	71423116	71424066	71423116	71423264	71423973	71424066	68	77	1			148	74	NA	NA	0.975		NA
69	"ENSG00000147133.17"	"TAF1"	chrX	+	71423116	71424066	71423116	71423239	71424016	71424066	69	99	2			148	74	NA	NA	0.961		NA
70	"ENSG00000196338.15"	"NLGN3"	chrX	+	71147549	71148206	71147549	71147627	71148062	71148206	70	25	1			148	74	NA	NA	0.926		NA
71	"ENSG00000196338.15"	"NLGN3"	chrX	+	71147549	71148905	71147549	71148206	71148845	71148905	71	23	0			148	74	NA	NA	1.0		NA
72	"ENSG00000184634.17"	"MED12"	chrX	+	71123593	71124388	71123593	71123720	71124158	71124388	72	84	24			148	74	NA	NA	0.636		NA
73	"ENSG00000184634.17"	"MED12"	chrX	+	71123593	71124388	71123593	71123720	71124278	71124388	73	101	1			148	74	NA	NA	0.981		NA
74	"ENSG00000184634.17"	"MED12"	chrX	+	71127335	71128120	71127335	71127467	71127847	71128120	74	63	1			148	74	NA	NA	0.969		NA
75	"ENSG00000184634.17"	"MED12"	chrX	+	71127335	71128120	71127335	71127467	71127892	71128120	75	59	64			148	74	NA	NA	0.316		NA
76	"ENSG00000184634.17"	"MED12"	chrX	+	71128295	71129215	71128295	71128440	71128597	71129215	76	20	120			148	74	NA	NA	0.077		NA
77	"ENSG00000184634.17"	"MED12"	chrX	+	71128597	71129215	71128597	71128718	71129113	71129215	77	82	48			148	74	NA	NA	0.461		NA
78	"ENSG00000184634.17"	"MED12"	chrX	+	71128597	71129215	71128597	71128853	71129113	71129215	78	67	2			148	74	NA	NA	0.944		NA
79	"ENSG00000184634.17"	"MED12"	chrX	+	71129113	71129429	71129113	71129215	71129315	71129429	79	93	35			148	74	NA	NA	0.571		NA
80	"ENSG00000184634.17"	"MED12"	chrX	+	71129679	71130214	71129679	71129855	71130011	71130214	80	62	2			148	74	NA	NA	0.939		NA
81	"ENSG00000184634.17"	"MED12"	chrX	+	71129679	71130214	71129679	71129855	71130034	71130214	81	63	36			148	74	NA	NA	0.467		NA
82	"ENSG00000184634.17"	"MED12"	chrX	+	71132072	71132538	71132072	71132206	71132376	71132538	82	45	26			148	74	NA	NA	0.464		NA
83	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137383	71137557	71137635	83	18	3			148	74	NA	NA	0.75		NA
84	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137392	71137557	71137635	84	19	13			148	74	NA	NA	0.422		NA
85	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137383	71137560	71137635	85	20	2			148	74	NA	NA	0.833		NA
86	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137392	71137560	71137635	86	21	1			148	74	NA	NA	0.913		NA
87	"ENSG00000184634.17"	"MED12"	chrX	+	71137725	71137943	71137725	71137780	71137855	71137943	87	62	0			148	74	NA	NA	1.0		NA
88	"ENSG00000184634.17"	"MED12"	chrX	+	71141229	71141964	71141229	71141370	71141882	71141964	88	11	4			148	74	NA	NA	0.579		NA
89	"ENSG00000184634.17"	"MED12"	chrX	+	71141229	71141964	71141229	71141414	71141882	71141964	89	10	1			148	74	NA	NA	0.833		NA
90	"ENSG00000147168.13"	"IL2RG"	chrX	-	71110155	71110688	71110155	71110295	71110503	71110688	90	111	196			148	74	NA	NA	0.221		NA
93	"ENSG00000001497.18"	"LAS1L"	chrX	-	65517986	65522285	65517986	65518073	65520701	65522285	93	59	1			148	74	NA	NA	0.967		NA
94	"ENSG00000001497.18"	"LAS1L"	chrX	-	65517986	65522285	65517986	65518465	65520701	65522285	94	34	2			148	74	NA	NA	0.895		NA
95	"ENSG00000001497.18"	"LAS1L"	chrX	-	65520701	65522285	65520701	65520817	65521147	65522285	95	44	1			148	74	NA	NA	0.957		NA
96	"ENSG00000001497.18"	"LAS1L"	chrX	-	65520701	65523707	65520701	65520817	65523559	65523707	96	38	0			148	74	NA	NA	1.0		NA
97	"ENSG00000001497.18"	"LAS1L"	chrX	-	65522430	65523707	65522430	65522493	65523559	65523707	97	31	0			148	74	NA	NA	1.0		NA
98	"ENSG00000001497.18"	"LAS1L"	chrX	-	65522430	65523707	65522430	65522605	65523559	65523707	98	33	0			148	74	NA	NA	1.0		NA
99	"ENSG00000001497.18"	"LAS1L"	chrX	-	65522430	65523707	65522430	65522926	65523559	65523707	99	51	0			148	74	NA	NA	1.0		NA
100	"ENSG00000001497.18"	"LAS1L"	chrX	-	65523559	65524614	65523559	65523707	65524055	65524614	100	15	49			148	74	NA	NA	0.133		NA
101	"ENSG00000001497.18"	"LAS1L"	chrX	-	65523559	65524614	65523559	65523876	65524055	65524614	101	12	0			148	74	NA	NA	1.0		NA
102	"ENSG00000001497.18"	"LAS1L"	chrX	-	65524055	65524614	65524055	65524262	65524563	65524614	102	45	11			148	74	NA	NA	0.672		NA
103	"ENSG00000001497.18"	"LAS1L"	chrX	-	65528259	65529258	65528259	65528369	65528875	65529258	103	33	4			148	74	NA	NA	0.805		NA
104	"ENSG00000001497.18"	"LAS1L"	chrX	-	65528259	65529258	65528259	65528369	65528963	65529258	104	46	0			148	74	NA	NA	1.0		NA
105	"ENSG00000001497.18"	"LAS1L"	chrX	-	65528259	65529258	65528259	65528369	65529211	65529258	105	54	16			148	74	NA	NA	0.628		NA
106	"ENSG00000131089.17"	"ARHGEF9"	chrX	-	63635002	63638209	63635002	63636917	63638049	63638209	106	19	0			148	74	NA	NA	1.0		NA
111	"ENSG00000204271.13"	"SPIN3"	chrX	-	56993786	56994949	56993786	56993888	56994722	56994949	111	13	2			148	74	NA	NA	0.765		NA
117	"ENSG00000172943.21"	"PHF8"	chrX	-	53984913	53985949	53984913	53985227	53985815	53985949	117	29	35			148	74	NA	NA	0.293		NA
118	"ENSG00000126012.13"	"KDM5C"	chrX	-	53198489	53198888	53198489	53198637	53198763	53198888	118	194	62			148	74	NA	NA	0.61		NA
119	"ENSG00000126012.13"	"KDM5C"	chrX	-	53211496	53211906	53211496	53211655	53211786	53211906	119	20	113			148	74	NA	NA	0.081		NA
125	"ENSG00000049768.17"	"FOXP3"	chrX	-	49251333	49251765	49251333	49251483	49251663	49251765	125	2	10			148	74	NA	NA	0.091		NA
126	"ENSG00000049768.17"	"FOXP3"	chrX	-	49256750	49257012	49256750	49256855	49256924	49257012	126	8	4			143	74	NA	NA	0.509		NA
129	"ENSG00000068308.15"	"OTUD5"	chrX	-	48934463	48934867	48934463	48934612	48934695	48934867	129	115	5			148	74	NA	NA	0.92		NA
130	"ENSG00000068308.15"	"OTUD5"	chrX	-	48934463	48934867	48934463	48934612	48934710	48934867	130	97	147			148	74	NA	NA	0.248		NA
131	"ENSG00000126768.12"	"TIMM17B"	chrX	-	48893899	48894225	48893899	48894010	48894096	48894225	131	22	25			148	74	NA	NA	0.306		NA
132	"ENSG00000101940.18"	"WDR13"	chrX	+	48597491	48598037	48597491	48597614	48597957	48598037	132	14	17			148	74	NA	NA	0.292		NA
133	"ENSG00000102317.18"	"RBM3"	chrX	+	48575560	48576083	48575560	48575667	48575814	48576083	133	135	1			148	74	NA	NA	0.985		NA
134	"ENSG00000102317.18"	"RBM3"	chrX	+	48575560	48576083	48575560	48575667	48575921	48576083	134	158	1			148	74	NA	NA	0.987		NA
135	"ENSG00000126759.14"	"CFP"	chrX	-	47628101	47629674	47628101	47628277	47629523	47629674	135	7	41			148	74	NA	NA	0.079		NA
136	"ENSG00000102226.10"	"USP11"	chrX	+	47239350	47239907	47239350	47239481	47239789	47239907	136	70	38			148	74	NA	NA	0.479		NA
137	"ENSG00000102226.10"	"USP11"	chrX	+	47247071	47247419	47247071	47247221	47247303	47247419	137	132	89			148	74	NA	NA	0.426		NA
138	"ENSG00000102226.10"	"USP11"	chrX	+	47247303	47247699	47247303	47247419	47247610	47247699	138	167	66			148	74	NA	NA	0.559		NA
139	"ENSG00000102225.17"	"CDK16"	chrX	+	47225964	47226703	47225964	47226027	47226582	47226703	139	105	22			148	74	NA	NA	0.705		NA
140	"ENSG00000102225.17"	"CDK16"	chrX	+	47226993	47227223	47226993	47227099	47227159	47227223	140	53	1			134	74	NA	NA	0.967		NA
141	"ENSG00000102225.17"	"CDK16"	chrX	+	47226993	47227223	47226993	47227099	47227180	47227223	141	58	40			148	74	NA	NA	0.42		NA
142	"ENSG00000102225.17"	"CDK16"	chrX	+	47228566	47228990	47228566	47228644	47228730	47228990	142	43	81			148	74	NA	NA	0.21		NA
143	"ENSG00000147050.17"	"KDM6A"	chrX	+	45062646	45063817	45062646	45062748	45063421	45063817	143	11	83			148	74	NA	NA	0.062		NA
144	"ENSG00000147050.17"	"KDM6A"	chrX	+	45069578	45070357	45069578	45070028	45070119	45070357	144	348	0			148	74	NA	NA	1.0		NA
145	"ENSG00000147050.17"	"KDM6A"	chrX	+	45069578	45076826	45069578	45070357	45076696	45076826	145	13	97			148	74	NA	NA	0.063		NA
146	"ENSG00000147050.17"	"KDM6A"	chrX	+	45082575	45082789	45082575	45082640	45082714	45082789	146	27	114			148	74	NA	NA	0.106		NA
147	"ENSG00000147050.17"	"KDM6A"	chrX	+	45082575	45083608	45082575	45082789	45083459	45083608	147	4	111			148	74	NA	NA	0.018		NA
148	"ENSG00000147050.17"	"KDM6A"	chrX	+	45106541	45107536	45106541	45106649	45107409	45107536	148	54	3			148	74	NA	NA	0.9		NA
149	"ENSG00000147050.17"	"KDM6A"	chrX	+	45106541	45107536	45106541	45106713	45107409	45107536	149	46	6			148	74	NA	NA	0.793		NA
151	"ENSG00000215301.11"	"DDX3X"	chrX	+	41333347	41334297	41333347	41333699	41334125	41334297	151	17	0			148	74	NA	NA	1.0		NA
152	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41337407	41337465	41337690	41339083	152	223	3			148	74	NA	NA	0.974		NA
153	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41337407	41337465	41339035	41339083	153	145	272			148	74	NA	NA	0.21		NA
154	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337690	41339083	41337690	41338912	41339035	41339083	154	110	0			148	74	NA	NA	1.0		NA
155	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41337407	41337465	41339038	41339083	155	166	7			148	74	NA	NA	0.922		NA
156	"ENSG00000215301.11"	"DDX3X"	chrX	+	41341483	41342653	41341483	41341616	41342494	41342653	156	91	305			148	74	NA	NA	0.13		NA
157	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342494	41342836	41342494	41342653	41342736	41342836	157	374	350			148	74	NA	NA	0.348		NA
158	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343215	41344128	41343215	41343351	41343736	41344128	158	244	254			148	74	NA	NA	0.324		NA
159	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342736	41344128	41342736	41342836	41344029	41344128	159	200	7			148	74	NA	NA	0.935		NA
160	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343215	41344128	41343215	41343351	41344029	41344128	160	171	18			148	74	NA	NA	0.826		NA
161	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343736	41344128	41343736	41343822	41344029	41344128	161	173	151			148	74	NA	NA	0.364		NA
162	"ENSG00000215301.11"	"DDX3X"	chrX	+	41345179	41345548	41345179	41345324	41345403	41345548	162	179	645			148	74	NA	NA	0.122		NA
163	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346228	41346622	41346228	41346410	41346493	41346622	163	81	0			148	74	NA	NA	1.0		NA
164	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346228	41346622	41346228	41346410	41346504	41346622	164	81	693			148	74	NA	NA	0.055		NA
165	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347451	41346858	41347012	41347311	41347451	165	90	203			148	74	NA	NA	0.181		NA
166	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347451	41346858	41347012	41347314	41347451	166	92	129			148	74	NA	NA	0.263		NA
167	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41349886	41347311	41347451	41347639	41349886	167	160	292			148	74	NA	NA	0.215		NA
169	"ENSG00000156313.15"	"RPGR"	chrX	-	38287093	38288041	38287093	38287245	38287860	38288041	169	11	16			148	74	NA	NA	0.256		NA
170	"ENSG00000156313.15"	"RPGR"	chrX	-	38287093	38288041	38287093	38287245	38287864	38288041	170	14	3			148	74	NA	NA	0.7		NA
171	"ENSG00000198947.18"	"DMD"	chrX	-	31119907	31121930	31119907	31120689	31120767	31121930	171	11	0			148	74	NA	NA	1.0		NA
173	"ENSG00000102054.18"	"RBBP7"	chrX	-	16845827	16849301	16845827	16845938	16849243	16849301	173	35	198			148	74	NA	NA	0.081		NA
174	"ENSG00000165195.16"	"PIGA"	chrX	-	15324664	15325152	15324664	15324871	15325019	15325152	174	98	42			148	74	NA	NA	0.538		NA
175	"ENSG00000165195.16"	"PIGA"	chrX	-	15331215	15331992	15331215	15331299	15331873	15331992	175	142	0			148	74	NA	NA	1.0		NA
176	"ENSG00000046651.16"	"OFD1"	chrX	+	13736477	13736678	13736477	13736545	13736655	13736678	176	79	0			148	74	NA	NA	1.0		NA
177	"ENSG00000046651.16"	"OFD1"	chrX	+	13753367	13755242	13753367	13753441	13755150	13755242	177	47	33			148	74	NA	NA	0.416		NA
178	"ENSG00000046651.16"	"OFD1"	chrX	+	13757659	13760720	13757659	13757790	13758336	13760720	178	14	38			148	74	NA	NA	0.156		NA
179	"ENSG00000046651.16"	"OFD1"	chrX	+	13757659	13760720	13757659	13757790	13760114	13760720	179	21	2			148	74	NA	NA	0.84		NA
180	"ENSG00000046651.16"	"OFD1"	chrX	+	13758336	13760720	13758336	13758448	13760114	13760720	180	26	35			148	74	NA	NA	0.271		NA
181	"ENSG00000046651.16"	"OFD1"	chrX	+	13767126	13768224	13767126	13767284	13768053	13768224	181	18	22			148	74	NA	NA	0.29		NA
183	"ENSG00000005302.19"	"MSL3"	chrX	+	11759633	11759875	11759633	11759712	11759792	11759875	183	28	2			148	74	NA	NA	0.875		NA
184	"ENSG00000005302.19"	"MSL3"	chrX	+	11760836	11762252	11760836	11760937	11762129	11762252	184	69	1			148	74	NA	NA	0.972		NA
185	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11765729	11763779	11763938	11765466	11765729	185	189	35			148	74	NA	NA	0.73		NA
186	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11765729	11763779	11763938	11765469	11765729	186	189	0			148	74	NA	NA	1.0		NA
187	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11765729	11763779	11763938	11765521	11765729	187	173	0			148	74	NA	NA	1.0		NA
188	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11768682	11763779	11765729	11768572	11768682	188	61	19			148	74	NA	NA	0.616		NA
189	"ENSG00000005302.19"	"MSL3"	chrX	+	11766960	11768682	11766960	11767169	11768621	11768682	189	118	0			148	74	NA	NA	1.0		NA
192	"ENSG00000184319.17"	"RPL23AP82"	chr22	+	50788749	50789354	50788749	50788798	50788894	50789354	192	16	3			148	74	NA	NA	0.727		NA
193	"ENSG00000100299.18"	"ARSA"	chr22	-	50626590	50627406	50626590	50626760	50627165	50627406	193	19	2			148	74	NA	NA	0.826		NA
194	"ENSG00000100299.18"	"ARSA"	chr22	-	50627555	50628170	50627555	50627792	50627945	50628170	194	24	3			148	74	NA	NA	0.8		NA
195	"ENSG00000025708.14"	"TYMP"	chr22	-	50526000	50526476	50526000	50526141	50526245	50526476	195	26	41			148	74	NA	NA	0.241		NA
196	"ENSG00000025708.14"	"TYMP"	chr22	-	50526000	50526476	50526000	50526156	50526245	50526476	196	27	2			148	74	NA	NA	0.871		NA
197	"ENSG00000025770.19"	"NCAPH2"	chr22	+	50523016	50523472	50523016	50523166	50523234	50523472	197	92	55			142	74	NA	NA	0.466		NA
198	"ENSG00000205593.12"	"DENND6B"	chr22	-	50313813	50314272	50313813	50313878	50314206	50314272	198	7	5			148	74	NA	NA	0.412		NA
199	"ENSG00000196576.16"	"PLXNB2"	chr22	-	50281359	50281742	50281359	50281499	50281565	50281742	199	15	42			140	74	NA	NA	0.159		NA
200	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50217917	50218402	50217917	50218117	50218188	50218402	200	198	26			145	74	NA	NA	0.795		NA
201	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50219287	50219791	50219287	50219456	50219643	50219791	201	108	20			148	74	NA	NA	0.73		NA
202	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50219956	50221874	50219956	50220015	50220191	50221874	202	66	1			148	74	NA	NA	0.971		NA
203	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50219956	50221874	50219956	50220015	50220250	50221874	203	82	22			148	74	NA	NA	0.651		NA
204	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50219956	50221874	50219956	50220015	50221274	50221874	204	112	0			148	74	NA	NA	1.0		NA
205	"ENSG00000170638.10"	"TRABD"	chr22	+	50197822	50198186	50197822	50197995	50198074	50198186	205	230	25			148	74	NA	NA	0.821		NA
208	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627303	42627688	42627303	42627389	42627604	42627688	208	41	84			148	74	NA	NA	0.196		NA
209	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627303	42627688	42627303	42627431	42627604	42627688	209	36	0			148	74	NA	NA	1.0		NA
210	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627303	42628281	42627303	42627389	42628151	42628281	210	39	0			148	74	NA	NA	1.0		NA
211	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627303	42628281	42627303	42627688	42628151	42628281	211	46	145			148	74	NA	NA	0.137		NA
212	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42630881	42631450	42630881	42630988	42631377	42631450	212	35	135			148	74	NA	NA	0.115		NA
213	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42636584	42636846	42636584	42636598	42636714	42636846	213	20	13			148	74	NA	NA	0.435		NA
215	"ENSG00000172250.17"	"SERHL"	chr22	+	42510630	42511927	42510630	42510724	42511815	42511927	215	101	0			148	74	NA	NA	1.0		NA
219	"ENSG00000184208.12"	"C22orf46"	chr22	+	41693462	41698136	41693462	41693851	41693937	41698136	219	14	2			148	74	NA	NA	0.778		NA
220	"ENSG00000100395.15"	"L3MBTL2"	chr22	+	41217122	41219536	41217122	41217202	41219418	41219536	220	17	12			148	74	NA	NA	0.415		NA
221	"ENSG00000100395.15"	"L3MBTL2"	chr22	+	41227088	41227869	41227088	41227323	41227803	41227869	221	19	10			148	74	NA	NA	0.487		NA
222	"ENSG00000100359.21"	"SGSM3"	chr22	+	40407016	40407328	40407016	40407071	40407200	40407328	222	25	62			148	74	NA	NA	0.168		NA
223	"ENSG00000100359.21"	"SGSM3"	chr22	+	40407016	40407568	40407016	40407328	40407412	40407568	223	64	21			148	74	NA	NA	0.604		NA
224	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408793	40409372	40408793	40408842	40408932	40409372	224	37	52			148	74	NA	NA	0.262		NA
225	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408932	40409372	40408932	40409018	40409249	40409372	225	91	16			148	74	NA	NA	0.74		NA
226	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408793	40409372	40408793	40408842	40409339	40409372	226	82	1			148	74	NA	NA	0.976		NA
227	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408932	40409372	40408932	40409018	40409339	40409372	227	129	1			148	74	NA	NA	0.985		NA
228	"ENSG00000239900.14"	"ADSL"	chr22	+	40349831	40353117	40349831	40350035	40353072	40353117	228	51	47			148	74	NA	NA	0.352		NA
229	"ENSG00000239900.14"	"ADSL"	chr22	+	40358863	40359306	40358863	40359035	40359259	40359306	229	41	47			148	74	NA	NA	0.304		NA
230	"ENSG00000239900.14"	"ADSL"	chr22	+	40360401	40361342	40360401	40360492	40361087	40361342	230	28	5			148	74	NA	NA	0.737		NA
231	"ENSG00000239900.14"	"ADSL"	chr22	+	40360401	40361342	40360401	40360492	40361272	40361342	231	35	101			148	74	NA	NA	0.148		NA
232	"ENSG00000239900.14"	"ADSL"	chr22	+	40361272	40363071	40361272	40361342	40361487	40363071	232	32	76			148	74	NA	NA	0.174		NA
233	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40361487	40361635	40362980	40363071	233	26	67			148	74	NA	NA	0.163		NA
234	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40361487	40361666	40362980	40363071	234	26	5			148	74	NA	NA	0.722		NA
235	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40361487	40361677	40362980	40363071	235	25	0			148	74	NA	NA	1.0		NA
236	"ENSG00000128272.18"	"ATF4"	chr22	+	39521353	39521671	39521353	39521475	39521562	39521671	236	1455	50			148	74	NA	NA	0.936		NA
237	"ENSG00000100316.16"	"RPL3"	chr22	-	39312883	39313310	39312883	39312984	39313190	39313310	237	41	1959			148	74	NA	NA	0.01		NA
238	"ENSG00000100316.16"	"RPL3"	chr22	-	39313190	39314208	39313190	39313310	39314106	39314208	238	64	184			148	74	NA	NA	0.148		NA
239	"ENSG00000100201.23"	"DDX17"	chr22	-	38487878	38492115	38487878	38488115	38492055	38492115	239	587	64			148	74	NA	NA	0.821		NA
244	"ENSG00000100055.21"	"CYTH4"	chr22	+	37311455	37312174	37311455	37311527	37312019	37312174	244	52	91			148	74	NA	NA	0.222		NA
245	"ENSG00000100365.16"	"NCF4"	chr22	+	36875652	36876094	36875652	36875783	36876028	36876094	245	10	23			148	74	NA	NA	0.179		NA
246	"ENSG00000100365.16"	"NCF4"	chr22	+	36875652	36876094	36875652	36875787	36876028	36876094	246	10	0			148	74	NA	NA	1.0		NA
248	"ENSG00000100353.18"	"EIF3D"	chr22	-	36525663	36526131	36525663	36525709	36525998	36526131	248	31	253			148	74	NA	NA	0.058		NA
253	"ENSG00000128284.19"	"APOL3"	chr22	-	36145472	36145599	36145472	36145499	36145576	36145599	253	187	0			148	74	NA	NA	1.0		NA
