ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
63	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73962734	73962801	73944583	73944662	73998767	73998844	63	36	1			148	141	NA	NA	0.972		NA
64	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73984443	73984541	73944583	73944662	73998767	73998844	64	36	1			148	148	NA	NA	0.973		NA
65	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73994839	73994961	73944583	73944662	73998767	73998844	65	36	21			148	148	NA	NA	0.632		NA
66	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73994863	73994961	73944583	73944662	73998767	73998844	66	36	13			148	148	NA	NA	0.735		NA
67	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73962734	73962801	73944583	73944662	73999354	74000496	67	36	1			148	141	NA	NA	0.972		NA
68	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73994839	73994961	73944583	73944662	73999354	74000496	68	36	8			148	148	NA	NA	0.818		NA
69	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73998767	73998844	73944583	73944662	73999354	74000496	69	36	3			148	148	NA	NA	0.923		NA
72	"ENSG00000225470.8"	"JPX"	chrX	+	73962730	73962801	73994839	73994961	73944583	73944662	73998767	73998844	72	0	21			145	148	NA	NA	0.0		NA
73	"ENSG00000225470.8"	"JPX"	chrX	+	73962730	73962801	73994863	73994961	73944583	73944662	73998767	73998844	73	0	13			145	148	NA	NA	0.0		NA
74	"ENSG00000225470.8"	"JPX"	chrX	+	73962730	73962801	73994839	73994961	73946998	73947374	73998767	73998844	74	0	13			145	148	NA	NA	0.0		NA
77	"ENSG00000225470.8"	"JPX"	chrX	+	73962734	73962801	73994839	73994961	73944583	73944662	73998767	73998844	77	1	21			141	148	NA	NA	0.048		NA
78	"ENSG00000225470.8"	"JPX"	chrX	+	73962734	73962801	73994863	73994961	73944583	73944662	73998767	73998844	78	1	13			141	148	NA	NA	0.075		NA
81	"ENSG00000225470.8"	"JPX"	chrX	+	73962734	73962801	73994839	73994961	73946998	73947374	73998767	73998844	81	0	13			141	148	NA	NA	0.0		NA
82	"ENSG00000225470.8"	"JPX"	chrX	+	73984443	73984541	73994839	73994961	73944583	73944662	73998767	73998844	82	1	21			148	148	NA	NA	0.045		NA
83	"ENSG00000225470.8"	"JPX"	chrX	+	73984443	73984541	73994863	73994961	73944583	73944662	73998767	73998844	83	1	13			148	148	NA	NA	0.071		NA
84	"ENSG00000225470.8"	"JPX"	chrX	+	73994839	73994961	73998767	73998844	73944583	73944662	73998953	74000496	84	8	12			148	148	NA	NA	0.4		NA
85	"ENSG00000225470.8"	"JPX"	chrX	+	73994839	73994961	73998767	73998844	73944583	73944662	73999354	74000496	85	8	3			148	148	NA	NA	0.727		NA
87	"ENSG00000147099.21"	"HDAC8"	chrX	-	72490928	72491006	72495155	72495268	72488932	72489041	72567888	72568030	87	28	31			148	148	NA	NA	0.475		NA
88	"ENSG00000147099.21"	"HDAC8"	chrX	-	72495155	72495268	72567888	72568030	72490928	72491006	72568753	72568884	88	29	32			148	148	NA	NA	0.475		NA
89	"ENSG00000147099.21"	"HDAC8"	chrX	-	72567888	72568030	72568753	72568884	72495155	72495268	72572056	72572109	89	25	27			148	148	NA	NA	0.481		NA
90	"ENSG00000147162.14"	"OGT"	chrX	+	71562846	71563017	71563129	71563246	71561774	71561900	71563328	71563499	90	400	537			148	148	NA	NA	0.427		NA
91	"ENSG00000147133.17"	"TAF1"	chrX	+	71388236	71388378	71388737	71388868	71387260	71387461	71389584	71389665	91	44	62			148	148	NA	NA	0.415		NA
92	"ENSG00000184634.17"	"MED12"	chrX	+	71120013	71120170	71120970	71121152	71119685	71119877	71121326	71121437	92	83	129			148	148	NA	NA	0.392		NA
93	"ENSG00000184634.17"	"MED12"	chrX	+	71125350	71125495	71125662	71125713	71124975	71125146	71126035	71126154	93	52	82			148	125	NA	NA	0.349		NA
94	"ENSG00000001497.18"	"LAS1L"	chrX	-	65520701	65520817	65522430	65522493	65517986	65518465	65523559	65523707	94	9	3			137	148	NA	NA	0.764		NA
99	"ENSG00000235437.9"	"LINC01278"	chrX	-	63509943	63510079	63516909	63517082	63432363	63432491	63560831	63561071	99	13	5			148	148	NA	NA	0.722		NA
100	"ENSG00000158578.21"	"ALAS2"	chrX	-	55014746	55015015	55015577	55015742	55013485	55013648	55017485	55017665	100	67	43			148	148	NA	NA	0.609		NA
101	"ENSG00000067445.22"	"TRO"	chrX	+	54922577	54923768	54923829	54923946	54922217	54922291	54924450	54924555	101	11	0			148	148	NA	NA	1.0		NA
102	"ENSG00000130119.17"	"GNL3L"	chrX	+	54551567	54551742	54551831	54551974	54550962	54551050	54552291	54552428	102	156	114			148	148	NA	NA	0.578		NA
103	"ENSG00000172943.21"	"PHF8"	chrX	-	53995692	53995782	53999869	53999961	53992735	53992839	54002154	54002261	103	46	16			148	148	NA	NA	0.742		NA
104	"ENSG00000126012.13"	"KDM5C"	chrX	-	53218275	53218398	53220838	53220916	53217795	53217966	53224739	53225422	104	120	230			148	148	NA	NA	0.343		NA
105	"ENSG00000147050.17"	"KDM6A"	chrX	+	44961283	44961392	44974665	44974715	44873923	44873987	45010960	45011019	105	32	34			148	124	NA	NA	0.441		NA
106	"ENSG00000147050.17"	"KDM6A"	chrX	+	45060021	45060156	45060608	45060764	45059246	45059466	45061323	45061419	106	20	72			148	148	NA	NA	0.217		NA
107	"ENSG00000147050.17"	"KDM6A"	chrX	+	45089742	45089930	45106541	45106713	45083459	45083608	45107409	45107536	107	3	7			148	148	NA	NA	0.3		NA
108	"ENSG00000147050.17"	"KDM6A"	chrX	+	45090722	45090864	45107409	45107536	45089742	45089930	45110078	45110249	108	54	57			148	148	NA	NA	0.486		NA
109	"ENSG00000147050.17"	"KDM6A"	chrX	+	45106541	45107536	45110078	45110249	45090722	45090864	45111381	45112325	109	21	61			148	148	NA	NA	0.256		NA
110	"ENSG00000147050.17"	"KDM6A"	chrX	+	45107409	45107536	45110078	45110249	45090722	45090864	45111381	45112158	110	41	61			148	148	NA	NA	0.402		NA
111	"ENSG00000147044.23"	"CASK"	chrX	-	41553718	41553915	41557031	41557100	41542690	41542806	41559778	41559847	111	8	15			143	148	NA	NA	0.356		NA
112	"ENSG00000147044.23"	"CASK"	chrX	-	41555599	41555635	41557031	41557100	41553718	41553915	41559778	41559847	112	11	0			143	110	NA	NA	1.0		NA
113	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342736	41342836	41343215	41343351	41341483	41342653	41343736	41343822	113	650	510			148	148	NA	NA	0.56		NA
114	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342736	41342836	41343215	41343351	41342494	41342653	41344029	41344128	114	628	36			148	148	NA	NA	0.946		NA
115	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343215	41343351	41343736	41343822	41342736	41342836	41344029	41344128	115	518	403			148	148	NA	NA	0.562		NA
116	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343736	41343822	41344029	41344128	41343215	41343351	41344238	41344399	116	507	662			148	148	NA	NA	0.434		NA
117	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347012	41347314	41347451	41346228	41346622	41347639	41347694	117	792	431			148	148	NA	NA	0.648		NA
118	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347012	41347311	41347451	41346493	41346622	41347639	41349867	118	792	490			148	148	NA	NA	0.618		NA
119	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347012	41347314	41347454	41346504	41346622	41347639	41349884	119	792	9			148	148	NA	NA	0.989		NA
120	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41347451	41347639	41347915	41346504	41346622	41357832	41358000	120	67	31			148	148	NA	NA	0.684		NA
121	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41347451	41347639	41347915	41346504	41346622	41364273	41364472	121	67	31			148	148	NA	NA	0.684		NA
122	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41347451	41347639	41347915	41346858	41347012	41357832	41358000	122	299	62			148	148	NA	NA	0.828		NA
123	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41347451	41347639	41347915	41346858	41347012	41364273	41364472	123	299	62			148	148	NA	NA	0.828		NA
124	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347639	41347915	41357832	41357939	41347311	41347451	41364273	41364472	124	423	0			148	148	NA	NA	1.0		NA
125	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347639	41347915	41357832	41358000	41347311	41347451	41364273	41364472	125	423	0			148	148	NA	NA	1.0		NA
126	"ENSG00000124486.14"	"USP9X"	chrX	+	41162789	41162877	41165871	41166214	41152947	41153081	41167481	41167577	126	218	182			148	148	NA	NA	0.545		NA
127	"ENSG00000124486.14"	"USP9X"	chrX	+	41186516	41186642	41187991	41188117	41184396	41184675	41189308	41189475	127	200	175			148	148	NA	NA	0.533		NA
128	"ENSG00000124486.14"	"USP9X"	chrX	+	41186516	41186642	41189308	41189475	41184396	41184675	41196250	41196359	128	190	204			148	148	NA	NA	0.482		NA
129	"ENSG00000124486.14"	"USP9X"	chrX	+	41201059	41201280	41205302	41205493	41198527	41198750	41210508	41210682	129	195	126			148	148	NA	NA	0.607		NA
130	"ENSG00000124486.14"	"USP9X"	chrX	+	41205302	41205493	41210508	41210682	41201059	41201280	41214567	41214709	130	124	167			148	148	NA	NA	0.426		NA
131	"ENSG00000124486.14"	"USP9X"	chrX	+	41219101	41219231	41223216	41223402	41218371	41218597	41224741	41224962	131	99	183			148	148	NA	NA	0.351		NA
132	"ENSG00000124486.14"	"USP9X"	chrX	+	41225048	41225137	41229252	41229409	41224741	41224962	41229566	41229779	132	150	100			148	148	NA	NA	0.6		NA
136	"ENSG00000156313.15"	"RPGR"	chrX	-	38287093	38287245	38287860	38288041	38276586	38276772	38290958	38291024	136	14	4			148	148	NA	NA	0.778		NA
137	"ENSG00000156313.15"	"RPGR"	chrX	-	38287093	38287245	38287864	38288041	38276586	38276772	38290958	38291024	137	14	4			148	148	NA	NA	0.778		NA
138	"ENSG00000156313.15"	"RPGR"	chrX	-	38321026	38321089	38322852	38322945	38318828	38318987	38323398	38323524	138	17	8			148	137	NA	NA	0.663		NA
139	"ENSG00000044446.12"	"PHKA2"	chrX	-	18943709	18943808	18945077	18945158	18941528	18941675	18948743	18948826	139	53	63			148	148	NA	NA	0.457		NA
140	"ENSG00000102054.18"	"RBBP7"	chrX	-	16852415	16852550	16852550	16852628	16852045	16852122	16852748	16852875	140	465	11			148	148	NA	NA	0.977		NA
144	"ENSG00000254413.8"	"CHKB-CPT1B"	chr22	-	50579726	50579830	50579973	50580082	50579425	50579507	50580189	50580416	144	139	203			148	148	NA	NA	0.406		NA
145	"ENSG00000100239.16"	"PPP6R2"	chr22	+	50388985	50389111	50391866	50392015	50372071	50372150	50393892	50394135	145	15	13			148	148	NA	NA	0.536		NA
146	"ENSG00000196576.16"	"PLXNB2"	chr22	-	50289516	50290597	50294718	50294778	50288959	50289142	50307552	50307646	146	7	53			134	148	NA	NA	0.127		NA
147	"ENSG00000188130.14"	"MAPK12"	chr22	-	50248661	50248751	50248830	50248890	50248365	50248472	50249102	50249454	147	46	57			134	148	NA	NA	0.471		NA
148	"ENSG00000188130.14"	"MAPK12"	chr22	-	50248661	50248751	50249102	50249454	50248365	50248472	50249634	50249703	148	69	54			148	148	NA	NA	0.561		NA
149	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50233315	50233526	50240203	50240367	50229403	50229577	50243718	50244971	149	101	56			148	148	NA	NA	0.643		NA
150	"ENSG00000184164.15"	"CRELD2"	chr22	+	49923233	49923317	49924359	49924455	49922611	49922707	49925416	49925557	150	24	41			148	148	NA	NA	0.369		NA
151	"ENSG00000100425.19"	"BRD1"	chr22	-	49804203	49804360	49822950	49824331	49798987	49799119	49827496	49827873	151	24	43			148	148	NA	NA	0.358		NA
156	"ENSG00000054611.14"	"TBC1D22A"	chr22	+	46797443	46797620	46878652	46878723	46793500	46793841	46891265	46891394	156	60	108			148	145	NA	NA	0.352		NA
157	"ENSG00000054611.14"	"TBC1D22A"	chr22	+	46913333	46913446	46974289	46974399	46912073	46912188	46997633	46997709	157	5	137			148	148	NA	NA	0.035		NA
158	"ENSG00000102043.16"	"MTMR8"	chrX	-	64343610	64343720	64345044	64345177	64337267	64337393	64348659	64348794	158	5	9			148	148	NA	NA	0.357		NA
159	"ENSG00000188677.15"	"PARVB"	chr22	+	44147860	44147922	44151482	44151551	44140123	44140143	44157981	44158083	159	139	215			136	143	NA	NA	0.405		NA
160	"ENSG00000100347.15"	"SAMM50"	chr22	+	43963069	43963226	43963285	43963396	43955441	43955598	43964451	43964553	160	0	144			148	148	NA	NA	0.0		NA
162	"ENSG00000242247.11"	"ARFGAP3"	chr22	-	42834241	42834325	42835361	42835493	42831548	42831636	42840943	42841016	162	120	117			148	148	NA	NA	0.506		NA
163	"ENSG00000242247.11"	"ARFGAP3"	chr22	-	42835361	42835493	42840943	42841016	42834241	42834325	42847513	42847632	163	94	118			147	148	NA	NA	0.445		NA
165	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627604	42627688	42628151	42628281	42627303	42627389	42630881	42630988	165	237	175			148	148	NA	NA	0.575		NA
166	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42631377	42631450	42636584	42636598	42630881	42630988	42636714	42636846	166	2	309			88	147	NA	NA	0.011		NA
167	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42631377	42631468	42636584	42636598	42630881	42630988	42636714	42636846	167	2	178			88	148	NA	NA	0.019		NA
168	"ENSG00000189306.11"	"RRP7A"	chr22	-	42514105	42514304	42514681	42514779	42508343	42512995	42515150	42515268	168	80	61			148	148	NA	NA	0.567		NA
169	"ENSG00000189306.11"	"RRP7A"	chr22	-	42514681	42514779	42515150	42515268	42514105	42514304	42516010	42516136	169	73	41			148	148	NA	NA	0.64		NA
170	"ENSG00000100401.20"	"RANGAP1"	chr22	-	41261445	41261580	41264663	41264843	41257947	41258106	41268096	41268156	170	103	106			148	148	NA	NA	0.493		NA
171	"ENSG00000100393.14"	"EP300"	chr22	+	41141047	41141222	41146738	41146816	41140139	41140257	41147836	41147946	171	399	238			148	148	NA	NA	0.626		NA
172	"ENSG00000100393.14"	"EP300"	chr22	+	41149037	41149175	41149760	41150198	41147836	41147946	41151832	41152012	172	279	185			148	148	NA	NA	0.601		NA
173	"ENSG00000100393.14"	"EP300"	chr22	+	41169502	41169616	41170405	41170571	41168720	41168867	41172498	41172663	173	217	249			148	148	NA	NA	0.466		NA
174	"ENSG00000100393.14"	"EP300"	chr22	+	41170405	41170571	41172498	41172663	41169502	41169616	41173622	41173784	174	227	217			148	148	NA	NA	0.511		NA
175	"ENSG00000100387.9"	"RBX1"	chr22	+	40953554	40953633	40967798	40967884	40951377	40951476	40972475	40973309	175	87	130			148	148	NA	NA	0.401		NA
177	"ENSG00000100372.15"	"SLC25A17"	chr22	-	40792524	40792676	40794513	40794580	40779008	40779125	40799022	40799083	177	11	27			141	148	NA	NA	0.3		NA
178	"ENSG00000196588.21"	"MRTFA"	chr22	-	40423535	40423685	40424205	40424381	40420846	40421100	40429605	40429767	178	79	39			148	148	NA	NA	0.669		NA
179	"ENSG00000239900.14"	"ADSL"	chr22	+	40349831	40350035	40353072	40353117	40346499	40346711	40354247	40354327	179	104	106			148	119	NA	NA	0.441		NA
180	"ENSG00000239900.14"	"ADSL"	chr22	+	40353072	40353117	40353332	40353419	40349831	40350035	40354247	40354327	180	221	0			119	148	NA	NA	1.0		NA
181	"ENSG00000239900.14"	"ADSL"	chr22	+	40353072	40353117	40354247	40354327	40349831	40350035	40358863	40359035	181	88	173			119	148	NA	NA	0.387		NA
183	"ENSG00000100206.11"	"DMC1"	chr22	-	38552665	38552707	38555356	38555409	38549497	38549997	38562286	38562369	183	13	1			127	116	NA	NA	0.922		NA
184	"ENSG00000184381.20"	"PLA2G6"	chr22	-	38139981	38140169	38143104	38143288	38134987	38135084	38145437	38145653	184	17	52			148	148	NA	NA	0.246		NA
185	"ENSG00000100129.18"	"EIF3L"	chr22	+	37855564	37855644	37858678	37858740	37851279	37851490	37862968	37863038	185	921	908			148	136	NA	NA	0.482		NA
186	"ENSG00000100129.18"	"EIF3L"	chr22	+	37877673	37878171	37886764	37886845	37875840	37876011	37888425	37888479	186	845	750			148	148	NA	NA	0.53		NA
187	"ENSG00000100055.21"	"CYTH4"	chr22	+	37300906	37301019	37303253	37303402	37299225	37299306	37309211	37309323	187	61	74			148	148	NA	NA	0.452		NA
188	"ENSG00000100055.21"	"CYTH4"	chr22	+	37310987	37311064	37311455	37311527	37309211	37309323	37312019	37312174	188	65	64			148	146	NA	NA	0.5		NA
189	"ENSG00000114374.13"	"USP9Y"	chrY	+	12702009	12702055	12709387	12709543	12686512	12686606	12720588	12720737	189	20	31			120	148	NA	NA	0.443		NA
190	"ENSG00000114374.13"	"USP9Y"	chrY	+	12837910	12838052	12839863	12840614	12833687	12833861	12841009	12841133	190	46	15			148	148	NA	NA	0.754		NA
192	"ENSG00000100320.23"	"RBFOX2"	chr22	-	35752612	35752655	35756104	35756144	35746472	35746561	35759887	35760020	192	22	0			114	117	NA	NA	1.0		NA
199	"ENSG00000100225.18"	"FBXO7"	chr22	+	32478980	32479275	32483896	32484124	32475256	32475398	32485067	32485209	199	46	508			148	148	NA	NA	0.083		NA
200	"ENSG00000100225.18"	"FBXO7"	chr22	+	32479132	32479275	32483896	32484124	32475236	32475398	32485067	32485209	200	50	508			148	148	NA	NA	0.09		NA
201	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31821501	31821637	31822692	31822790	31819021	31819225	31833914	31833980	201	14	13			148	148	NA	NA	0.519		NA
202	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31821501	31821637	31831063	31831225	31819021	31819225	31833914	31833980	202	14	0			148	148	NA	NA	1.0		NA
203	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31822692	31822790	31831063	31831225	31819021	31819225	31833914	31833980	203	13	0			148	148	NA	NA	1.0		NA
204	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31822692	31822790	31833914	31833980	31821501	31821637	31836971	31837155	204	15	12			148	140	NA	NA	0.542		NA
205	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31876086	31876265	31879524	31879752	31874272	31874405	31893581	31893751	205	3	18			148	148	NA	NA	0.143		NA
206	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31876156	31876265	31879524	31879752	31874272	31874405	31893581	31893751	206	18	18			148	148	NA	NA	0.5		NA
207	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31895358	31895954	31897481	31897653	31893581	31893751	31901741	31901802	207	15	16			148	148	NA	NA	0.484		NA
208	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31897481	31897653	31901741	31901802	31893581	31893751	31905983	31906066	208	5	10			148	135	NA	NA	0.313		NA
209	"ENSG00000198089.16"	"SFI1"	chr22	+	31528689	31528863	31531057	31531129	31508254	31508376	31546860	31546971	209	87	62			148	146	NA	NA	0.581		NA
210	"ENSG00000198089.16"	"SFI1"	chr22	+	31556941	31557059	31561289	31561392	31550253	31550348	31573057	31573214	210	69	71			148	148	NA	NA	0.493		NA
211	"ENSG00000198089.16"	"SFI1"	chr22	+	31602606	31602785	31603743	31603819	31589446	31589577	31604308	31604404	211	11	31			148	148	NA	NA	0.262		NA
212	"ENSG00000198089.16"	"SFI1"	chr22	+	31602606	31602785	31604868	31606430	31589446	31589577	31607936	31608033	212	1	31			148	148	NA	NA	0.031		NA
213	"ENSG00000198089.16"	"SFI1"	chr22	+	31602606	31602785	31606327	31606430	31589446	31589577	31607936	31608033	213	1	38			148	148	NA	NA	0.026		NA
214	"ENSG00000198089.16"	"SFI1"	chr22	+	31603743	31603819	31604308	31604404	31589446	31589577	31604868	31604945	214	2	43			148	148	NA	NA	0.044		NA
215	"ENSG00000198089.16"	"SFI1"	chr22	+	31604308	31604404	31604868	31604945	31603743	31603819	31606327	31606430	215	33	20			148	148	NA	NA	0.623		NA
216	"ENSG00000184708.18"	"EIF4ENIF1"	chr22	-	31462931	31463133	31463680	31463967	31458474	31458650	31468174	31468302	216	22	16			148	148	NA	NA	0.579		NA
217	"ENSG00000100003.18"	"SEC14L2"	chr22	+	30407414	30407603	30409186	30409282	30406341	30406385	30409425	30409486	217	4	29			148	148	NA	NA	0.121		NA
218	"ENSG00000100003.18"	"SEC14L2"	chr22	+	30415758	30415865	30415947	30416087	30410595	30410679	30416233	30416403	218	23	7			148	148	NA	NA	0.767		NA
