ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
83	"ENSG00000184634.17"	"MED12"	chrX	+	71129679	71130214	71129679	71129855	71130034	71130214	83	41	35			148	74	NA	NA	0.369		NA
84	"ENSG00000184634.17"	"MED12"	chrX	+	71132072	71132538	71132072	71132206	71132376	71132538	84	23	18			148	74	NA	NA	0.39		NA
85	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137383	71137557	71137635	85	22	7			148	74	NA	NA	0.611		NA
86	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137392	71137557	71137635	86	23	11			148	74	NA	NA	0.511		NA
87	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137383	71137560	71137635	87	23	1			148	74	NA	NA	0.92		NA
88	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137392	71137560	71137635	88	24	1			148	74	NA	NA	0.923		NA
89	"ENSG00000184634.17"	"MED12"	chrX	+	71137725	71137943	71137725	71137780	71137855	71137943	89	54	1			148	74	NA	NA	0.964		NA
90	"ENSG00000184634.17"	"MED12"	chrX	+	71141229	71141964	71141229	71141370	71141882	71141964	90	5	6			148	74	NA	NA	0.294		NA
92	"ENSG00000147168.13"	"IL2RG"	chrX	-	71110155	71110688	71110155	71110295	71110503	71110688	92	26	262			148	74	NA	NA	0.047		NA
95	"ENSG00000001497.18"	"LAS1L"	chrX	-	65517986	65522285	65517986	65518073	65520701	65522285	95	35	1			148	74	NA	NA	0.946		NA
96	"ENSG00000001497.18"	"LAS1L"	chrX	-	65517986	65522285	65517986	65518465	65520701	65522285	96	9	1			148	74	NA	NA	0.818		NA
97	"ENSG00000001497.18"	"LAS1L"	chrX	-	65520701	65522285	65520701	65520817	65521147	65522285	97	27	0			148	74	NA	NA	1.0		NA
98	"ENSG00000001497.18"	"LAS1L"	chrX	-	65520701	65523707	65520701	65520817	65523559	65523707	98	22	1			148	74	NA	NA	0.917		NA
99	"ENSG00000001497.18"	"LAS1L"	chrX	-	65522430	65523707	65522430	65522493	65523559	65523707	99	18	3			148	74	NA	NA	0.75		NA
100	"ENSG00000001497.18"	"LAS1L"	chrX	-	65522430	65523707	65522430	65522605	65523559	65523707	100	17	1			148	74	NA	NA	0.895		NA
101	"ENSG00000001497.18"	"LAS1L"	chrX	-	65522430	65523707	65522430	65522926	65523559	65523707	101	18	0			148	74	NA	NA	1.0		NA
102	"ENSG00000001497.18"	"LAS1L"	chrX	-	65523559	65524614	65523559	65523707	65524055	65524614	102	12	37			148	74	NA	NA	0.14		NA
103	"ENSG00000001497.18"	"LAS1L"	chrX	-	65523559	65524614	65523559	65523876	65524055	65524614	103	13	0			148	74	NA	NA	1.0		NA
104	"ENSG00000001497.18"	"LAS1L"	chrX	-	65524055	65524614	65524055	65524262	65524563	65524614	104	26	9			148	74	NA	NA	0.591		NA
105	"ENSG00000001497.18"	"LAS1L"	chrX	-	65528259	65529258	65528259	65528369	65528875	65529258	105	15	0			148	74	NA	NA	1.0		NA
106	"ENSG00000001497.18"	"LAS1L"	chrX	-	65528259	65529258	65528259	65528369	65528963	65529258	106	10	2			148	74	NA	NA	0.714		NA
107	"ENSG00000001497.18"	"LAS1L"	chrX	-	65528259	65529258	65528259	65528369	65529211	65529258	107	20	9			148	74	NA	NA	0.526		NA
115	"ENSG00000158578.21"	"ALAS2"	chrX	-	55020319	55020504	55020319	55020329	55020445	55020504	115	343	1			148	74	NA	NA	0.994		NA
119	"ENSG00000172943.21"	"PHF8"	chrX	-	53984913	53985949	53984913	53985227	53985815	53985949	119	15	23			148	74	NA	NA	0.246		NA
120	"ENSG00000126012.13"	"KDM5C"	chrX	-	53198489	53198888	53198489	53198637	53198763	53198888	120	231	107			148	74	NA	NA	0.519		NA
121	"ENSG00000126012.13"	"KDM5C"	chrX	-	53211496	53211906	53211496	53211655	53211786	53211906	121	23	148			148	74	NA	NA	0.072		NA
131	"ENSG00000068308.15"	"OTUD5"	chrX	-	48934463	48934867	48934463	48934612	48934695	48934867	131	39	3			148	74	NA	NA	0.867		NA
132	"ENSG00000068308.15"	"OTUD5"	chrX	-	48934463	48934867	48934463	48934612	48934710	48934867	132	38	114			148	74	NA	NA	0.143		NA
133	"ENSG00000126768.12"	"TIMM17B"	chrX	-	48893899	48894225	48893899	48894010	48894096	48894225	133	16	47			148	74	NA	NA	0.145		NA
134	"ENSG00000101940.18"	"WDR13"	chrX	+	48597491	48598037	48597491	48597614	48597957	48598037	134	19	8			148	74	NA	NA	0.543		NA
135	"ENSG00000102317.18"	"RBM3"	chrX	+	48575560	48576083	48575560	48575667	48575814	48576083	135	38	1			148	74	NA	NA	0.95		NA
136	"ENSG00000102317.18"	"RBM3"	chrX	+	48575560	48576083	48575560	48575667	48575921	48576083	136	47	1			148	74	NA	NA	0.959		NA
137	"ENSG00000126759.14"	"CFP"	chrX	-	47628101	47629674	47628101	47628277	47629523	47629674	137	4	36			148	74	NA	NA	0.053		NA
138	"ENSG00000102226.10"	"USP11"	chrX	+	47239350	47239907	47239350	47239481	47239789	47239907	138	6	16			148	74	NA	NA	0.158		NA
139	"ENSG00000102226.10"	"USP11"	chrX	+	47247071	47247419	47247071	47247221	47247303	47247419	139	17	52			148	74	NA	NA	0.14		NA
140	"ENSG00000102226.10"	"USP11"	chrX	+	47247303	47247699	47247303	47247419	47247610	47247699	140	24	29			148	74	NA	NA	0.293		NA
141	"ENSG00000102225.17"	"CDK16"	chrX	+	47225964	47226703	47225964	47226027	47226582	47226703	141	77	10			148	74	NA	NA	0.794		NA
142	"ENSG00000102225.17"	"CDK16"	chrX	+	47226993	47227223	47226993	47227099	47227159	47227223	142	38	2			134	74	NA	NA	0.913		NA
143	"ENSG00000102225.17"	"CDK16"	chrX	+	47226993	47227223	47226993	47227099	47227180	47227223	143	37	65			148	74	NA	NA	0.222		NA
144	"ENSG00000102225.17"	"CDK16"	chrX	+	47228566	47228990	47228566	47228644	47228730	47228990	144	40	92			148	74	NA	NA	0.179		NA
145	"ENSG00000147050.17"	"KDM6A"	chrX	+	45062646	45063817	45062646	45062748	45063421	45063817	145	7	91			148	74	NA	NA	0.037		NA
146	"ENSG00000147050.17"	"KDM6A"	chrX	+	45069578	45070357	45069578	45070028	45070119	45070357	146	366	9			148	74	NA	NA	0.953		NA
147	"ENSG00000147050.17"	"KDM6A"	chrX	+	45069578	45076826	45069578	45070357	45076696	45076826	147	16	98			148	74	NA	NA	0.075		NA
148	"ENSG00000147050.17"	"KDM6A"	chrX	+	45082575	45082789	45082575	45082640	45082714	45082789	148	13	88			148	74	NA	NA	0.069		NA
149	"ENSG00000147050.17"	"KDM6A"	chrX	+	45082575	45083608	45082575	45082789	45083459	45083608	149	3	69			148	74	NA	NA	0.021		NA
150	"ENSG00000147050.17"	"KDM6A"	chrX	+	45106541	45107536	45106541	45106649	45107409	45107536	150	50	13			148	74	NA	NA	0.658		NA
151	"ENSG00000147050.17"	"KDM6A"	chrX	+	45106541	45107536	45106541	45106713	45107409	45107536	151	33	7			148	74	NA	NA	0.702		NA
153	"ENSG00000215301.11"	"DDX3X"	chrX	+	41333347	41334297	41333347	41333699	41334125	41334297	153	16	0			148	74	NA	NA	1.0		NA
154	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41337407	41337465	41337690	41339083	154	59	3			148	74	NA	NA	0.908		NA
155	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41337407	41337465	41339035	41339083	155	27	220			148	74	NA	NA	0.058		NA
156	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337690	41339083	41337690	41338912	41339035	41339083	156	23	0			148	74	NA	NA	1.0		NA
157	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41337407	41337465	41339038	41339083	157	41	13			148	74	NA	NA	0.612		NA
158	"ENSG00000215301.11"	"DDX3X"	chrX	+	41341483	41342653	41341483	41341616	41342494	41342653	158	27	343			148	74	NA	NA	0.038		NA
159	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342494	41342836	41342494	41342653	41342736	41342836	159	151	331			148	74	NA	NA	0.186		NA
160	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343215	41344128	41343215	41343351	41343736	41344128	160	57	284			148	74	NA	NA	0.091		NA
161	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342736	41344128	41342736	41342836	41344029	41344128	161	44	3			148	74	NA	NA	0.88		NA
162	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343215	41344128	41343215	41343351	41344029	41344128	162	50	10			148	74	NA	NA	0.714		NA
163	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343736	41344128	41343736	41343822	41344029	41344128	163	55	205			148	74	NA	NA	0.118		NA
164	"ENSG00000215301.11"	"DDX3X"	chrX	+	41345179	41345548	41345179	41345324	41345403	41345548	164	31	517			148	74	NA	NA	0.029		NA
165	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346228	41346622	41346228	41346410	41346493	41346622	165	17	1			148	74	NA	NA	0.895		NA
166	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346228	41346622	41346228	41346410	41346504	41346622	166	17	445			148	74	NA	NA	0.019		NA
167	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347451	41346858	41347012	41347311	41347451	167	39	206			148	74	NA	NA	0.086		NA
168	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347451	41346858	41347012	41347314	41347451	168	40	142			148	74	NA	NA	0.123		NA
169	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41349886	41347311	41347451	41347639	41349886	169	64	315			148	74	NA	NA	0.092		NA
171	"ENSG00000156313.15"	"RPGR"	chrX	-	38287093	38288041	38287093	38287245	38287860	38288041	171	8	10			148	74	NA	NA	0.286		NA
175	"ENSG00000102054.18"	"RBBP7"	chrX	-	16845827	16849301	16845827	16845938	16849243	16849301	175	8	124			148	74	NA	NA	0.031		NA
176	"ENSG00000165195.16"	"PIGA"	chrX	-	15324664	15325152	15324664	15324871	15325019	15325152	176	40	35			148	74	NA	NA	0.364		NA
177	"ENSG00000165195.16"	"PIGA"	chrX	-	15331215	15331992	15331215	15331299	15331873	15331992	177	90	1			148	74	NA	NA	0.978		NA
178	"ENSG00000046651.16"	"OFD1"	chrX	+	13736477	13736678	13736477	13736545	13736655	13736678	178	32	0			148	74	NA	NA	1.0		NA
179	"ENSG00000046651.16"	"OFD1"	chrX	+	13753367	13755242	13753367	13753441	13755150	13755242	179	9	12			148	74	NA	NA	0.273		NA
180	"ENSG00000046651.16"	"OFD1"	chrX	+	13757659	13760720	13757659	13757790	13758336	13760720	180	8	11			148	74	NA	NA	0.267		NA
181	"ENSG00000046651.16"	"OFD1"	chrX	+	13757659	13760720	13757659	13757790	13760114	13760720	181	14	2			148	74	NA	NA	0.778		NA
182	"ENSG00000046651.16"	"OFD1"	chrX	+	13758336	13760720	13758336	13758448	13760114	13760720	182	10	19			148	74	NA	NA	0.208		NA
183	"ENSG00000046651.16"	"OFD1"	chrX	+	13767126	13768224	13767126	13767284	13768053	13768224	183	5	10			148	74	NA	NA	0.2		NA
185	"ENSG00000005302.19"	"MSL3"	chrX	+	11759633	11759875	11759633	11759712	11759792	11759875	185	11	1			148	74	NA	NA	0.846		NA
187	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11765729	11763779	11763938	11765466	11765729	187	80	14			148	74	NA	NA	0.741		NA
188	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11765729	11763779	11763938	11765469	11765729	188	78	0			148	74	NA	NA	1.0		NA
189	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11765729	11763779	11763938	11765521	11765729	189	69	0			148	74	NA	NA	1.0		NA
190	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11768682	11763779	11765729	11768572	11768682	190	9	15			148	74	NA	NA	0.231		NA
191	"ENSG00000005302.19"	"MSL3"	chrX	+	11766960	11768682	11766960	11767169	11768621	11768682	191	25	0			148	74	NA	NA	1.0		NA
195	"ENSG00000100299.18"	"ARSA"	chr22	-	50627555	50628170	50627555	50627792	50627945	50628170	195	9	4			148	74	NA	NA	0.529		NA
196	"ENSG00000025708.14"	"TYMP"	chr22	-	50526000	50526476	50526000	50526141	50526245	50526476	196	8	12			148	74	NA	NA	0.25		NA
198	"ENSG00000025770.19"	"NCAPH2"	chr22	+	50523016	50523472	50523016	50523166	50523234	50523472	198	15	30			142	74	NA	NA	0.207		NA
199	"ENSG00000205593.12"	"DENND6B"	chr22	-	50313813	50314272	50313813	50313878	50314206	50314272	199	23	16			148	74	NA	NA	0.418		NA
200	"ENSG00000205593.12"	"DENND6B"	chr22	-	50316024	50316475	50316024	50316087	50316369	50316475	200	11	1			148	74	NA	NA	0.846		NA
201	"ENSG00000196576.16"	"PLXNB2"	chr22	-	50281359	50281742	50281359	50281499	50281565	50281742	201	26	24			140	74	NA	NA	0.364		NA
202	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50217917	50218402	50217917	50218117	50218188	50218402	202	120	6			145	74	NA	NA	0.911		NA
203	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50219287	50219791	50219287	50219456	50219643	50219791	203	73	14			148	74	NA	NA	0.723		NA
204	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50219956	50221874	50219956	50220015	50220191	50221874	204	24	0			148	74	NA	NA	1.0		NA
205	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50219956	50221874	50219956	50220015	50220250	50221874	205	28	15			148	74	NA	NA	0.483		NA
206	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50219956	50221874	50219956	50220015	50221274	50221874	206	33	0			148	74	NA	NA	1.0		NA
207	"ENSG00000170638.10"	"TRABD"	chr22	+	50197822	50198186	50197822	50197995	50198074	50198186	207	160	25			148	74	NA	NA	0.762		NA
210	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627303	42627688	42627303	42627389	42627604	42627688	210	31	124			148	74	NA	NA	0.111		NA
211	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627303	42627688	42627303	42627431	42627604	42627688	211	29	0			148	74	NA	NA	1.0		NA
212	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627303	42628281	42627303	42627389	42628151	42628281	212	26	0			148	74	NA	NA	1.0		NA
213	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627303	42628281	42627303	42627688	42628151	42628281	213	14	145			148	74	NA	NA	0.046		NA
214	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42630881	42631450	42630881	42630988	42631377	42631450	214	11	148			148	74	NA	NA	0.036		NA
215	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42636584	42636846	42636584	42636598	42636714	42636846	215	13	7			148	74	NA	NA	0.481		NA
217	"ENSG00000172250.17"	"SERHL"	chr22	+	42510630	42511927	42510630	42510724	42511815	42511927	217	47	5			148	74	NA	NA	0.825		NA
222	"ENSG00000100395.15"	"L3MBTL2"	chr22	+	41217122	41219536	41217122	41217202	41219418	41219536	222	14	7			148	74	NA	NA	0.5		NA
223	"ENSG00000100395.15"	"L3MBTL2"	chr22	+	41227088	41227869	41227088	41227323	41227803	41227869	223	5	12			148	74	NA	NA	0.172		NA
224	"ENSG00000100359.21"	"SGSM3"	chr22	+	40407016	40407328	40407016	40407071	40407200	40407328	224	8	27			148	74	NA	NA	0.129		NA
225	"ENSG00000100359.21"	"SGSM3"	chr22	+	40407016	40407568	40407016	40407328	40407412	40407568	225	32	11			148	74	NA	NA	0.593		NA
226	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408793	40409372	40408793	40408842	40408932	40409372	226	28	15			148	74	NA	NA	0.483		NA
227	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408932	40409372	40408932	40409018	40409249	40409372	227	34	8			148	74	NA	NA	0.68		NA
228	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408932	40409372	40408932	40409018	40409339	40409372	228	50	0			148	74	NA	NA	1.0		NA
229	"ENSG00000239900.14"	"ADSL"	chr22	+	40349831	40353117	40349831	40350035	40353072	40353117	229	24	35			148	74	NA	NA	0.255		NA
230	"ENSG00000239900.14"	"ADSL"	chr22	+	40358863	40359306	40358863	40359035	40359259	40359306	230	31	39			148	74	NA	NA	0.284		NA
231	"ENSG00000239900.14"	"ADSL"	chr22	+	40360401	40361342	40360401	40360492	40361087	40361342	231	20	2			148	74	NA	NA	0.833		NA
232	"ENSG00000239900.14"	"ADSL"	chr22	+	40360401	40361342	40360401	40360492	40361272	40361342	232	37	61			148	74	NA	NA	0.233		NA
233	"ENSG00000239900.14"	"ADSL"	chr22	+	40361272	40363071	40361272	40361342	40361487	40363071	233	23	51			148	74	NA	NA	0.184		NA
234	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40361487	40361635	40362980	40363071	234	19	56			148	74	NA	NA	0.145		NA
235	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40361487	40361666	40362980	40363071	235	14	5			148	74	NA	NA	0.583		NA
236	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40361487	40361677	40362980	40363071	236	14	0			148	74	NA	NA	1.0		NA
237	"ENSG00000128272.18"	"ATF4"	chr22	+	39521353	39521671	39521353	39521475	39521562	39521671	237	1549	67			148	74	NA	NA	0.92		NA
238	"ENSG00000100316.16"	"RPL3"	chr22	-	39312883	39313310	39312883	39312984	39313190	39313310	238	14	1618			148	74	NA	NA	0.004		NA
239	"ENSG00000100316.16"	"RPL3"	chr22	-	39313190	39314208	39313190	39313310	39314106	39314208	239	24	216			148	74	NA	NA	0.053		NA
240	"ENSG00000100201.23"	"DDX17"	chr22	-	38487878	38492115	38487878	38488115	38492055	38492115	240	129	22			148	74	NA	NA	0.746		NA
245	"ENSG00000100055.21"	"CYTH4"	chr22	+	37311455	37312174	37311455	37311527	37312019	37312174	245	14	15			148	74	NA	NA	0.318		NA
246	"ENSG00000100365.16"	"NCF4"	chr22	+	36875652	36876094	36875652	36875783	36876028	36876094	246	17	41			148	74	NA	NA	0.172		NA
247	"ENSG00000100365.16"	"NCF4"	chr22	+	36875652	36876094	36875652	36875787	36876028	36876094	247	19	0			148	74	NA	NA	1.0		NA
249	"ENSG00000100360.15"	"IFT27"	chr22	-	36775673	36776125	36775673	36775794	36776030	36776125	249	10	0			148	74	NA	NA	1.0		NA
250	"ENSG00000100353.18"	"EIF3D"	chr22	-	36525663	36526131	36525663	36525709	36525998	36526131	250	19	236			148	74	NA	NA	0.039		NA
255	"ENSG00000128284.19"	"APOL3"	chr22	-	36145472	36145599	36145472	36145499	36145576	36145599	255	12	0			148	74	NA	NA	1.0		NA
257	"ENSG00000100225.18"	"FBXO7"	chr22	+	32487744	32493281	32487744	32487828	32493104	32493281	257	79	89			148	74	NA	NA	0.307		NA
258	"ENSG00000241878.12"	"PISD"	chr22	-	31620995	31621472	31620995	31621142	31621333	31621472	258	14	34			148	74	NA	NA	0.171		NA
259	"ENSG00000241878.12"	"PISD"	chr22	-	31620995	31621885	31620995	31621142	31621648	31621885	259	25	2			148	74	NA	NA	0.862		NA
260	"ENSG00000241878.12"	"PISD"	chr22	-	31620995	31621885	31620995	31621472	31621648	31621885	260	27	29			148	74	NA	NA	0.318		NA
261	"ENSG00000198089.16"	"SFI1"	chr22	+	31604868	31606430	31604868	31604945	31606327	31606430	261	10	3			148	74	NA	NA	0.625		NA
262	"ENSG00000198089.16"	"SFI1"	chr22	+	31618114	31618547	31618114	31618226	31618313	31618547	262	7	3			148	74	NA	NA	0.538		NA
266	"ENSG00000167065.14"	"DUSP18"	chr22	-	30661444	30664080	30661444	30663728	30663838	30664080	266	14	1			148	74	NA	NA	0.875		NA
267	"ENSG00000100003.18"	"SEC14L2"	chr22	+	30415758	30416087	30415758	30415865	30415947	30416087	267	12	20			148	74	NA	NA	0.231		NA
268	"ENSG00000099999.15"	"RNF215"	chr22	-	30379481	30379780	30379481	30379622	30379710	30379780	268	8	4			148	74	NA	NA	0.5		NA
269	"ENSG00000099992.16"	"TBC1D10A"	chr22	-	30293650	30294110	30293650	30293805	30293920	30294110	269	6	29			148	74	NA	NA	0.094		NA
270	"ENSG00000100325.15"	"ASCC2"	chr22	-	29793359	29793676	29793359	29793490	29793576	29793676	270	31	28			148	74	NA	NA	0.356		NA
272	"ENSG00000100296.14"	"THOC5"	chr22	-	29544459	29544603	29544459	29544508	29544579	29544603	272	78	1			145	74	NA	NA	0.975		NA
273	"ENSG00000100276.10"	"RASL10A"	chr22	-	29312932	29313987	29312932	29313568	29313862	29313987	273	11	4			148	74	NA	NA	0.579		NA
274	"ENSG00000182944.18"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29291561	29291599	274	145	49			148	74	NA	NA	0.597		NA
