ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
47	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73962730	73962801	73944583	73944662	73998767	73998844	47	23	0			148	145	NA	NA	1.0		NA
48	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73962734	73962801	73944583	73944662	73998767	73998844	48	23	0			148	141	NA	NA	1.0		NA
49	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73984443	73984541	73944583	73944662	73998767	73998844	49	23	1			148	148	NA	NA	0.958		NA
50	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73994839	73994961	73944583	73944662	73998767	73998844	50	23	11			148	148	NA	NA	0.676		NA
51	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73994863	73994961	73944583	73944662	73998767	73998844	51	23	9			148	148	NA	NA	0.719		NA
52	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73962734	73962801	73944583	73944662	73999354	74000496	52	23	0			148	141	NA	NA	1.0		NA
53	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73994839	73994961	73944583	73944662	73999354	74000496	53	23	2			148	148	NA	NA	0.92		NA
54	"ENSG00000225470.8"	"JPX"	chrX	+	73946998	73947374	73998767	73998844	73944583	73944662	73999354	74000496	54	23	1			148	148	NA	NA	0.958		NA
57	"ENSG00000225470.8"	"JPX"	chrX	+	73962730	73962801	73994839	73994961	73944583	73944662	73998767	73998844	57	0	11			145	148	NA	NA	0.0		NA
62	"ENSG00000225470.8"	"JPX"	chrX	+	73962734	73962801	73994839	73994961	73944583	73944662	73998767	73998844	62	0	11			141	148	NA	NA	0.0		NA
67	"ENSG00000225470.8"	"JPX"	chrX	+	73984443	73984541	73994839	73994961	73944583	73944662	73998767	73998844	67	1	11			148	148	NA	NA	0.083		NA
68	"ENSG00000225470.8"	"JPX"	chrX	+	73984443	73984541	73994863	73994961	73944583	73944662	73998767	73998844	68	1	9			148	148	NA	NA	0.1		NA
69	"ENSG00000225470.8"	"JPX"	chrX	+	73994839	73994961	73998767	73998844	73944583	73944662	73998953	74000496	69	2	11			148	148	NA	NA	0.154		NA
72	"ENSG00000147099.21"	"HDAC8"	chrX	-	72490928	72491006	72495155	72495268	72488932	72489041	72567888	72568030	72	4	8			148	148	NA	NA	0.333		NA
73	"ENSG00000147099.21"	"HDAC8"	chrX	-	72495155	72495268	72567888	72568030	72490928	72491006	72568753	72568884	73	16	8			148	148	NA	NA	0.667		NA
74	"ENSG00000147099.21"	"HDAC8"	chrX	-	72567888	72568030	72568753	72568884	72495155	72495268	72572056	72572109	74	9	5			148	148	NA	NA	0.643		NA
75	"ENSG00000147133.17"	"TAF1"	chrX	+	71388236	71388378	71388737	71388868	71387260	71387461	71389584	71389665	75	39	58			148	148	NA	NA	0.402		NA
76	"ENSG00000184634.17"	"MED12"	chrX	+	71120013	71120170	71120970	71121152	71119685	71119877	71121326	71121437	76	42	83			148	148	NA	NA	0.336		NA
77	"ENSG00000184634.17"	"MED12"	chrX	+	71125350	71125495	71125662	71125713	71124975	71125146	71126035	71126154	77	16	38			148	125	NA	NA	0.262		NA
78	"ENSG00000184634.17"	"MED12"	chrX	+	71130034	71130214	71131549	71131621	71129679	71129855	71132072	71132206	78	14	19			148	146	NA	NA	0.421		NA
79	"ENSG00000001497.18"	"LAS1L"	chrX	-	65531356	65531438	65532560	65532630	65529593	65529878	65533609	65533735	79	12	29			144	148	NA	NA	0.298		NA
83	"ENSG00000235437.9"	"LINC01278"	chrX	-	63432363	63432491	63509943	63510079	63399780	63399903	63516909	63517082	83	4	7			148	148	NA	NA	0.364		NA
84	"ENSG00000235437.9"	"LINC01278"	chrX	-	63509943	63510079	63516909	63517082	63432363	63432491	63560831	63561071	84	6	9			148	148	NA	NA	0.4		NA
86	"ENSG00000126012.13"	"KDM5C"	chrX	-	53194138	53194738	53194930	53195068	53193772	53193851	53195230	53195410	86	117	68			148	148	NA	NA	0.632		NA
87	"ENSG00000126012.13"	"KDM5C"	chrX	-	53194930	53195068	53195230	53195410	53194138	53194738	53195915	53196054	87	115	124			148	148	NA	NA	0.481		NA
88	"ENSG00000102317.18"	"RBM3"	chrX	+	48575560	48575667	48576313	48576419	48575167	48575283	48577025	48577109	88	274	18			148	148	NA	NA	0.938		NA
89	"ENSG00000126756.12"	"UXT"	chrX	-	47652080	47652144	47657182	47657290	47651795	47651895	47657571	47657639	89	185	215			148	138	NA	NA	0.445		NA
90	"ENSG00000126756.12"	"UXT"	chrX	-	47657182	47657290	47657571	47657639	47652080	47652144	47657781	47657863	90	109	218			142	148	NA	NA	0.343		NA
91	"ENSG00000147050.17"	"KDM6A"	chrX	+	44961283	44961392	44974665	44974715	44873923	44873987	45010960	45011019	91	54	47			148	124	NA	NA	0.49		NA
92	"ENSG00000147050.17"	"KDM6A"	chrX	+	45051708	45051802	45053828	45053955	45037654	45037689	45059005	45059104	92	96	107			148	148	NA	NA	0.473		NA
93	"ENSG00000147050.17"	"KDM6A"	chrX	+	45060021	45060156	45060608	45060764	45059246	45059466	45061323	45061419	93	17	124			148	148	NA	NA	0.121		NA
94	"ENSG00000147050.17"	"KDM6A"	chrX	+	45090722	45090832	45106541	45106713	45089742	45089930	45107409	45107536	94	92	19			148	148	NA	NA	0.829		NA
95	"ENSG00000147050.17"	"KDM6A"	chrX	+	45090722	45090864	45106541	45106713	45089742	45089930	45107409	45107536	95	151	19			148	148	NA	NA	0.888		NA
96	"ENSG00000147044.23"	"CASK"	chrX	-	41542690	41542806	41553718	41553915	41534892	41534973	41557031	41557100	96	8	25			148	148	NA	NA	0.242		NA
97	"ENSG00000147044.23"	"CASK"	chrX	-	41542690	41542806	41553718	41553915	41534892	41534973	41559778	41559847	97	11	25			148	148	NA	NA	0.306		NA
98	"ENSG00000147044.23"	"CASK"	chrX	-	41553718	41553915	41557031	41557100	41542690	41542806	41559778	41559847	98	6	24			143	148	NA	NA	0.206		NA
99	"ENSG00000147044.23"	"CASK"	chrX	-	41555599	41555635	41557031	41557100	41553718	41553915	41559778	41559847	99	10	0			143	110	NA	NA	1.0		NA
100	"ENSG00000147044.23"	"CASK"	chrX	-	41557031	41557100	41559778	41559847	41553718	41553915	41561558	41561644	100	24	7			143	143	NA	NA	0.774		NA
101	"ENSG00000147044.23"	"CASK"	chrX	-	41557031	41557100	41559778	41559847	41555599	41555635	41561558	41561644	101	15	2			143	143	NA	NA	0.882		NA
102	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342736	41342836	41343736	41343822	41340011	41342653	41344029	41344128	102	316	203			148	148	NA	NA	0.609		NA
103	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342736	41342836	41344029	41344128	41340011	41342653	41344238	41344399	103	298	374			148	148	NA	NA	0.443		NA
104	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342736	41342836	41343215	41343351	41341483	41342653	41343736	41343822	104	351	243			148	148	NA	NA	0.591		NA
105	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342736	41342836	41343736	41344128	41341483	41342653	41344238	41344399	105	298	377			148	148	NA	NA	0.441		NA
106	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342736	41342836	41343215	41343351	41342494	41342653	41344029	41344128	106	316	61			148	148	NA	NA	0.838		NA
107	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342736	41342836	41343736	41343822	41342494	41342653	41344238	41344399	107	298	5			148	148	NA	NA	0.983		NA
108	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343215	41343351	41343736	41343822	41342494	41342653	41344029	41344128	108	61	203			148	148	NA	NA	0.231		NA
109	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343215	41343351	41343736	41343822	41342736	41342836	41344029	41344128	109	281	252			148	148	NA	NA	0.527		NA
110	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343736	41343822	41344029	41344128	41342494	41342653	41344238	41344399	110	5	374			148	148	NA	NA	0.013		NA
111	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343736	41343822	41344029	41344128	41343215	41343351	41344238	41344399	111	233	423			148	148	NA	NA	0.355		NA
112	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347012	41347314	41347451	41346228	41346622	41347639	41347694	112	546	280			148	148	NA	NA	0.661		NA
113	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347012	41347311	41347451	41346493	41346622	41347639	41349867	113	546	388			148	148	NA	NA	0.585		NA
114	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347012	41347314	41347454	41346504	41346622	41347639	41349884	114	546	26			148	148	NA	NA	0.955		NA
115	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41347451	41347639	41347915	41346504	41346622	41357832	41358000	115	134	78			148	148	NA	NA	0.632		NA
116	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41347451	41347639	41347915	41346504	41346622	41364273	41364472	116	135	79			148	148	NA	NA	0.631		NA
117	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41347451	41347639	41347915	41346858	41347012	41357832	41358000	117	180	69			148	148	NA	NA	0.723		NA
118	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41347451	41347639	41347915	41346858	41347012	41364273	41364472	118	181	70			148	148	NA	NA	0.721		NA
119	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347639	41347915	41357832	41357939	41347311	41347451	41364273	41364472	119	255	0			148	148	NA	NA	1.0		NA
120	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347639	41347915	41357832	41358000	41347311	41347451	41364273	41364472	120	255	0			148	148	NA	NA	1.0		NA
121	"ENSG00000124486.14"	"USP9X"	chrX	+	41140655	41140771	41140965	41141217	41136803	41137022	41141292	41141431	121	129	204			148	148	NA	NA	0.387		NA
122	"ENSG00000124486.14"	"USP9X"	chrX	+	41171837	41171958	41183997	41184128	41170469	41170619	41184396	41184675	122	198	167			148	148	NA	NA	0.542		NA
123	"ENSG00000124486.14"	"USP9X"	chrX	+	41186516	41186642	41187991	41188117	41184396	41184675	41189308	41189475	123	175	138			148	148	NA	NA	0.559		NA
124	"ENSG00000124486.14"	"USP9X"	chrX	+	41186516	41186642	41189308	41189475	41184396	41184675	41196250	41196359	124	163	164			148	148	NA	NA	0.498		NA
125	"ENSG00000124486.14"	"USP9X"	chrX	+	41198527	41198750	41201059	41201280	41197363	41197510	41205302	41205493	125	74	98			148	148	NA	NA	0.43		NA
126	"ENSG00000124486.14"	"USP9X"	chrX	+	41219101	41219231	41223216	41223402	41218371	41218597	41224741	41224962	126	75	113			148	148	NA	NA	0.399		NA
130	"ENSG00000156313.15"	"RPGR"	chrX	-	38287093	38287245	38287860	38288041	38276586	38276772	38290958	38291024	130	13	5			148	148	NA	NA	0.722		NA
131	"ENSG00000156313.15"	"RPGR"	chrX	-	38287093	38287245	38287864	38288041	38276586	38276772	38290958	38291024	131	11	5			148	148	NA	NA	0.688		NA
132	"ENSG00000156313.15"	"RPGR"	chrX	-	38290958	38291024	38291392	38291484	38276586	38276772	38297283	38297452	132	14	0			148	140	NA	NA	1.0		NA
133	"ENSG00000173681.17"	"BCLAF3"	chrX	-	19929784	19929940	19935808	19935898	19912859	19917334	19937504	19937532	133	7	9			148	148	NA	NA	0.438		NA
134	"ENSG00000102054.18"	"RBBP7"	chrX	-	16852045	16852122	16852550	16852628	16848990	16849301	16852748	16852875	134	83	143			148	148	NA	NA	0.367		NA
135	"ENSG00000102054.18"	"RBBP7"	chrX	-	16852045	16852122	16852748	16852875	16848990	16849301	16853681	16853842	135	113	122			148	148	NA	NA	0.481		NA
136	"ENSG00000102054.18"	"RBBP7"	chrX	-	16852415	16852550	16852550	16852628	16852045	16852122	16852748	16852875	136	158	2			148	148	NA	NA	0.987		NA
137	"ENSG00000102054.18"	"RBBP7"	chrX	-	16852550	16852628	16852748	16852875	16852045	16852122	16853681	16853842	137	136	78			148	148	NA	NA	0.636		NA
140	"ENSG00000046651.16"	"OFD1"	chrX	+	13751248	13751368	13752703	13753441	13749426	13749533	13755150	13755242	140	57	40			148	148	NA	NA	0.588		NA
141	"ENSG00000046651.16"	"OFD1"	chrX	+	13751248	13751368	13753367	13753441	13749426	13749533	13755150	13755242	141	57	48			148	148	NA	NA	0.543		NA
142	"ENSG00000046651.16"	"OFD1"	chrX	+	13763744	13763855	13767126	13767284	13762343	13762444	13768053	13768224	142	29	41			148	148	NA	NA	0.414		NA
143	"ENSG00000047644.20"	"WWC3"	chrX	+	10126113	10126306	10127987	10128161	10125023	10125110	10128556	10128708	143	13	18			148	148	NA	NA	0.419		NA
144	"ENSG00000006757.12"	"PNPLA4"	chrX	-	7922003	7922098	7925939	7926132	7921712	7921848	7927285	7927413	144	3	15			148	148	NA	NA	0.167		NA
145	"ENSG00000006757.12"	"PNPLA4"	chrX	-	7922003	7922098	7925939	7926132	7921712	7921848	7927685	7927739	145	1	14			148	148	NA	NA	0.067		NA
146	"ENSG00000183943.6"	"PRKX"	chrX	-	3641851	3641971	3655148	3655412	3626418	3626514	3670178	3670215	146	58	56			148	148	NA	NA	0.509		NA
148	"ENSG00000100239.16"	"PPP6R2"	chr22	+	50388985	50389111	50391866	50392015	50372071	50372150	50393892	50394135	148	21	7			148	148	NA	NA	0.75		NA
149	"ENSG00000100239.16"	"PPP6R2"	chr22	+	50393892	50394135	50406688	50406875	50372019	50372150	50414551	50414689	149	88	64			148	148	NA	NA	0.579		NA
150	"ENSG00000184164.15"	"CRELD2"	chr22	+	49923233	49923317	49924359	49924455	49922611	49922707	49925416	49925557	150	17	26			148	148	NA	NA	0.395		NA
151	"ENSG00000100425.19"	"BRD1"	chr22	-	49804203	49804360	49822950	49824331	49798987	49799119	49827496	49827873	151	19	25			148	148	NA	NA	0.432		NA
156	"ENSG00000054611.14"	"TBC1D22A"	chr22	+	46797443	46797620	46878652	46878723	46793500	46793841	46891265	46891394	156	55	96			148	145	NA	NA	0.36		NA
157	"ENSG00000054611.14"	"TBC1D22A"	chr22	+	46913333	46913446	46974289	46974399	46912073	46912188	46997633	46997709	157	3	135			148	148	NA	NA	0.022		NA
158	"ENSG00000102043.16"	"MTMR8"	chrX	-	64343610	64343720	64345044	64345177	64337267	64337393	64348659	64348794	158	5	7			148	148	NA	NA	0.417		NA
159	"ENSG00000100347.15"	"SAMM50"	chr22	+	43963069	43963226	43963285	43963396	43955441	43955598	43964451	43964553	159	1	42			148	148	NA	NA	0.023		NA
161	"ENSG00000242247.11"	"ARFGAP3"	chr22	-	42831548	42831636	42834241	42834325	42826939	42826999	42840943	42841016	161	2	25			148	148	NA	NA	0.074		NA
162	"ENSG00000242247.11"	"ARFGAP3"	chr22	-	42831548	42831636	42840943	42841016	42826939	42826999	42847513	42847632	162	54	26			147	148	NA	NA	0.676		NA
163	"ENSG00000242247.11"	"ARFGAP3"	chr22	-	42835361	42835493	42840943	42841016	42834241	42834325	42847513	42847632	163	54	44			147	148	NA	NA	0.553		NA
165	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627604	42627688	42628151	42628281	42627303	42627389	42630881	42630988	165	81	55			148	148	NA	NA	0.596		NA
166	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42631377	42631450	42636584	42636598	42630881	42630988	42636714	42636846	166	0	124			88	147	NA	NA	0.0		NA
167	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42631377	42631468	42636584	42636598	42630881	42630988	42636714	42636846	167	0	66			88	148	NA	NA	0.0		NA
168	"ENSG00000100393.14"	"EP300"	chr22	+	41131387	41131633	41135812	41135906	41129889	41130003	41137652	41137790	168	168	188			148	148	NA	NA	0.472		NA
169	"ENSG00000100393.14"	"EP300"	chr22	+	41141047	41141222	41146738	41146816	41140139	41140257	41147836	41147946	169	286	171			148	148	NA	NA	0.626		NA
170	"ENSG00000100393.14"	"EP300"	chr22	+	41149037	41149175	41149760	41150198	41147836	41147946	41151832	41152012	170	185	60			148	148	NA	NA	0.755		NA
172	"ENSG00000100372.15"	"SLC25A17"	chr22	-	40792524	40792676	40794513	40794580	40779008	40779125	40799022	40799083	172	5	11			141	148	NA	NA	0.323		NA
173	"ENSG00000196588.21"	"MRTFA"	chr22	-	40423535	40423685	40424205	40424381	40420846	40421100	40429605	40429767	173	44	9			148	148	NA	NA	0.83		NA
174	"ENSG00000239900.14"	"ADSL"	chr22	+	40353072	40353117	40353332	40353419	40349831	40350035	40354247	40354327	174	51	1			119	148	NA	NA	0.984		NA
175	"ENSG00000239900.14"	"ADSL"	chr22	+	40353072	40353117	40354247	40354327	40349831	40350035	40358863	40359035	175	22	50			119	148	NA	NA	0.354		NA
177	"ENSG00000184381.20"	"PLA2G6"	chr22	-	38139981	38140169	38143104	38143288	38134987	38135084	38145437	38145653	177	14	30			148	148	NA	NA	0.318		NA
178	"ENSG00000100129.18"	"EIF3L"	chr22	+	37855564	37855644	37858678	37858740	37851279	37851490	37862968	37863038	178	472	505			148	136	NA	NA	0.462		NA
179	"ENSG00000100129.18"	"EIF3L"	chr22	+	37855564	37855644	37858678	37858740	37851279	37851561	37862968	37863038	179	1	494			148	136	NA	NA	0.002		NA
180	"ENSG00000100129.18"	"EIF3L"	chr22	+	37862968	37863038	37870175	37870347	37858678	37858740	37875840	37876011	180	534	12			144	148	NA	NA	0.979		NA
181	"ENSG00000100385.14"	"IL2RB"	chr22	-	37135327	37135442	37136227	37136393	37132383	37132468	37137586	37137735	181	141	208			148	148	NA	NA	0.404		NA
190	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31778098	31778168	31783906	31783985	31768813	31768863	31784813	31784875	190	22	22			144	148	NA	NA	0.507		NA
191	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31846833	31846967	31857444	31857553	31845017	31845237	31870589	31870744	191	18	16			148	148	NA	NA	0.529		NA
192	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31895358	31895954	31897481	31897653	31893581	31893751	31901741	31901802	192	24	14			148	148	NA	NA	0.632		NA
193	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31897481	31897653	31901741	31901802	31893581	31893751	31905983	31906066	193	5	12			148	135	NA	NA	0.275		NA
194	"ENSG00000198089.16"	"SFI1"	chr22	+	31546860	31546971	31556941	31557059	31508254	31508376	31561289	31561392	194	18	77			148	148	NA	NA	0.189		NA
195	"ENSG00000198089.16"	"SFI1"	chr22	+	31550253	31550348	31561289	31561392	31546860	31546971	31573057	31573214	195	148	77			148	148	NA	NA	0.658		NA
196	"ENSG00000198089.16"	"SFI1"	chr22	+	31604308	31604404	31604868	31604945	31603743	31603819	31606327	31606430	196	45	30			148	148	NA	NA	0.6		NA
197	"ENSG00000100003.18"	"SEC14L2"	chr22	+	30407414	30407603	30409186	30409282	30406341	30406385	30409425	30409486	197	3	20			148	148	NA	NA	0.13		NA
198	"ENSG00000100003.18"	"SEC14L2"	chr22	+	30415758	30415865	30415947	30416087	30410595	30410679	30416233	30416403	198	24	12			148	148	NA	NA	0.667		NA
199	"ENSG00000248751.6"	"ENSG00000248751"	chr22	-	30288705	30288776	30292772	30292851	30287372	30287560	30293650	30293805	199	25	5			148	145	NA	NA	0.83		NA
200	"ENSG00000100325.15"	"ASCC2"	chr22	-	29832244	29832342	29833540	29833614	29825621	29825780	29834488	29834550	200	2	13			148	148	NA	NA	0.133		NA
201	"ENSG00000100325.15"	"ASCC2"	chr22	-	29832244	29832342	29834441	29834550	29825621	29825780	29838177	29838274	201	5	12			148	148	NA	NA	0.294		NA
202	"ENSG00000182944.18"	"EWSR1"	chr22	+	29273737	29273864	29278130	29278216	29272379	29272431	29282389	29282557	202	3	193			148	148	NA	NA	0.015		NA
203	"ENSG00000182944.18"	"EWSR1"	chr22	+	29273740	29273864	29278130	29278216	29272379	29272431	29282389	29282557	203	89	193			148	148	NA	NA	0.316		NA
204	"ENSG00000182944.18"	"EWSR1"	chr22	+	29278029	29278216	29282389	29282557	29273740	29273864	29286922	29287134	204	198	205			148	148	NA	NA	0.491		NA
205	"ENSG00000182944.18"	"EWSR1"	chr22	+	29288605	29288786	29288986	29289062	29286922	29287134	29291564	29291599	205	92	5			148	148	NA	NA	0.948		NA
206	"ENSG00000182944.18"	"EWSR1"	chr22	+	29288605	29288786	29291561	29291599	29286922	29287134	29292136	29292169	206	59	66			148	112	NA	NA	0.404		NA
207	"ENSG00000182944.18"	"EWSR1"	chr22	+	29288605	29288786	29291564	29291599	29286922	29287134	29292136	29292169	207	59	65			148	109	NA	NA	0.401		NA
208	"ENSG00000186998.16"	"EMID1"	chr22	+	29254202	29254287	29255270	29255361	29243444	29243489	29258816	29259597	208	11	2			148	148	NA	NA	0.846		NA
209	"ENSG00000183765.23"	"CHEK2"	chr22	-	28724564	28724923	28724976	28725124	28719394	28719485	28725242	28725367	209	11	0			148	148	NA	NA	1.0		NA
211	"ENSG00000183765.23"	"CHEK2"	chr22	-	28724885	28724923	28724976	28725124	28719394	28719485	28725242	28725367	211	11	0			148	112	NA	NA	1.0		NA
214	"ENSG00000100109.17"	"TFIP11"	chr22	-	26510063	26510281	26511118	26511195	26506774	26506928	26512098	26512175	214	2	24			148	148	NA	NA	0.077		NA
215	"ENSG00000100109.17"	"TFIP11"	chr22	-	26510616	26510667	26511118	26511153	26510063	26510281	26512098	26512175	215	1	51			109	125	NA	NA	0.022		NA
216	"ENSG00000100109.17"	"TFIP11"	chr22	-	26510616	26510667	26511118	26511195	26510063	26510281	26512098	26512175	216	2	51			148	125	NA	NA	0.032		NA
217	"ENSG00000100109.17"	"TFIP11"	chr22	-	26510616	26510692	26511118	26511153	26510063	26510281	26512098	26512175	217	1	53			109	148	NA	NA	0.025		NA
218	"ENSG00000100109.17"	"TFIP11"	chr22	-	26510616	26510692	26511118	26511195	26510063	26510281	26512098	26512175	218	2	53			148	148	NA	NA	0.036		NA
219	"ENSG00000100109.17"	"TFIP11"	chr22	-	26510616	26510702	26511118	26511153	26510063	26510281	26512098	26512175	219	1	63			109	148	NA	NA	0.021		NA
220	"ENSG00000100109.17"	"TFIP11"	chr22	-	26510616	26510702	26511118	26511195	26510063	26510281	26512098	26512175	220	2	63			148	148	NA	NA	0.031		NA
223	"ENSG00000100077.16"	"GRK3"	chr22	+	25718244	25718381	25721283	25721397	25714407	25714570	25722288	25729294	223	14	35			148	148	NA	NA	0.286		NA
224	"ENSG00000138867.17"	"GUCD1"	chr22	-	24547907	24548073	24548916	24549001	24546913	24547005	24554948	24555089	224	23	76			148	148	NA	NA	0.232		NA
225	"ENSG00000138867.17"	"GUCD1"	chr22	-	24547907	24548073	24548916	24549001	24546913	24547005	24555614	24555935	225	9	75			148	148	NA	NA	0.107		NA
228	"ENSG00000228315.12"	"GUSBP11"	chr22	-	23686830	23686995	23690231	23690356	23683724	23683867	23694118	23695517	228	30	7			148	148	NA	NA	0.811		NA
229	"ENSG00000228315.12"	"GUSBP11"	chr22	-	23686830	23686995	23690235	23690356	23683724	23683867	23694118	23695517	229	24	7			148	148	NA	NA	0.774		NA
230	"ENSG00000228315.12"	"GUSBP11"	chr22	-	23694118	23695517	23700725	23700845	23683724	23683867	23705428	23705541	230	21	42			148	148	NA	NA	0.333		NA
